rank,score,name,domain,city,source,band_label,hc_num,pre2024_grade,pre2024_evidence,pre2024_confidence,owned_ip,ownip_quote,repo_host_hits,review_gate_hits,cicd_hits,nongit_hits,jd_chars,jd_quote,dev_quote,years_active,contact_name,contact_title,contact_linkedin,identity_status,why_this_rank
204,75,iApp Technologies,iapptechnologies.com,"Mohali, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2012; copyright_footer=2012; wayback=20230609,Verified,1,"dy? Wait for a Second! Before you leave, let our product consultant help you with a: Free ",0,0,0,0,12057,,nd serve our global customers with exclusive application development services focused to c,14,,,,identity_pending,"PROVEN_EQUIV(goodfirms_founded=2012); owned IP: dy? Wait for a Second! Before you leave,; jd 12057ch; ~150 staff"
205,75,Sapphire Software Solutions,sapphiresolutions.net,"Ahmedabad, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2002; rdap=2003-03-03; wayback=20230601,Verified,1,elp you unlock technology visions and drive your product strategy. Get In Touch Our Recent,0,0,0,0,12048,,Best Software Development Company in USA - Sapphire Software Solutions,23,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2002); owned IP: elp you unlock technology visions and dr; jd 12048ch; ~150 staff
206,75,GyanMatrix Technologies Pvt Ltd,gyanmatrix.com,"Bengaluru, India",goodfirms,50-249,150,EXISTED_2COR,rdap=2015-02-18; wayback=20230608,Verified,1,team — the same path whether we're building our own products or delivering for clients. Ev,0,0,0,0,11871,,,11,,,,identity_pending,EXISTED_2COR(rdap=2015-02-18); owned IP: team — the same path whether we're build; jd 11871ch; ~150 staff
207,75,Turain Software Pvt. Ltd.,turaingrp.com,"Kolkata, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2015; wayback=20230518,Verified,1,Solve Communication & Growth Challenges with Our SaaS + CPaaS Platform --> A Customer Enga,0,0,1,0,11616,,e Mobile App Development Web App Development Custom Software Development Progressive Web A,11,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2015); owned IP: Solve Communication & Growth Challenges ; jd 11616ch; ~30 staff
208,75,"NCode Technologies, Inc.",ncodetechnologies.com,"Ahmedabad, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2006; rdap=2006-09-25; wayback=20230601,Verified,1,months for the inception and development of our platform of websites. They have been extre,3,0,0,0,11579,ress Database MySQL MongoDB PostgreSQL Tools Git Jira Basecamp Cloud AWS sales@ncodetechno,Tech Loading Please Wait... --> Top Services Software Development Mobile App Development e,20,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2006); owned IP: months for the inception and development; jd 11579ch; ~30 staff
209,75,Genesis Technologies,genesistechnologies.in,"Indore, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2011; rdap=2013-04-05; wayback=20230529,Verified,1,"liver Flawless Products, Every Time Elevate your product quality with our 360 testing appr",0,0,0,0,11491,,--> Software Development Company | Genesis Technologies Welcome to Ge,13,Shannon Stuckenberg,CEO and Co-founder,https://www.linkedin.com/in/shannon-stuckenberg,identity_full,"PROVEN_EQUIV(goodfirms_founded=2011); owned IP: liver Flawless Products, Every Time Elev; jd 11491ch; ~150 staff"
210,75,Mass Software Solutions Pvt Ltd,masssoftwaresolutions.com,"Kolkata, India",goodfirms,50-249,150,PROVEN_EQUIV,wayback=20230604,Verified,1,n help define the right user experience for your product which leads to the acceptability ,14,0,0,0,11425,"HTML5, CSS, Bootstrap required Knowledge in Version Control System (Git Preferred) Job Res",Catering Short Term Vacation Rental Startup Software Development Startup AI Development Se,0,,,,identity_pending,PROVEN_EQUIV(wayback=20230604); owned IP: n help define the right user experience ; jd 11425ch; ~150 staff
211,75,Inncrewin Technologies,inncrewin.com,"Bengaluru, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2008; rdap=2008-03-11; copyright_footer=2018; wayback=20230512,Verified,1,g Blog Careers Contact Us Get a Quote Build Your Own Products We have built 7 successful S,0,0,0,0,11038,,﻿ SaaS Development Company |SaaS Application Development Company Home Technology Pricing B,18,atmosol Technologies,Director,,identity_name_only,PROVEN_EQUIV(goodfirms_founded=2008); owned IP: g Blog Careers Contact Us Get a Quote Bu; jd 11038ch; ~150 staff
212,75,Cerillion Technologies,cerillion.com,"Pune, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=1999; rdap=1999-03-24; wayback=20230602,Verified,1,"apidly building, launching and managing all your products, services, tariffs and packages.",0,0,0,0,10677,,e power of genAI BSS solutions to reduce the product development lifecycle by up to 95%. T,27,Gary Gibbs,Senior Account Director,https://www.linkedin.com/in/garygibbs,identity_full,"PROVEN_EQUIV(goodfirms_founded=1999); owned IP: apidly building, launching and managing ; jd 10677ch; ~150 staff"
213,75,Tesseract Learning Inc,tesseractlearning.com,"Bengaluru, India",goodfirms,50-249,150,EXISTED_2COR,goodfirms_founded=2015; copyright_footer=2015; wayback=20230602,Verified,1,dustries Across 0 + Countries Won 0 + Awards Our Products Kredo Learning Platform Prodient,0,0,0,0,10446,,,11,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2015); owned IP: dustries Across 0 + Countries Won 0 + Aw; jd 10446ch; ~150 staff
214,75,Niraltek Solutions,niraltek.com,"Chennai, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2021; rdap=2020-12-21; wayback=20230607,Verified,1,nt &amp; Automation Skip to content Products Our Products Intelligent platforms built for ,1,0,1,0,10376,"pment Other LinkedIn Profile URL Portfolio / GitHub URL Upload Resume (PDF, DOC, DOCX) Cli",ware Industrial IoT Gateways Custom Hardware Development Services Resources Case Studies B,6,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2021); owned IP: nt &amp; Automation Skip to content Prod; jd 10376ch; ~30 staff
215,75,Rainstreamweb,rainstreamweb.com,"Ahmedabad, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2014; rdap=2016-04-22; wayback=20230525,Verified,1,"ecommendations, and order handling. Empower Your SaaS Industry with Agent as a Service Sca",0,0,0,0,10273,,AI Driven Custom Software Development Company - Rainstream Technologie,10,,,,identity_pending,"PROVEN_EQUIV(goodfirms_founded=2014); owned IP: ecommendations, and order handling. Empo; jd 10273ch; ~150 staff"
216,75,Sumedha Softech Pvt. Ltd.,sumedhasoftech.com,"Jaipur, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2011; wayback=20230608,Verified,1,", performance tuning and support that keeps your product healthy long-term. How we work Ho",0,0,1,0,10221,,"AI, Web &amp; Software Development Company | Sumedha Softech Skip to content No",15,,,,identity_pending,"PROVEN_EQUIV(goodfirms_founded=2011); owned IP: , performance tuning and support that ke; jd 10221ch; ~30 staff"
217,75,Haatch Interactive,haatchinteractive.com,"Kochi, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2019; rdap=2018-10-08; copyright_footer=2015; wayback=20230609,Verified,1,"es Careers Industries Products Blog Contact Your Product Vision. Built, Launched, & Ready ",1,0,0,0,10205,"ou'll work with modern tooling LLMs, Cursor, GitHub Copilot, automated pipelines and you'l","Haatch Interactive | Custom Software, SaaS &amp; AI Development — UAE &amp; Inter",8,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2019); owned IP: es Careers Industries Products Blog Cont; jd 10205ch; ~30 staff
218,75,IQ Infotech,iqinfotech.co.in,"Delhi, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2005; rdap=2013-11-25; copyright_footer=2015; wayback=20230508,Verified,1,ad in competition and put you in big league. Our Products and services are innovatively de,0,0,0,0,10182,,ccount Shop 0 Cart HOME ABOUT US IT SERVICES Software Development Website Development Word,13,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2005); owned IP: ad in competition and put you in big lea; jd 10182ch; ~150 staff
219,75,OptimumBrew Technology,optimumbrew.com,"Surat, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2015; rdap=2015-02-28; wayback=20230517,Verified,1,atabase MySQL DynamoDB Oracle Firebase Redis Our SaaS Products SaaS Platfrom PhotoAdKing A,0,0,1,0,9951,,E933; &#xE933; &#xE933; &#xE933; 4.5/5 Users Software Development Company in Surat Optimum,11,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2015); owned IP: atabase MySQL DynamoDB Oracle Firebase R; jd 9951ch; ~30 staff
220,75,The Dezine,thedezine.in,"Ahmedabad, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2013; rdap=2010-04-08; copyright_footer=2022; wayback=20230205,Verified,1,ng and innovating businesses. Contact Us Now Our products are featured on We design digita,2,0,0,0,9908,"erstanding of code versioning tools, such as Git, Bitbucket. Strong knowledge of coding be","Top Website, Mobile App, Custom Software Development company The Dezine Home About Ou",16,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2013); owned IP: ng and innovating businesses. Contact Us; jd 9908ch; ~30 staff
221,75,HashStudioz Technologies Private Limited,hashstudioz.com,"Noida, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2018; rdap=2018-06-12; wayback=20230605,Verified,1,ioz.com Follow Us for Updates Tell Us About Your Product We’ll Take Care Of Every Crucial ,0,0,0,0,9856,,HashStudioz Technologies | Global Product Engineering & IT Consulting Company +91-97185 17,8,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2018); owned IP: ioz.com Follow Us for Updates Tell Us Ab; jd 9856ch; ~150 staff
222,75,Digital Crew India,digitalcrew.co.in,"Indore, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2014; rdap=2016-08-16; wayback=20230531,Verified,1,tirelessly to get the best look and feel of your product with professionalism and easy-to-,0,0,0,0,9751,,es 99.95% In Fulfilling Implementation. 100+ Custom Software Developed. 250+ Games Develop,10,(verify),,,identity_name_only,PROVEN_EQUIV(goodfirms_founded=2014); owned IP: tirelessly to get the best look and feel; jd 9751ch; ~150 staff
223,75,Trigma,trigma.com,"Mohali, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2008; rdap=2005-10-10; copyright_footer=2008; wayback=20230603,Verified,1,"completion, as defined in the agreement. Any proprietary frameworks, accelerators, or pre-",0,0,0,0,9740,,Trigma | Custom AI &amp; Software Development Company Top IT Services Company 2025 Top Sof,21,,,,identity_pending,"PROVEN_EQUIV(goodfirms_founded=2008); owned IP: completion, as defined in the agreement.; jd 9740ch; ~150 staff"
224,75,Sigmen Technologies Solutions,sigmentech.com,"Kolkata, India",goodfirms,10-49,30,DOMAIN_ONLY,wayback=20230610,Verified,1,having extensive experience of implementing our products and our strong leadership team ca,1,1,1,0,9631,"ainable, and efficient code. -Participate in code reviews, contribute to technical discuss",,0,,,,identity_pending,DOMAIN_ONLY(wayback=20230610); owned IP: having extensive experience of implement; review-gate JD x1; jd 9631ch; ~30 staff
225,75,TI Infotech Pvt. Ltd.,tiinfotech.com,"Noida, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2005; rdap=2005-06-20; copyright_footer=2005; wayback=20230602,Verified,1,team begins with thorough market research in our product development. Rigorous testing ref,0,0,0,0,9630,,Company in India | Digital Transformation | Software Development Services --> HOME ABOUT U,21,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2005); owned IP: team begins with thorough market researc; jd 9630ch; ~150 staff
226,75,Tech Exactly,techexactly.com,"Bengaluru, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2016; rdap=2015-06-28; wayback=20230515,Verified,1,with AI-powered Engineering 0 M+ users trust our products 0 % efficiency boost for busines,0,0,0,0,9450,,lthcare Telemedicine FinTech Medical Devices Software Development Surrogacy App Developmen,11,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2016); owned IP: with AI-powered Engineering 0 M+ users t; jd 9450ch; ~150 staff
227,75,Ouranos Technologies Pvt Ltd,ouranostech.com,"Ahmedabad, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2014; wayback=20230806,Verified,1,#x27;s Talk Now SaaS Application Development Our SaaS application development services del,0,0,0,0,9418,,Ouranos: Offshore Software Development Company [email&#160;protected] (+91) 709-690,12,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2014); owned IP: #x27;s Talk Now SaaS Application Develop; jd 9418ch; ~150 staff
228,75,Markovate,markovate.com,"Gurgaon, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2015; wayback=20230601,Verified,1,"artnered with Markovate, who expertly guided our product development from concept to launc",0,0,0,0,9310,,AI Development Services - Markovate Industries Manufacturing Manufac,11,,,,identity_pending,"PROVEN_EQUIV(goodfirms_founded=2015); owned IP: artnered with Markovate, who expertly gu; jd 9310ch; ~150 staff"
229,75,BESOLVE,besolve.in,"Delhi, India",goodfirms,50-249,150,PROVEN_EQUIV,wayback=20230603,Verified,1,"k answers to the most common questions about our products, services, and solutions. F A Q ",0,0,3,0,9216,,obile Apps Development Outsourcing of Talent Software Development Survey &#038; Market Res,0,,,,identity_pending,PROVEN_EQUIV(wayback=20230603); owned IP: k answers to the most common questions a; jd 9216ch; ~150 staff
230,75,Henceforth Solutions Pvt Ltd,henceforthsolutions.com,"Mohali, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2017; rdap=2017-01-24; wayback=20230604,Verified,1,"s in any form. The source code and design of our products are fully owned by us, and we do",0,0,0,0,8318,,Transform Your Business with Cutting-Edge AI Development Services Leverage the power of Ar,9,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2017); owned IP: s in any form. The source code and desig; jd 8318ch; ~150 staff
231,75,PM Square Soft Services Private Limited,pmsquaresoft.com,"Coimbatore, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2011; copyright_footer=2022; wayback=20230603,Verified,1,04 Execute &amp; install We guarantee that your product development process is carried out,3,0,0,0,8290,"t Optional but a plus: - Knowledge of Azure, Git, Build pipelines - Experience with source","domain, enterprise, and digital technology. Product Development By partnering with clients",15,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2011); owned IP: 04 Execute &amp; install We guarantee th; jd 8290ch; ~30 staff
232,75,GVM Technologies,gvmtechnologies.com,"Surat, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2012; wayback=20230601,Verified,1,S solutions tailored to your business needs. Our SaaS application development focuses on c,0,0,0,0,8281,,Software Development Solution for Business | GVM Technologies +1,14,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2012); owned IP: S solutions tailored to your business ne; jd 8281ch; ~150 staff
233,75,RipenApps,ripenapps.com,"Noida, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2017; rdap=2017-01-24; wayback=20230601,Verified,1,"d MVP planning to modernization and scaling, our product development team helps you cut ri",0,0,0,0,8242,,"AI-Powered Mobile, Web & Software Development Company | RipenApps &times; COMPANY About Us",9,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2017); owned IP: d MVP planning to modernization and scal; jd 8242ch; ~150 staff
234,75,WeblineIndia,weblineindia.com,"Ahmedabad, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=1999; rdap=2000-05-02; copyright_footer=1999; wayback=20230601,Verified,1,solutions and software outsourcing services. Our SaaS offerings empower businesses with re,0,0,0,0,8236,,AI-First Software Development & Outsourcing Company | WeblineIndia Skip to,26,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=1999); owned IP: solutions and software outsourcing servi; jd 8236ch; ~150 staff
235,75,mPhatek Systems Private Limited,mphatek.com,Pune,nasscom,,,EXISTED_2COR,rdap=2014-03-25; wayback=20230129,Verified,1,Us About mPHATEK Event Gallery Our Services Our Products Team Contact 404 --> Our Industri,0,0,4,0,8210,,,12,,,,identity_pending,EXISTED_2COR(rdap=2014-03-25); owned IP: Us About mPHATEK Event Gallery Our Servi; jd 8210ch
236,75,Metizsoft Solutions,metizsoft.com,"Ahmedabad, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2012; rdap=2012-02-21; copyright_footer=2012; wayback=20230603,Verified,1,"Experience Book a Consultation Call Product Our Products Shopify apps, in-house SaaS brand",0,0,0,0,8184,,Agentic Workflows Deep Learning AI &amp; ML Development Services Digital Commerce Shopify ,14,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2012); owned IP: Experience Book a Consultation Call Prod; jd 8184ch; ~150 staff
237,75,SourceDesk,sourcedesk.io,"Kolkata, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2013; wayback=20220809,Verified,1,nd improve tenant experiences. From virtual tour platforms to AI-powered property valuatio,0,0,0,0,8091,,AI Software Development Company | Sourcedesk Services + AI/ML Develo,13,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2013); owned IP: nd improve tenant experiences. From virt; jd 8091ch; ~150 staff
238,75,DNG Web Developer,dngwebdeveloper.com,"Ahmedabad, India",goodfirms,50-249,150,PROVEN_EQUIV,rdap=2009-06-10; wayback=20230523,Verified,1,s your complexity of operations and deliver your products within optimum time. We have lar,0,0,0,0,8038,,l Development Real Estate Portal Development Software Development Transportation Software ,17,,,,identity_pending,PROVEN_EQUIV(rdap=2009-06-10); owned IP: s your complexity of operations and deli; jd 8038ch; ~150 staff
239,75,The Night Marketer,thenightmarketer.com,"Delhi, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2015; rdap=2014-10-03; copyright_footer=2015; wayback=20230331,Verified,1,"gust 14, 2026 GEO for Ecommerce: How to Get Your Products Mentioned by ChatGPT, Gemini &am",1,0,0,0,7971,". Laravel CodeIgniter Core PHP MySQL/MariaDB Git Shalimar Bagh, New Delhi Apply Now --> De",,12,,,,identity_pending,"EXISTED_2COR(goodfirms_founded=2015); owned IP: gust 14, 2026 GEO for Ecommerce: How to ; jd 7971ch; ~30 staff"
240,75,JSM InfoSoft Pvt Ltd,jsminfosoft.com,"Indore, India",goodfirms,50-249,150,PROVEN_EQUIV,rdap=2013-04-29; copyright_footer=2013; wayback=20230604,Verified,1,services We engage with you at any stage of your product evolution from idea to continuous,0,0,0,0,7935,,ld Of Web Development Mobile App Development Custom Software Application Development Produ,13,,,,identity_pending,PROVEN_EQUIV(rdap=2013-04-29); owned IP: services We engage with you at any stage; jd 7935ch; ~150 staff
241,75,Codelynks Software Solutions,codelynks.com,"Kochi, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2013; wayback=20230607,Verified,1,"18 June, 2026 | 3:24 pm How We Use Claude in Our Product Development 18 June, 2026 | 9:12 ",0,0,0,0,7917,,Enabling growth through digital innovation. Software Development and DevOps Building effic,13,Jayakrishnan M,CEO & Co-Founder,https://www.linkedin.com/in/jayakrishnanm,identity_full,"PROVEN_EQUIV(goodfirms_founded=2013); owned IP: 18 June, 2026 | 3:24 pm How We Use Claud; jd 7917ch; ~150 staff"
242,75,SpireHub Softwares Pvt Ltd.,spirehubs.com,"Noida, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2018; rdap=2023-07-25; wayback=20231016,Verified,1,y invoicing Specialist on-demand Get Started Our Products · Built in-house Software we bui,0,0,2,0,7859,,"ecommend Nilesh and his team for website and software development. Professional, responsiv",3,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2018); owned IP: y invoicing Specialist on-demand Get Sta; jd 7859ch; ~150 staff
243,75,ARVS IT Solutions Pvt. Ltd.,arvs.in,"Noida, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2015; rdap=2018-01-29; wayback=20221205,Verified,1,"secure, & visually appealing experience for your product or service Improve profitability ",1,0,0,0,7655,clean code & APIs Open-Source based coding & version control Responsive & multi-browser co,p Development Mobile App Development Android Application Development iPhone Application De,8,,,,identity_pending,"PROVEN_EQUIV(goodfirms_founded=2015); owned IP: secure, & visually appealing experience ; jd 7655ch; ~30 staff"
244,75,Virasat Solutions,virasatsolutions.com,"Gurgaon, India",goodfirms,10-49,30,EXISTED_2COR,goodfirms_founded=2009; rdap=2010-12-27; wayback=20230607,Verified,1,rning and digital experiences 123 Benchmark your platform’s performance against competitor,4,0,0,0,7522,"jQuery, HTML, CSS • Familiarity with MySQL, Git, and Linux environments Good to Have • Exp",,16,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2009); owned IP: rning and digital experiences 123 Benchm; jd 7522ch; ~30 staff
245,75,Ubmatic,ubmatic.com,"Pune, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2018; rdap=2017-01-12; wayback=20230608,Verified,1,ct Us info@ubmatic.com Company Home About Us Our Platforms Our Solutions Our Services More,0,0,1,0,7459,,ion Digital Transformation and Modernization Software Development and Engineering Managed ,9,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2018); owned IP: ct Us info@ubmatic.com Company Home Abou; jd 7459ch; ~30 staff
246,75,Webner,webnersolutions.com,"Mohali, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2010; rdap=2013-01-04; wayback=20230604,Verified,1,) SaaS Apps Mobile Apps AI Powered Apps Are your products AI-powered? Webner is helping co,0,0,0,0,7431,,Webner - Software Consulting and Development Services Skip to content Toggle Navigation Co,13,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2010); owned IP: ) SaaS Apps Mobile Apps AI Powered Apps ; jd 7431ch; ~150 staff
247,75,Keeves Technologies Private Limited,keevestechnologies.com,"Kolkata, India",goodfirms+nasscom,50-249,150,PROVEN_EQUIV,goodfirms_founded=2011; rdap=2011-11-03; copyright_footer=2019; nasscom_harvest=nasscom:PROVEN; goodfirms_founded:2011; wayback=20230330,Verified,1,ring Creative Web interfaces for Enterprises Our Product and Services Game Development Gam,0,0,0,0,7355,pre-2024: proven,app development service/enterprise-services/custom software service/enterprise services/er,15,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2011); owned IP: ring Creative Web interfaces for Enterpr; jd 7355ch; ~150 staff
248,75,Vriksha Techno Solutions,vrikshatech.com,"Chennai, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2006; rdap=2017-07-03; wayback=20230610,Verified,1,rful front-end and back-end stacks to bring your product vision to life. Enabling Startups,0,0,0,0,7320,,"ksha Techno Solutions Pvt. Ltd. | Enterprise Application Development Company, Chennai – 21",9,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2006); owned IP: rful front-end and back-end stacks to br; jd 7320ch; ~150 staff
249,75,Tunerlabs Consulting Private Limited,tunerlabs.com,"Bengaluru, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2018; rdap=2009-10-13; wayback=20230603,Verified,1,We have been with tunerlabs since 2012. From our platform and content management system de,0,0,2,0,7087,,oving to work with em again. &quot; ST Steve Software Development Manager &quot; Tunerlabs,17,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2018); owned IP: We have been with tunerlabs since 2012. ; jd 7087ch; ~30 staff
250,75,Green Apex,green-apex.com,"Ahmedabad, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2014; rdap=2014-02-28; wayback=20230403,Verified,1,"e offer cutting-edge solutions to transform your products with AI, driving innovation and ",0,0,0,0,6984,,Green Apex- AI-Driven Web &amp; App Development Services Mobile Mobile App Web Back-end de,12,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2014); owned IP: e offer cutting-edge solutions to transf; jd 6984ch; ~150 staff
251,75,Daydreamsoft Infotech LLP,daydreamsoft.com,"Surat, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2018; rdap=2017-10-15; wayback=20230516,Verified,1,"ss to identify and eliminate bugs, ensuring your product meets the highest industry standa",0,0,0,0,6853,,"IT Company | Web, Mobile App, AI &amp; Game Development Services ABOUT PORTFOLIO SERVICES ",9,Ajay Paladiya,CEO and Founder at Daydreamsoft Infotech LLP,https://www.linkedin.com/in/ajaypaladiya,identity_full,"PROVEN_EQUIV(goodfirms_founded=2018); owned IP: ss to identify and eliminate bugs, ensur; jd 6853ch; ~150 staff"
252,75,UniConverge Technologies,uniconvergetech.in,"Noida, India",goodfirms+nasscom,50-249,150,EXISTED_2COR,goodfirms_founded=2014; rdap=2015-02-06; copyright_footer=2013; nasscom_harvest=nasscom:PROVEN; rdap:2015-02-06; goodfir,Verified,1,"ducts does Uniconverge Technologies provide? Our product range includes IoT modules, LoRaW",0,0,0,0,6704,pre-2024: proven,"usiness needs, including sensor integration, custom software, and deployment strategies. G",11,,,,identity_pending,EXISTED_2COR(goodfirms_founded=2014); owned IP: ducts does Uniconverge Technologies prov; jd 6704ch; ~150 staff
253,75,IT Path Solutions,itpathsolutions.com,"Ahmedabad, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2012; rdap=2010-03-24; wayback=20230601,Verified,1,"isible. Explore Ecommerce We don’t just put your products online, we make them move. With ",0,0,0,0,6662,,omation Digital Marketing Cloud &amp; DevOps Custom Software Development AI Development We,16,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2012); owned IP: isible. Explore Ecommerce We don’t just ; jd 6662ch; ~150 staff
254,75,TECUNIQUE PRIVATE LIMITED,tecunique.com,"Vadodara, India",goodfirms,10-49,30,PROVEN_EQUIV,goodfirms_founded=2010; rdap=2010-03-03; wayback=20230605,Verified,1,and technical support. Software Development Our product design and development services en,2,0,0,0,6637,"lytical and technical skills Experience with GIT, Maven, Bit Bucket Qualification and Expe",software at speed. Let&#039;s talk Offshore Software Development IT Outsourcing Services W,16,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2010); owned IP: and technical support. Software Developm; jd 6637ch; ~30 staff
255,75,Aimdek Technologies,aimdek.com,"Ahmedabad, India",goodfirms,50-249,150,PROVEN_EQUIV,goodfirms_founded=2014; rdap=2013-12-07; wayback=20230506,Verified,1,"es that convert, retain, and stay usable as your product evolves. Digital Commerce UI/UX D",0,0,0,0,6226,,ing HL7 FHIR Salesforce Liferay BFSI Fintech Software Development Insurance Software Devel,13,(verify),,,identity_name_only,"PROVEN_EQUIV(goodfirms_founded=2014); owned IP: es that convert, retain, and stay usable; jd 6226ch; ~150 staff"
256,75,Xenovex Technologies Pvt Ltd,xenovex.com,"Chennai, India",goodfirms+nasscom,50-249,150,PROVEN_EQUIV,goodfirms_founded=2009; rdap=2012-08-09; wayback=20230604,Verified,1,"in mobile development. 03 UI/UX Design Meet your product deadlines with our skilled team, ",0,0,0,0,6119,,t What We Do Services Digital Transformation Product Engineering Cloud Migration Data Scie,14,,,,identity_pending,PROVEN_EQUIV(goodfirms_founded=2009); owned IP: in mobile development. 03 UI/UX Design M; jd 6119ch; ~150 staff
257,75,Gary Global Solutions,garyglobalsolutions.com,"Noida, India",goodfirms,50-249,150,PROVEN_EQUIV,rdap=2016-10-18; copyright_footer=2015; wayback=20230330,Verified,1,alsolutions.com About Our Team Our Portfolio Our Products Seller Streets Indian Movers and,0,0,0,0,5946,,k slot deposit pulsa situs slot88 Enterprise Software Development | Digital Branding |Digi,10,,,,identity_pending,PROVEN_EQUIV(rdap=2016-10-18); owned IP: alsolutions.com About Our Team Our Portf; jd 5946ch; ~150 staff
258,75,Agnito Technologies Pvt Ltd,agnitotechnologies.com,"Bhopal, India",goodfirms,50-249,150,PROVEN_EQUIV,rdap=2017-05-09; wayback=20230605,Verified,1,"ans for updates, monitoring, and scaling as your product grows. Which industries do you ha",0,0,0,0,5901,,Agnito Technologies: Custom Software Development Company Our Company About Us Lif,9,,,,identity_pending,"PROVEN_EQUIV(rdap=2017-05-09); owned IP: ans for updates, monitoring, and scaling; jd 5901ch; ~150 staff"
