domain,name,source,pre2024_prepass,pre2024_basis,jd_chars,repo_host_hits,review_gate_hits,cicd_hits,jd_evidence,contact_name,contact_title,contact_linkedin,identity_status,crawl_needs
probeseven.com,PROBESEVEN,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2006,,,,,,,,,identity_pending,wayback+homepage+careers
latlontechnologies.com,latlontechnologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,,,,identity_pending,wayback+homepage+careers
pptssolutions.com,Point Perfect Technology Solutions,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2001,,,,,,,,,identity_pending,wayback+homepage+careers
idreamdevelopers.com,idreamdevelopers,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2008,,,,,,,,,identity_pending,wayback+homepage+careers
mindmade.in,MindMade Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2011,,,,,,,,,identity_pending,wayback+homepage+careers
infinitsolutions.in,Infinit Solutions - Custom Software & Digital,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2011,,,,,,,,,identity_pending,wayback+homepage+careers
techbumbles.com,TechBumbles,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2019,,,,,,,,,identity_pending,wayback+homepage+careers
qonotech.com,Qono Technologies Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2014,,,,,,,,,identity_pending,wayback+homepage+careers
ceiyone.com,Ceiyone Tech Works Private Limited,goodfirms+nasscom,EXISTED_2CORROB,nasscom:DOMAIN_ONLY; rdap:2016-12-17; goodfirms_founded:2017,60735,0,0,0,pre-2024: domain only | site mentions cicd,(verify),,,identity_name_only,homepage
acosmicrealm.in,a Cosmic Realm,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2011,,,,,,,,,identity_pending,wayback+homepage+careers
praathee.com,Praathee Media Pvt. Limited,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,,,,identity_pending,wayback+homepage+careers
indsysholdings.com,Indsys Holdings,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2019,,,,,,,,,identity_pending,wayback+homepage+careers
appsin.ai,Appsinai Private Limited,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,,,,identity_pending,wayback+homepage+careers
thereciprocalsolutions.com,RECIPROCAL VENTURES PRIVATE LIMITED,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2020,,,,,,,,,identity_pending,wayback+homepage+careers
webmac.net,WEBMAC,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2020,,,,,,,,,identity_pending,wayback+homepage+careers
agnitio-systems.com,Agnitio Systems,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2012,,,,,,,,,identity_pending,wayback+homepage+careers
mazenettech.in,Mazenet Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2000,,,,,,,,,identity_pending,wayback+homepage+careers
digital-garage.in,Digital Garage,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2023,,,,,,,,,identity_pending,wayback+homepage+careers
blazon.in,Blazon,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2007,,,,,,,,,identity_pending,wayback+homepage+careers
webkathir.com,Webkathir software solutions pvt ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2010,,,,,,,,,identity_pending,wayback+homepage+careers
teplar.com,Teplar Solutions,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,,,,identity_pending,wayback+homepage+careers
cloudi5.com,Cloudi5 Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,,,,identity_pending,wayback+homepage+careers
blazingcoders.com,Blazingcoders,goodfirms,,,,,,,,,,,identity_pending,wayback+homepage+careers
renoinfomatics.com,Reno Infomatics,goodfirms,,,,,,,,,,,identity_pending,wayback+homepage+careers
rndsoftech.com,Rnd Softech Private Limited,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:1999,,,,,,,,,identity_pending,wayback+homepage+careers
angleritech.com,ANGLER Technologies India Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2004,,,,,,,,,identity_pending,wayback+homepage+careers
kpktechnology.com,KPK Technology,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2018,,,,,,,,,identity_pending,wayback+homepage+careers
solutionchamps.com,SolutionChamps Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,,,,identity_pending,wayback+homepage+careers
123coimbatore.com,123tws,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2010,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
aagnia.com,Aagnia Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,,,,identity_pending,wayback+homepage+careers
kasadara.com,Kasadara Technology Solutions Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,,,,identity_pending,wayback+homepage+careers
goldenaxe.io,GoldenAxe Technology Solutions,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2018,,,,,,,,,identity_pending,wayback+homepage+careers
tocyber.co,ToCyber Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2013,,,,,,,,,identity_pending,wayback+homepage+careers
kgisl.com,KGiSL,goodfirms+nasscom,EXISTED_2CORROB,nasscom:PROVEN; rdap:1999-01-28,65188,0,0,0,pre-2024: proven,,,,identity_pending,homepage
icore.net.in,ICore Software Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2010,,,,,,,,,identity_pending,wayback+homepage+careers
shriasys.com,Shriasys,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2002,,,,,,,,,identity_pending,wayback+homepage+careers
cabotsolutions.com,"Cabot Technology Solutions, Inc",goodfirms+nasscom,SOURCE_STATED_ONLY,goodfirms_founded:2006,,,,,,,,,identity_pending,wayback+homepage+careers
bigformula.com,BIGFORMULA Solutions,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2019,,,,,,,,,identity_pending,wayback+homepage+careers
brototech.com,BrotoTech,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2020,,,,,,,,,identity_pending,wayback+homepage+careers
fingent.com,Fingent,goodfirms+nasscom,SOURCE_STATED_ONLY,nasscom:PROVEN; goodfirms_founded:2003,158511,0,0,0,pre-2024: proven | site mentions cicd | site mentions compliance,,,,identity_pending,wayback+homepage
orangedice.ae,Orangedice Solutions FZC LLC,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2010,,,,,,,,,identity_pending,wayback+homepage+careers
alignminds.com,AlignMinds Technologies,goodfirms+nasscom,SOURCE_STATED_ONLY,goodfirms_founded:2009,,,,,,,,,identity_pending,wayback+homepage+careers
yellowfish.in,YellowFish Digital Innovations,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,,,,identity_pending,wayback+homepage+careers
metrictreelabs.com,Metric Tree Labs,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,,,,identity_pending,wayback+homepage+careers
segurotechnologies.com,Seguro Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2010,,,,,,,,,identity_pending,wayback+homepage+careers
sayonetech.com,SayOne Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2011,,,,,,,,,identity_pending,wayback+homepage+careers
mdrift.com,mDrift Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2013,,,,,,,,,identity_pending,wayback+homepage+careers
elint.in,elint AI,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2022,,,,,,,,,identity_pending,wayback+homepage+careers
techsoftweb.com,Techsoft Web Solutions,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2007,,,,,,,,,identity_pending,wayback+homepage+careers
cerebrontechnolabz.com,Cerebron Technolabz,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2014,,,,,,,,,identity_pending,wayback+homepage+careers
lanwaresolutions.com,Lanware Solutions,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2013,,,,,,,,,identity_pending,wayback+homepage+careers
ileafsolutions.com,iLeaf Solutions Pvt Ltd,goodfirms+nasscom,SOURCE_STATED_ONLY,nasscom:PROVEN; goodfirms_founded:2007,34151,0,0,0,pre-2024: proven,Jaison Joseph,Co-Founder & CEO,,identity_name_only,wayback+homepage
sparksupport.com,SparkSupport Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2005,,,,,,,,,identity_pending,wayback+homepage+careers
centresource.in,CENTRE SOURCE,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2018,,,,,,,,,identity_pending,wayback+homepage+careers
magiccodz.com,Magiccodz Software Solutions,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2010,,,,,,,,,identity_pending,wayback+homepage+careers
inciem.com,Inciem,goodfirms,,,,,,,,,,,identity_pending,wayback+homepage+careers
hticglobal.com,HTIC Global,goodfirms,,,,,,,,,,,identity_pending,wayback+homepage+careers
acubeinnovations.com,Acube Innovations Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2011,,,,,,,,,identity_pending,wayback+homepage+careers
dazeworks.com,Dazeworks Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
piserve.com,PiServe,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2011,,,,,,,,,identity_pending,wayback+homepage+careers
esightsolutions.com,Esight Business Solutions,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,,,,identity_pending,wayback+homepage+careers
citrusinformatics.com,Citrus Informatics,goodfirms+nasscom,EXISTED_2CORROB,"nasscom:PROVEN: 2023-06-01 nav 'Product Engineering, Application Development, Software Testing'; rdap:2010-01-20; goodfirms_founded:2010",59459,0,0,0,"Services page: 'Code Review and Refactoring ... codebase ... code smells' | JD: 'JMeter, Selenium, Protractor, OWASP ZAP, Robot Framework, Appium' | Site also s",,,,identity_pending,homepage
rootracesolutions.com,RootRace Software Solutions Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2014,,,,,,,,,identity_pending,wayback+homepage+careers
phases.io,Phases,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2011,,,,,,,,,identity_pending,wayback+homepage+careers
vafion.com,Vafion,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,,,,identity_pending,wayback+homepage+careers
xynosoft.com,Xynosoft Solutions,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2019,,,,,,,,,identity_pending,wayback+homepage+careers
techtaliya.com,TechTaliya Informatics Pvt. Ltd.,goodfirms,,,,,,,,,,,identity_pending,wayback+homepage+careers
cvsinfosolutions.com,CVS Info Solutions Private limited,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,,,,identity_pending,wayback+homepage+careers
ufstechnologies.com,UFS Technologies Pvt. Ltd.,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2009,,,,,,,,,identity_pending,wayback+homepage+careers
cedarsofttech.com,Cedar Software Technologies Kochi,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2009,,,,,,,,,identity_pending,wayback+homepage+careers
sreyas.com,Sreyas IT Solutions Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2010,,,,,,,,,identity_pending,wayback+homepage+careers
avondae.com,Avondae Technologies Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2013,,,,,,,,,identity_pending,wayback+homepage+careers
bluehorizoninfotech.com,Blue Horizon Infotech,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2011,,,,,,,,,identity_pending,wayback+homepage+careers
webcastletech.com,WebCastle,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2008,,,,,,,,,identity_pending,wayback+homepage+careers
netventure.in,NetVenture Digital Solutions Pvt. Ltd.,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2005,,,,,,,,,identity_pending,wayback+homepage+careers
spectrum.net.in,Spectrum Softech Solutions Pvt. Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:1998,,,,,,,,,identity_pending,wayback+homepage+careers
undaku.com,Undaku,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2021,,,,,,,,,identity_pending,wayback+homepage+careers
thomsuninfocare.com,Thomsun Infocare LLP,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,,,,identity_pending,wayback+homepage+careers
tghtech.com,TGH Tech,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2021,,,,,,,,,identity_pending,wayback+homepage+careers
hashroot.com,HashRoot Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2009,,,,,,,,,identity_pending,wayback+homepage+careers
spawoz.com,Spawoz Technologies Pvt. Ltd,goodfirms+nasscom,SOURCE_STATED_ONLY,nasscom:PROVEN; goodfirms_founded:2016,4231,0,0,0,pre-2024: proven,,,,identity_pending,wayback+homepage
codelynks.com,Codelynks Software Solutions,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2013,,,,,,Jayakrishnan M,CEO & Co-Founder,https://www.linkedin.com/in/jayakrishnanm,identity_full,wayback+homepage+careers
cybexel.com,Cybexel Technologies Private Limited,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2022,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
pitsolutions.com,PIT Solutions,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2000,,,,,,,,,identity_pending,wayback+homepage+careers
innomindtech.com,InnoMind Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2011,,,,,,,,,identity_pending,wayback+homepage+careers
techware.co.in,Techware Solution,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2007,,,,,,,,,identity_pending,wayback+homepage+careers
winfysoftware.com,Winfy Software,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,,,,identity_pending,wayback+homepage+careers
inventh.com,Inventh,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,,,,identity_pending,wayback+homepage+careers
oneteam.us,One Team US,goodfirms,,,,,,,,,,,identity_pending,wayback+homepage+careers
supportmonk.com,SupportMonk,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2007,,,,,,,,,identity_pending,wayback+homepage+careers
toobler.com,Toobler Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2008,,,,,,,,,identity_pending,wayback+homepage+careers
vipointsolutions.net,VIPoint,goodfirms+nasscom,SOURCE_STATED_ONLY,nasscom:PROVEN; goodfirms_founded:2008,22638,0,0,0,pre-2024: proven | site mentions cicd,,,,identity_pending,wayback+homepage
zweck.io,Zweck Infotech Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2018,,,,,,,,,identity_pending,wayback+homepage+careers
mimototech.in,Mimoto Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2022,,,,,,,,,identity_pending,wayback+homepage+careers
feathersoft.com,FEATHERSOFT INFO SOLUTIONS,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2005,,,,,,,,,identity_pending,wayback+homepage+careers
kenprimo.com,KENPRIMO,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2014,,,,,,,,,identity_pending,wayback+homepage+careers
codecl.com,Codecloud Labs,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2007,,,,,,,,,identity_pending,wayback+homepage+careers
whitecloudipl.com,White Cloud Info Tech,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2009,,,,,,,,,identity_pending,wayback+homepage+careers
haatchinteractive.com,Haatch Interactive,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2019,,,,,,,,,identity_pending,wayback+homepage+careers
unicoconnect.com,Unico Connect,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2014,,,,,,,,,identity_pending,wayback+homepage+careers
softlabsgroup.com,Softlabs Group,goodfirms+nasscom,SOURCE_STATED_ONLY,nasscom:PROVEN - 2023-06 snapshot 'Outsourcing Software Development Company in India | Softlabs Group'; goodfirms_founded:2003,27620,1,1,0,"JD: 'Knowledge of source control - TFS/SVN/Git' | JD: 'Perform code reviews, testing, debugging, and deployment' | Site: Engineering Lifecycle page - automated ",Mithilesh Bandiwdekar,Founder & CEO,,identity_name_only,wayback+homepage
deuexsolutions.com,Deuex Solutions Pvt. Ltd.,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2018,,,,,,Pranita Fulsundar,Software Developer - Frontend,https://www.linkedin.com/in/pranita-fulsundar,identity_full,wayback+homepage+careers
miracuves.com,Miracuves Solution,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2010,,,,,,,,,identity_pending,wayback+homepage+careers
keensolution.in,Keen Solution,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2020,,,,,,,,,identity_pending,wayback+homepage+careers
xanthus.in,Xanthus Innovations,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,,,,identity_pending,wayback+homepage+careers
exavibes.com,Exavibes Services Private Limited,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,,,,identity_pending,wayback+homepage+careers
techunido.com,techunido.com,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2012,,,,,,,,,identity_pending,wayback+homepage+careers
wovvtech.com,WovVTech,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,,,,identity_pending,wayback+homepage+careers
ascenwork.com,Ascenwork Technology,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,,,,identity_pending,wayback+homepage+careers
goldenmace.com,Goldenmace IT Solutions,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2012,,,,,,,,,identity_pending,wayback+homepage+careers
mypcot.com,Mypcot Infotech Private Limited,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,,,,identity_pending,wayback+homepage+careers
ade-technologies.com,"ADe Technologies, Inc.",goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2003,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
cloudesign.com,Cloudesign Technology Solutions LLP,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
iqratechnology.com,Iqra Technology,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,,,,identity_pending,wayback+homepage+careers
code-b.dev,Code-B Solutions,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2018,,,,,,Maxime Blaszka,Co-Founder & CEO,https://www.linkedin.com/in/maxime-blaszka,identity_full,wayback+homepage+careers
rococoindia.com,Rococo Consultant Pvt. Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,,,,identity_pending,wayback+homepage+careers
idyllic.co,Idyllic Software,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2010,,,,,,,,,identity_pending,wayback+homepage+careers
incitech.com,INCI Tech LLP,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2010,,,,,,,,,identity_pending,wayback+homepage+careers
webiknows.com,Webiknows IT Solutions Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2018,,,,,,,,,identity_pending,wayback+homepage+careers
webdevelopmentindia.biz,Web Development India,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2014,,,,,,,,,identity_pending,wayback+homepage+careers
neosofttech.com,NeoSOFT Technologies ® - A CMMI Level 5,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:1996,,,,,,,,,identity_pending,wayback+homepage+careers
ascentsmartwaves.com,ASCENT SmartWaves Pvt. Ltd.,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2009,,,,,,,,,identity_pending,wayback+homepage+careers
innowrap.com,Innowrap Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,,,,identity_pending,wayback+homepage+careers
atritechnocrat.com,atritechnocrat.com,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,(verify),,,identity_name_only,wayback+homepage+careers
trustbankcbs.com,TrustBankCBS,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:1999,,,,,,,,,identity_pending,wayback+homepage+careers
cylsys.com,Cylsys software solutions pvt ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2010,,,,,,,,,identity_pending,wayback+homepage+careers
isocialize.co.in,iSocialize Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2013,,,,,,,,,identity_pending,wayback+homepage+careers
thinkbar.in,THINKBAR,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2014,,,,,,,,,identity_pending,wayback+homepage+careers
ambiwebsolutions.com,Ambi Web Solutions,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,,,,identity_pending,wayback+homepage+careers
togglebytes.com,Togglebytes Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2012,,,,,,,,,identity_pending,wayback+homepage+careers
pikateck.com,Pikateck Services,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,,,,identity_pending,wayback+homepage+careers
onerooftech.com,OneRoof Technologies LLP,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2013,,,,,,,,,identity_pending,wayback+homepage+careers
openui.in,OpenUI,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2022,,,,,,,,,identity_pending,wayback+homepage+careers
oneture.com,Oneture Technologies Pvt. Ltd.,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,,,,identity_pending,wayback+homepage+careers
weqtechnologies.com,WEQ Technologies LLP,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2014,,,,,,,,,identity_pending,wayback+homepage+careers
noesis.tech,Noesis Knowledge Solutions Pvt. Ltd.,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2010,,,,,,,,,identity_pending,wayback+homepage+careers
hexaware.com,Hexaware,goodfirms+nasscom,SOURCE_STATED_ONLY,nasscom:UNKNOWN; goodfirms_founded:1990,20029,0,0,0,pre-2024: unknown | site mentions compliance,,,,identity_pending,wayback+homepage
stzsoft.com,BDS STZ TechnoSystems Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2010,,,,,,,,,identity_pending,wayback+homepage+careers
openspaceservices.com,OPENSPACE SERVICES PVT LTD,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2009,,,,,,,,,identity_pending,wayback+homepage+careers
sategaming.com,Sate Gaming,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2014,,,,,,,,,identity_pending,wayback+homepage+careers
softcoresolutions.com,SoftCore Solutions,goodfirms,,,,,,,,,,,identity_pending,wayback+homepage+careers
maxus.co.in,Maxus Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2009,,,,,,,,,identity_pending,wayback+homepage+careers
spinachexperience.design,Spinach Experience Design and Development,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2023,,,,,,,,,identity_pending,wayback+homepage+careers
coppermaxtechnologies.com,Coppermax Technologies,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2018,,,,,,,,,identity_pending,wayback+homepage+careers
takirasolutions.com,Takira Solutions Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2008,,,,,,,,,identity_pending,wayback+homepage+careers
lyrainfo.com,Lyra Infosystems Pvt. Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2007,,,,,,,,,identity_pending,wayback+homepage+careers
theinfoz.com,Infoz Software Solution,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2009,,,,,,,,,identity_pending,wayback+homepage+careers
100billiontech.com,100billion Tech,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2016,,,,,,,,,identity_pending,wayback+homepage+careers
suflon.com,Suflon Tech LLP,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,,,,identity_pending,wayback+homepage+careers
luciensolutions.com,Lucien Solutions,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,,,,identity_pending,wayback+homepage+careers
hinditron.com,Hinditron,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:1966,,,,,,,,,identity_pending,wayback+homepage+careers
kloudinnovisionz.com,Kloud Innovisionz,goodfirms,,,,,,,,,,,identity_pending,wayback+homepage+careers
eiosys.com,Eiosys Private Limited,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2010,,,,,,,,,identity_pending,wayback+homepage+careers
boppotechnologies.com,Boppo Technologies Pvt. Ltd.,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,,,,identity_pending,wayback+homepage+careers
500x.tech,500x Tech Labs,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2022,,,,,,,,,identity_pending,wayback+homepage+careers
inotro.co.in,INOTRO MULTISERVICES PRIVATE LIMITED,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,,,,identity_pending,wayback+homepage+careers
clouddbtech.com,CLOUDDBTECH,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2022,,,,,,,,,identity_pending,wayback+homepage+careers
ervon.tech,Ervon Technology Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2020,,,,,,,,,identity_pending,wayback+homepage+careers
appetals.com,Appetals,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2010,,,,,,Pratibha Kale,Sales Director,https://www.linkedin.com/in/pratibha-kale-315b58198,identity_full,wayback+homepage+careers
techsphere.co.in,Techsphere,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2022,,,,,,,,,identity_pending,wayback+homepage+careers
swabhavventurelabs.com,Swabhav Venturelabs,goodfirms+nasscom,SOURCE_STATED_ONLY,nasscom:PROVEN; goodfirms_founded:2011,0,0,0,0,pre-2024: proven | site mentions cicd,,,,identity_pending,wayback+homepage+careers
rheal.com,Rheal Software,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2000,,,,,,,,,identity_pending,wayback+homepage+careers
itransparity.com,iTransparity Online,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2015,,,,,,,,,identity_pending,wayback+homepage+careers
v24.co.in,V24 Solutions,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2023,,,,,,,,,identity_pending,wayback+homepage+careers
fourmulasoftech.com,Fourmula Softech Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2022,,,,,,,,,identity_pending,wayback+homepage+careers
kssoftech.com,Ks Softech Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2009,,,,,,,,,identity_pending,wayback+homepage+careers
stringlab.org,STRINGLAB TECHNOLOGY SOLUTIONS Pvt. Ltd.,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2019,,,,,,,,,identity_pending,wayback+homepage+careers
inpured.com,Inpured,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2023,,,,,,,,,identity_pending,wayback+homepage+careers
coffeedigital.in,Coffee Digital,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2009,,,,,,,,,identity_pending,wayback+homepage+careers
itsolvez.com,ITSolvez Pvt Ltd,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2017,,,,,,,,,identity_pending,wayback+homepage+careers
msdsolution.com,MSD Solutions,goodfirms,SOURCE_STATED_ONLY,goodfirms_founded:2004,,,,,,,,,identity_pending,wayback+homepage+careers
