name,website,description,relevance_status,lead_score,qualification_reason
Ontonim,https://ontonim.com/,"Ontonim is a modern and client-focused Digital Solutions Agency committed to helping businesses grow with impactful and high-quality online experiences. We provide a complete range of digital solutions, including website creation, custom digital platforms, business automation systems, ongoing maintenance, and reliable IT support—everything a business needs to build and maintain a strong digital presence. Our ...",IRRELEVANT,3,"Unreachable site; blurb describes a generic digital-solutions agency focused on online experiences, with no custom-engineering signal."
Quantumbyte Technologies,https://quantumbytetech.com/,"QuantumByte Technologies offers a range of services including software development, IT consulting, and solutions for various industries. We focus on innovation and technological advancements to meet client needs effectively.",RELEVANT,7,"Software development and IT consulting firm building web, mobile, desktop and custom enterprise software via subscription-based development."
Feather IT,https://featheruniverse.com/,"Company Overview Feather IT commenced its journey in October 2018, headquartered in Dhaka, Bangladesh. Evolving with the demands of the Digital Era, we offer diverse ICT services around the Globe. With a growing clientele overseas, we also develop and maintain our proprietary SAAS systems. Feather IT excels in Custom Software Development and Offshore Software Development. ...",RELEVANT,7,"Custom software and web development firm offering ERP, dedicated remote development teams, IT staff augmentation and offshore development."
Snaptec Limited,https://snaptec.ltd/,"At Snaptec Limited, we don’t just build software; we create transformative experiences that empower businesses to thrive. From enterprise resource planning (ERP) solutions and business process optimization to cutting-edge software development, we are committed to redefining how businesses operate. We see ourselves as more than just solution providers—we are passionate problem solvers on a mission ...",RELEVANT,7,"Software development company building enterprise solutions, ERP and business-automation systems with audit logging, security and backups."
E-Tracker Solution,https://etrackersolution.com/,"E-Tracker Solution Your trusted Software Company in Bangladesh, Providing smart IT solution for your business growth. We are among the top software companies in Dhaka, recognized for innovative are user-friendly software. At E-Tracker, our expert team develops reliable solutions tailored for business, making us one of the best software companies Bangladesh. Whether you’re looking for ...",RELEVANT,7,"Software company with its own product suite (Cloud ERP, HR, POS, inventory) plus custom software and mobile app development."
Jahid Babu Tech,https://www.jtechbd.net/,"JTechBD is a professional technology service company offering website development, custom software solutions, POS systems, and photo editing services for businesses worldwide. We specialize in creating modern, responsive websites and powerful software solutions that help businesses grow online.Our team also provides professional product photo editing, background removal, and image enhancement services for e-commerce stores and ...",IRRELEVANT,4,Small/solo shop centered on POS software and web design but heavily featuring photo/car-image editing and digital marketing services.
Revinr,https://revinr.com/,"Revinr IT is a dedicated software development agency focused on helping businesses build robust, scalable, and innovative digital products. Our seasoned full-stack developers are committed to delivering high-quality solutions that drive growth and provide real value. We build long-term relationships through technical excellence and client-focused collaboration. We partner with you throughout the entire software development ...",RELEVANT,7,"Software development agency with full-stack developers offering team augmentation, offshore development, AI/ML and its own products (OMS, LMS, CRM)."
Kajkhuji,https://kajkhuji.bd/,"Kajkhuji (কাজখুঁজি) is a Bangladeshi freelancing marketplace that connects freelancers with businesses looking for skilled professionals. The platform makes hiring and finding freelance work simple, secure, and affordable by supporting local users while maintaining global standards. From web development and graphic design to writing, marketing, and other digital services, Kajkhuji helps freelancers grow their careers ...",IRRELEVANT,3,"A freelancing marketplace platform connecting freelancers with businesses, not a custom software development firm."
IPSITA COMPUTERS PTE LTD,https://www.ipsitasoft.com/,"Founded in 1994, IPSITA Computers Pte Ltd. has become a leading force in Bangladesh's Information Technology industry, bringing over 30 years of expertise to deliver exceptional service. With a strong focus on software and web application development, IPSITA serves both local and international markets, consistently maintaining the highest standards of quality. In 2018, the company ...",RELEVANT,7,"Established (1994) software and web application developer with 30 years of experience and copyrighted software solutions for government, education and enterprise."
Codeshaper,https://codeshaper.net/,"Codeshaper is a creative agency and software development firm specializing in custom web applications, mobile apps (Android, iOS, Hybrid), SaaS solutions, AI automation and WordPress development. We provide full-stack development, API development, UI/UX design, and also sell ready-made PHP scripts, plugins, and admin templates (DashCode, Acculance). We are a team of creatives, designers, and developers.",RELEVANT,7,"Software development firm building custom web apps, mobile apps, SaaS, MVPs and AI automation with team augmentation and offshore delivery."
Bengal Solutions Ltd.,http://www.bengalsols.com/,"Bengal Solutions Ltd. is a off shoring web development firm focusing mainly in fresh website design, customized website design, Website development, search engine optimization (SEO), e-commerce, website maintenance and advanced web development. As a web development firm you can surely get outstanding service and high quality product in web design and web development. Our company ...",IRRELEVANT,4,"An offshoring web development firm centered mainly on website design, SEO, hosting and domain services rather than custom engineering."
Innovera IT,https://innoverait.com/,"At a time when the digital economy moves fast and ethics move slow, Innovera IT was built to change that. We are an ethics-driven IT and digital agency delivering web development, software development, AI services, digital marketing, IT consultancy, and Executive Assistant services — empowering startups and SMEs across emerging markets worldwide. We don't just ...",RELEVANT,7,"Full-stack development with SaaS/e-commerce platforms, AI & automation and cloud/DevOps (AWS, Docker, CI/CD), alongside design and branding."
SA Websoft,https://www.sawebsoft.com/,"S A WEBSOFT is a largest and best web design and software development company in Dhaka, Bangladesh. Following the reason- Developing lasting beneficial relationships with our clients Confidentiality with respect to work Integrity expressed Independent and Reliable business objectives A broad Range of Services Experience of over 06 Years in IT Services Fast and prompt ...",IRRELEVANT,4,"Web-design-forward, unpolished site centered on responsive web design and basic web application work rather than custom software engineering."
AI Soft,https://aisoft.com.bd/,"AI Soft is an innovative software development and IT consulting company in Bangladesh providing complete digital solutions for startups, small businesses, and enterprise organizations worldwide. The company specializes in custom software development, AI and machine learning solutions, web development, mobile app development, cybersecurity, cloud computing, ERP software, eCommerce solutions, SEO services, and digital marketing.AI Soft ...",RELEVANT,7,"IT company doing AI/ML, blockchain, data & analytics engineering, cloud computing and platform development with ISO 20022 standards."
Nogor Solutions Limited,http://www.nogorsolutions.com/,"We, Nogor Solutions Limited is an ISO certified as well as member of BASIS & BCS. As a software company in Bangladesh supporting customers to create and implement full-service business solutions. Combining various expertise in business strategy, technology, user friendliness and design. Nogor Solutions Limited has provided solutions for any wide range of industries & ...",RELEVANT,7,"ISO-certified BASIS member building customized software, ERP and web apps plus its own products (library, school, university, POS, procurement systems)."
BCI Technosys Limited,https://bcitechsys.com/,"BCI Technosys Limited is an IT-enabled web and mobile application development service provider company BCI Technosys Limited provides two major types of services. A is a web solution that integrates high-quality web design and development, website maintenance, social networking platform development, e-commerce solutions, e-promotion as CMS solutions, e-mail marketing services, managed web hosting services, and ...",RELEVANT,7,Builds an AI-powered sentiment-analysis SaaS product with ML algorithms alongside web and mobile application development services.
Appbuff,https://appbuff.net/,"Stand out from the crowd with a beautiful Mobile App, brilliantly crafted and handsomely designed. We are Mobile App specialists, not generalists. We are not just making Mobile App - we’re making App experiences. At Appbuff, we are driven by a simple goal: deliver high quality products that generate revenue and value, both to our ...",RELEVANT,7,"Specialist mobile app development agency (with web development) focused on crafting custom, well-designed mobile applications."
Arena Phone BD Limited,https://www.arena.com.bd/,"Arena Phone BD Limited, established in 2007, is a prominent software development company based in Dhaka, Bangladesh. With over 17 years of experience, the company has built a strong reputation for delivering innovative technological solutions across various industries.Arena's operations are guided by core values emphasizing innovation, team spirit, integrity, customer satisfaction, and expertise. The company's ...",RELEVANT,7,Established (2007) software development company with 17+ years providing dedicated development services to international and local clients.
VerticaSoft,https://verticasoft.com/,"Welcome to VerticaSoft! 🚀 We specialize in optimizing website and mobile app speed, adding new features, bug fixing, and building custom solutions from scratch. Whether you need a brand-new website, mobile app, or ready-made site to get started quickly.",RELEVANT,7,"Builds AI-powered custom software, ERP/CRM/POS, workflow automation and SaaS products for fintech, edtech, ecommerce, healthcare and logistics clients."
K Cirque IT,https://kcirqueit.com/,"Welcome to K Cirque IT, an IT company is one of the Best IT firm Bangladesh which is serving Web Design, Web Development, Graphic Design, Android App Development, Software Development, Digital Marketing Services and more. You don’t have to run here and there for several IT Works because you will get all the IT solution ...",IRRELEVANT,2,"Homepage is overrun with online-casino/SEO spam, indicating a compromised or parked site despite a web/software-development blurb."
CodeforHost,https://www.codeforhost.com/,"Code For Host, a global provider of cloud-based solutions, including web hosting services, eCommerce tools, marketing applications, domain name registration and more. Code For Host has all the tools you need to create a beautiful website, portfolio, or online store. Our drag-and-drop website builder and mobile-friendly templates make it easy to create a great-looking website ...",IRRELEVANT,3,"Cloud/web-hosting, bulk SMS and domain provider (site also carries casino spam); customized software is a minor add-on, not the core."
HRSOFTBD,http://www.hrsoftbd.com/,"Before anything else, HRSOFTBD want you to know this: We love what we do. By the time we are finished with your project, you will love what we do too.HRSOFTBD’s team is smart, passionate, and creative, and our integrity and commitment are unmatched. We have ...",RELEVANT,6,"Offers custom software, app, ML and blockchain development, though bundled with SMS/digital-marketing and hosting services that dilute the engineering focus."
Techneo360,https://techneo360.com/,"Techneo360 is the Website & Software Solutions and Digital Marketing Agency in Bangladesh. We are among the pioneers in the BANGLADESH, USA, CANADA, UK, UAE, AFRICA, EUROPE to offer quality web services to medium and small-sized businesses to compete in today’s digital world. We possess the experience and expertise to help web entrepreneurs reach their ...",IRRELEVANT,4,"Self-described #1 web design, software and SEO agency, weighted toward website design and SEO marketing rather than custom engineering."
Codes Break Ltd.,https://codesbreak.com/,"Codes Break Ltd. is a solution-oriented technology firm dedicated to driving your business success. We specialize in crafting innovative, custom IT solutions that address your specific challenges and propel your growth. Our team of experts brings a wealth of experience and a client-first approach to ...",RELEVANT,6,"Builds custom software, mobile apps and an 'AI engine' for startups, though positioning also leans on websites and digital marketing."
Leotech,https://www.leotechbd.com/,"LEOTECH is a largest software company in software development sector. As software development Company we have developed so many innovative and creative products and services that provide total communications and information’s solutions. We are very much expert on mobile software development (Android and iOS platform), ...",RELEVANT,6,"Software product company building ERP, POS, eCommerce and education platforms, though also runs SMS, call-center and flexiload lines."
IOTA Infotech Limited,https://iotait.tech/,"IOTA is a Information Technology company in Dhaka Bangladesh that provides cutting edge engineering solutions, helping local and international companies and enterprise clients untangle complex issues that always emerge during their digital evolution journey. Since 2018, we have been a visionary and a reliable software ...",RELEVANT,6,Unreachable at fetch time; blurb describes an engineering-solutions company helping enterprise clients through complex digital-evolution and custom software work since 2018.
Unova Software,https://www.unova.bd/,"At Unova Software, we are revolutionizing the real estate industry by bringing the power of Artificial Intelligence to everyday property management. We provide a next-generation, AI-powered platform designed specifically for real estate agencies, independent landlords, and property developers who want to transform how they operate and scale.Our comprehensive suite goes beyond traditional property management. By ...",RELEVANT,6,"Builds custom AI-automation and business software, though it targets many non-technical SMB verticals (real estate, cleaning, security)."
Trycatch Technology,http://www.trycatchtechnologybd.com/,"We offer new age and creative solutions. Website Design and development,e-Commerce solution & Solar solutions are per the requirements of the client as well as the budget allotted for the project. Timely delivery of the project along with the entire source code of the website are our focus areas. We also provide broadband internet service, ...",IRRELEVANT,4,"Diversified into ISP/broadband, solar and smart water-metering alongside website design; not focused on custom software engineering."
Curlware,https://curlware.com/,"Welcome to Curl Ware, your one-stop shop for all your web development and design needs. We are a team of experts dedicated to helping businesses and individuals build their online presence through our top-quality services. Whether you need WordPress development, Laravel development, SEO, web design, ...",RELEVANT,6,"Builds a range of management-system software products (ERP, HRM, clinic, inventory, school) alongside web development."
IT SOLUTIONS BD,http://it-solutionsbd.com/,"IT SOLUTIONS BD Established in 2015. All the blessings of almighty Allah we are now an established Software firms in Bangladesh. In the beginning we were a small team but now we have 15 members from different sectors. Out team categorize in some departments like Management Team, Development Team, Project Co-Ordinator Team, Marketing Team and ...",IRRELEVANT,3,"Homepage now serves a crypto-investing guide rather than a software portfolio, indicating a repurposed/parked domain despite the software-firm blurb."
Axilweb Ltd.,https://axilweb.com/,"Axilweb is comprised of dynamic and passionate individuals who help brands communicate with their target audience, garner better expansive digital strategies and experiences, and deliver successful results. Whether you’re a small firm about to launch your dream online project or a big corporate trying to ...",RELEVANT,6,"Builds SaaS products (FormCRM AI form builder, Shopify tools) with a software-engineering team, though it also offers design and SEO services."
MicroDeft,https://microdeft.com/,"MicroDeft is your catalyst for Tech Startup success, leveraging innovation and technology to foster growth. Dedicated to simplifying and enhancing businesses, we stand as the bedrock of Ecommerce, Digital Marketing, and Software Solutions. Collaborating with visionary minds, we craft the pinnacle of IT industry solutions. ...",RELEVANT,6,"Web (Node/Django/Laravel), cross-platform mobile and custom software/ERP development, though marketed alongside digital-marketing services."
Technosmith Limited,https://technosmithbd.com/,Technosmith is an IT outsourcing company based in Bangladesh. Which was incorporated on 23 September 2020.,IRRELEVANT,2,"Homepage is unrelated Chinese university content, indicating a parked/compromised domain despite the IT-outsourcing blurb."
Quadque Technologies Limited,https://quadque.tech/,Quadque Technologies is the best digital partner for ingenious web services and digital marketing solutions. We are working with the world’s leading enterprises and SMEs to address their technological obstacles. Led by highly qualified and ambitious individuals who dream to reach a global leadership position. We help many businesses elevate their valuations. We are among ...,IRRELEVANT,2,"Homepage is online-casino/slot spam, indicating a compromised or parked domain despite a web-services blurb."
Azmi Studio,https://azmistudio.com/,"Starting in 2018, AZMI STUDIOS has expanded from being a game development company to a full-fledged technology venture dealing with AR/VR/MR, IoT, AI, and other emerging technologies. Our team includes some of the top game developers, AR/VR/MR specialists, apps developers, designers, artists, animators, and technology ...",RELEVANT,6,"Site unreachable, but described as a game-development-turned-tech venture building AR/VR/MR, IoT and AI products."
Iqrasys Solutions Limited,https://iqrasys.com/,"*About Us Iqrasys Solutions Limited was established in 2013 with a vision to transform businesses through innovative technology. Over the years, we have grown into the best POS software company in Bangladesh, trusted by more than 700+ clients worldwide across countries like Germany, Singapore, Malaysia, Rwanda, USA, Albania, UK, Bangladesh, and more. We are proud ...",RELEVANT,6,"POS/ERP software vendor (pharmacy, retail, hospital, school) with custom software and database-design services, plus some design/training lines."
Digital Marketing Solution Pvt. Ltd.,https://digitalmarketingbd.com/,"DMS is the best digital marketing agency that provides professional SEO service, google ads, SMM, SEM, email marketing, web design, and software development services",IRRELEVANT,3,"Primarily a digital-marketing agency (SEO, PPC, SMM, email/SMS); software and web development are secondary listed services."
Web3matrix,https://web3matrix.com/,"Web3matrix has been providing small and medium-sized businesses with professional and affordable website design, web development & Google SEO services. Our experienced team helps our clients create websites that are search engine friendly and easy to navigate, load quickly, and look great in all browsers. We offer maintenance packages to ensure that your website’s information ...",IRRELEVANT,3,"Website design company centered on web design, SEO, ecommerce (WooCommerce/Shopify) and digital marketing/video rather than custom engineering."
MM IT SOFT LTD.,https://www.mmitsoft.com/,"MM IT SOF LTD. is one of the best software development company in Bangladesh run by a group of professional software engineers are highly skilled in Web Development, E-commerce Website, Digital Marketing, Payroll Software, POS Software, School Management Software, Inventory Software, Accounting Software, Hospital Software, Flexiload Software, Retail Software, Garment Software, Medicine and Pharmacy Management ...",RELEVANT,6,"Custom software and ERP developer with many management-system products, though also markets bulk SMS and digital marketing."
IT Solutioner,https://itsolutioner.com/,"Over the years, we have designed and developed websites that not only look good but at the same time perform great too. We focus on creating contemporary designs taking into account the latest trends and technologies that help your business thrive online. We immensely focus on clean coding that is SEO friendly so that your ...",IRRELEVANT,2,"An online shop reselling AI subscriptions, VPNs and digital-goods utilities, not a custom software development firm."
Qodemart Limited,https://qodemart.com/,"Introduction to QodeMart: QodeMart is an innovative software company. From scalable software to stunning websites and mobile apps, we create custom-built technology that empowers your business to thrive in the digital age. For more details about us, you can visit: www.qodemart.com Our Technology: • JavaScript • TypeScript • Python • Django • FastAPI • React.js ...",RELEVANT,6,"Software development company building scalable custom software, websites and mobile apps (thin homepage, judged on description)."
Workspace Infotech Ltd.,https://www.workspaceit.com/,"The WSIT team has been booming the digital marketplace for more than 13 years. We create innovative web designs and develop websites all around the world. In Bangladesh and Australia, teams collaborate to build and maintain different types of software management projects. Information Technology is being modernized and taking the tech industry to the next ...",RELEVANT,6,"13-year firm doing software development, mobile apps, QA and management-system products, though also heavy on web design and hosting."
Sarker Trade International Limited,https://www.stilimitedbd.com/,"Sarker Trade International Limited is a unique trading company in Bangladesh. We started our journey in 2020 and are based in Dhaka, Bangladesh. Our company has mainly focused on the export of Jute Bags & Jute related products, Tiles, Software & IT solutions, and Food items. As a trading Company, Sarker Trade International Ltd. exports ...",IRRELEVANT,2,"Primarily an import/export trading company (jute bags, tiles, foods, stationery) with software listed only as a minor add-on service."
Software Solution Company,https://softwaresolutioncompany.com/,"Software Solution Company is a forward-thinking software development firm based in Dhaka, Bangladesh. Staffed by a team of professional, highly skilled engineers, the company specializes in delivering tailored digital solutions across multiple domains—including payroll and HR systems, point-of-sale (POS) platforms, school management systems, inventory applications, and medicine/pharmacy management solutions. In addition to custom software development, ...",RELEVANT,6,"Custom software, web application and mobile app developer with an expert dev team, though it also markets web design and digital marketing."
RODH-IT,https://rodh-it.com/,"RODH-IT is One of The Best Digital Marketing & IT Solution Service Provider Companies. We Specialized in Digital Marketing & IT Services Like Software Development, Web Design and Development, Mobile Apps Development, UI/UX Design and Digital Marketing, Domain Registration, Domain Reseller, SMTP Service, Shared, Reseller & VPS Hosting, Dedicated Server, Bulk SMS, SMS & Email ...",IRRELEVANT,2,"Sells premium logo templates, website themes, video and software license keys with digital marketing — a template/asset-selling and marketing shop."
Smartupworld,https://smartupworld.com/,"Smartupworld is a Web Development company, Registered IT firm situated in Bangladesh. We formed this company to provide budget friendly website development and management service internationally. We have been providing web developerment services since 2016 on various platforms. We handle website & server on the most affordable price. If you need a Website, and need ...",IRRELEVANT,3,Centered on affordable website maintenance (WordPress security/backups/updates) and digital marketing/SEO rather than custom software engineering.
NextCTL,https://nextctl.com/,"NextCTL – Developing Intelligent Solutions Innovation, Reliability, Results. These values drive NextCTL as we deliver cutting-edge software, AI automation, and SaaS solutions for startups, SMBs, and real estate businesses. From early-stage ventures to growing enterprises, we provide reliable, scalable, and results-focused technology solutions. Why NextCTL? Over 100+ projects delivered successfully for clients across the USA, ...",RELEVANT,6,"Delivers software, SaaS, CRM and AI/OpenAI development, though packaged alongside a full digital-marketing and lead-generation suite."
Taskco Digital,https://www.taskcodigital.com/,"Driving Digital Growth Since 2021 Taskco Digital is a full-service IT company helping businesses transform digitally with scalable, smart, and secure technologies. Since 2021, we've been working with organizations across industries to build software, websites, apps, and digital strategies that create real, measurable impact. Our approach blends strategy, creativity, and technical expertise to deliver solutions ...",RELEVANT,6,"Delivers software development, business automation, SaaS and AI/ML integration plus its own products, alongside general IT services."
Dragon Digitals,https://dragondigitals.com/,"Welcome to Dragon Digitals, where innovation meets expertise in crafting remarkable online experiences for pest control and cleaning businesses. About Our journey began with a vision to bridge the gap between cutting-edge technology and the unique needs of the industry. Today, we stand proud as a leading digital marketing and web design agency, committed to ...",IRRELEVANT,3,"A niche web design, SEO and PPC marketing agency for pest-control/cleaning businesses; software is a secondary listed service."
UTech Innovation,https://utechinnovation.com/,"UTech Innovation is a dynamic and future-focused software development company dedicated to crafting innovative digital solutions that cater to the evolving demands of modern businesses. With a commitment to excellence and a passion for technology, we empower organizations to navigate the digital landscape with confidence, agility, and success. Our expertise spans a wide range of ...",RELEVANT,6,"Positioned as a software development company crafting custom digital solutions (thin homepage, judged on description)."
SR Web Studio,https://srwebstudio.com/,"We are a small agency of web developers and designers who work together to build websites for our clients. We have a shared passion for creating websites that are beautiful, functional, and user-friendly. We use a variety of technologies and tools to code, design, and deploy the websites we create. We have experience in working ...",IRRELEVANT,3,"Unreachable site; blurb describes a small web developers/designers agency that builds websites, not a custom-engineering firm."
Subra systems,http://subrasystems.com/,"Founded in March 2008, “Subra Systems Limited” is a specialist provider of software solutions, software development and consulting services. Using state-of-the-art information technology and a stringent quality management system, we help organizations develop enterprise applications and improve business operations.From systems analysis through to design, development, integration, testing, deployment and maintenance, we offer a wide range ...",RELEVANT,6,"Unreachable site; blurb describes a specialist software solutions, development and consulting provider established in 2008."
Touch and Solve,http://touchandsolve.com/,"Among the IT giants across Bangladesh, Touch & Solve is one of the renowned IT companies that offer various kinds of IT services to its esteemed clients. Through the purpose of building software, Touch & Solve build the dreams of their clients and prospects by providing them with standard and well-designed fully responsive website development ...",RELEVANT,6,"Builds hospital, institute, queue and attendance/payroll software products, though it also sells surveillance/body-camera hardware."
Anirban Soft,https://anirbansoft.com/,"Anirban Soft is the most creative software company in Bangladesh. We are one of the best software company for custom mobile, web and desktop software development.",RELEVANT,6,"Custom mobile/web/desktop software developer with CRM, HRM and automation products, though it also markets web design and digital marketing."
Nextfio IT,https://nextfio.com/,"We help businesses grow smarter and faster through AI automation, marketing automation, custom web solutions, and performance-driven marketing. We design and implement smart workflows, digital platforms, and automated systems that optimize operations, reduce manual effort, enhance efficiency, and deliver measurable growth. By combining intelligent automation, data-backed marketing strategies, and custom web solutions, we empower businesses ...",RELEVANT,6,"Builds AI/ML systems, custom web applications and DevOps/MLOps infrastructure, though paired with performance digital-marketing services."
Multimedia Gen,https://multimediagen.com/,"Multimedia Gen is an international ITES company based in Bangladesh, specializing in video production, graphic design, digital marketing, and full-stack web development. Since our launch on January 1, 2023, we’ve been dedicated to providing high-quality, affordable solutions that help businesses thrive online. Our mission is to deliver exceptional value with minimal effort from our clients, ...",IRRELEVANT,3,"A managed-talent/ITES platform centered on video production, voice artists, brand promoters and digital marketing rather than software engineering."
Digital Crop,https://digital-crop.com/,"Digital Crop is a comprehensive Digital Marketing and IT solutions company in Bangladesh. We offer a wide range of services. Our expert team is committed to helping businesses enhance Your online presence, increase sales, and achieve success in the digital world. With over 10 years of experience, Digital Crop Provides high-quality services at affordable prices ...",IRRELEVANT,4,"A digital-marketing and IT company led by SEO, web design and landing pages plus off-the-shelf management systems; engineering is not the core."
Anvil Dynamics Ltd.,https://anvildynamics.xyz/,"Anvil Dynamics Ltd. is a Bangladesh-based IT development company, established in 2018, specializing in scalable, secure, and performance-driven technology solutions. With over 50 successful projects delivered across industries, we offer end-to-end services including software development, website and eCommerce development, hosting infrastructure, mobile app development, IoT solutions, digital marketing, and system maintenance. We build bespoke solutions ...",RELEVANT,6,"Builds scalable, secure digital ecosystems with 50+ staff, though positioned as an agency serving SMB verticals (real estate, ecommerce, school, restaurants)."
CloudWave Bangladesh,https://cloudwavebd.com/,"CloudWave Bangladesh is a comprehensive IT solutions provider specializing in web hosting, server management, domain registration, and software and web development. With a strong emphasis on high-quality, reliable service, CloudWave supports businesses in setting up robust online infrastructures. From affordable reseller hosting to advanced VPS and dedicated server solutions, CloudWave caters to a broad range ...",IRRELEVANT,3,"Primarily a web-hosting, VPS and domain-registration provider; software and web development is a minor listed add-on, not the core business."
aarsis Solutions,https://aarsis.com/,"aarsis – Your Trusted Custom Software Development Partner aarsis is a full-service software development company delivering innovative solutions to businesses in Sydney, Australia, and globally. With a local office in Sydney and a highly skilled delivery team, we combine cost-effective solutions with world-class expertise to provide scalable, secure, and user-friendly applications tailored to each client’s ...",RELEVANT,6,"Full-service custom software development partner with its own products, though it also bundles IT support and web hosting services."
Zellyo Digital,https://zellyo.com/,"At Zellyo Digital, we are a trusted web design and digital marketing agency in Bangladesh. We create great websites and help with digital marketing, all designed to meet your business needs. Using modern tools, our agency not only delivers detailed reports but also educates our clients on the benefits of our services. Our goal is ...",IRRELEVANT,3,"Unreachable site; blurb describes a web design and digital marketing agency, which the rubric treats as generic."
Glorious IT,https://gloriousit.com/,"Founded in 2014 and headquartered in Khulna, Bangladesh, Glorious IT has grown into a leading software development and digital solutions company, serving businesses locally and globally. Our mission is to empower organizations with innovative, reliable, and scalable technology solutions that drive growth, efficiency, and digital transformation. Our Services At Glorious IT, we provide a comprehensive ...",RELEVANT,6,"Does custom software, ERP and mobile app development alongside its POS product, though bundled with digital marketing, graphics and bulk SMS."
Pluginic,https://pluginic.com/,"Welcome to Pluginic – your trusted partner for innovative WordPress solutions. We specialize in developing high-quality, tailored WordPress plugins that empower businesses to scale and succeed. Our mission is to simplify complex problems with elegant, functional solutions that enhance your website's performance and user experience. At Pluginic, we’re passionate about helping businesses build unique websites ...",IRRELEVANT,4,"A WordPress-plugin product vendor (FancyPost, FAQ Schema, etc.); real product work but confined to the WordPress ecosystem, not custom engineering."
Imperial Engineers Limited,https://imperialengineersltd.com/,"Imperial Engineers Limited is a top AI services and technology firm headquartered in Dhaka, Bangladesh. We serve as a full-stack operations partner for international technology companies, providing data annotation, AI automation, dedicated engineering teams, ERP implementation, and custom software development. Our leadership combines fortune 100 work portfolio to highest government policy level experience with hands-on ...",RELEVANT,6,Unreachable site; blurb positions it as an AI services and full-stack operations partner for international tech companies.
Octarnal,https://www.octarnal.com/,"Octarnal is a full-service digital agency based in Dhaka, Bangladesh, serving startups and growing businesses worldwide. We specialize in cinematic UI/UX design, high-performance web and mobile development, e-commerce, and AI-powered systems.We're the team founders call when the product has to convert, not just exist. Our work has helped e-commerce brands scale past BDT 1M+ in ...",RELEVANT,6,"Designs and develops scalable SaaS products with cloud backends, though positioned as a design-heavy agency with branding and video work."
Ridwa,https://ridwa.com/,"Ridwa is a indie development agency focused towards SME and enterprise software development services. We build websites, apps and automation for businesses that want something built properly.We stay focus on details and deliver the best possible results for our clients. We are committed to building long-term relationships with our clients. Established in 2024, we've served ...",RELEVANT,6,"Builds custom software, web apps, MVPs and business automation for SMEs/enterprises, though framed as a web development agency."
Nevadia Technology Ltd.,https://www.nevadiatechnology.com/,"We are a Software Development & IT Outsourcing Service provider. We specialized in rich Web Application development in Java, PHP, and JavaScript technology. We can develop technically complex, Scalable, and visually impressive Web Applications. We can help you to fill your IT services gap. We build custom Web, mobile, and cross-platform solutions that keep your ...",RELEVANT,6,"Unreachable site; blurb describes software development and IT outsourcing with rich web application development in Java, PHP and JavaScript."
Code Vane,http://www.codevane.com/,"Code Vane Provides Complete Customized Software Solution Including Software, Hardware And Electronics Solution To Perfectly Fit A Business Need And Believes In Continuous Process Improvements To Achieve Customers’ Business Goals Within Shorter Terms And Optimal Budget.",RELEVANT,6,"Unreachable site; blurb describes complete customized software plus hardware/electronics solutions, indicating custom/embedded engineering."
MNP Techs,https://mnptechs.com/,"MNP Techs is a leading software development and digital solutions company in Bangladesh, specializing in building innovative management systems tailored to the needs of businesses and organizations. We provide a wide range of solutions, including Club Membership Management Software, Restaurant Management Software, Hospital & Pharmacy Software, POS Systems, School Management Software, and Custom Software Development. ...",RELEVANT,6,"Builds management-system software products (hospital, pharmacy, apartment) plus custom software and web development, alongside SEO/SEM services."
Artless Technology,https://www.artlesstech.com/,"Artless Technology is a professional web development and software solutions company with over 12 years of experience delivering scalable, user-friendly, and high-performance digital solutions. We specialize in custom website development, e-commerce solutions, web-based software development, and SEO services designed to help businesses grow online. Our approach focuses on simplifying complex technology into elegant and high-performing ...",RELEVANT,6,"Web development and software solutions company (12+ years) building custom, scalable web-based applications with a dev/design team."
Crystal IT,http://www.crystalitbd.com/,"We are a global Software & Web development company in Bangladesh. Providing professional Software Development, Web Development, Offshore Development, Mobile Apps Development, Data Entry, Graphics & Print Media across several industry segments such as Hospital, Pharmacy, Education, Textile & Garments, Real-estate, Travel, Production, Departmental Store, Automobile, Insurance, Information Technology, Shipping & Transportation, Print Media, Agriculture, ...",RELEVANT,6,"Builds software products (garments automation, HR/payroll, hospital, POS) plus web and mobile app development, though also offering graphic/game design."
UniconLab,https://www.uniconlab.com/,"We are in Dhaka and as innovators in creative website design & digital marketing, we build AWESOME digital masterpieces. Take a sneak peek at our team, offices, culture, philosophy and beliefs. When it comes to digital, we’re unapologetic optimists. We are a one stop shop web branding company that specializes in designing and developing responsive ...",RELEVANT,6,"Enterprise IT firm (Unified Points Tech) offering staff augmentation, ERP, QA, AI/ML, DevOps and Java web application development, despite a web-design-flavored blurb."
Softozen,https://softozen.com/,Softozen is a place to discover innovative solutions by using modern technology. Digital atmosphere is beyond our thinking. Our team is up to date with the network and data floating around the world. We are committed to impacting brands and businesses by enabling their Internet journeys through strategic consulting services that are in line with ...,RELEVANT,6,"Software, app and website development company with an experienced developer team building inventory, hospital and other custom systems over 10 years."
