rank,score,name,domain,source,pre2024_grade,corroborators,owned_ip,dev_wording,jd_chars,repo_host_hits,review_gate_hits,cicd_hits,years_active,extraction_verified,final_url,ownip_quote,city
307,0,FAYA Innovations Pvt. Ltd.,fayausa.com,ASSOC:GTECH,NONE,-,False,False,2568,0,0,0,0,False,https://fayausa.com,,
308,0,SCIENTIFIC VISION PRIVATE LIMITED,svsoftware.org,ASSOC:GTECH,NONE,-,False,True,2524,0,0,0,0,False,https://svsoftware.org,,
309,0,ZERO PIXELS TECHNOLOGIES PRIVATE LIMITED,zero-pixels.com,ASSOC:GTECH,NONE,-,False,False,2513,0,0,0,0,False,https://zero-pixels.com,,
310,0,Alamy Images India Pvt. Ltd.,alamy.com,ASSOC:GTECH,NONE,-,False,False,2501,0,0,0,0,False,https://www.alamy.com:443/,,
311,0,codingsastra,codingsastra.com,ASSOC:ITAAP,SOURCE_ONLY,copyright,False,True,2491,0,0,0,0,False,https://www.codingsastra.com/,,
312,0,mylastech,mylastech.com,ASSOC:ITAAP,NONE,-,False,True,2458,0,0,0,0,False,https://mylastech.com,,
313,0,AEONX TECHNOLOGY SOLUTIONS PRIVATE LIMITED,aeonx.digital,ASSOC:HYSEA,SOURCE_ONLY,copyright,False,True,2419,0,0,0,0,False,https://www.aeonx.digital/,,
314,0,technosoftsolutions,technosoftsolutions.co.in,ASSOC:ITAAP,SOURCE_ONLY,copyright,False,True,2366,0,0,0,0,False,https://technosoftsolutions.co.in,,
315,0,Beagle Security,beaglesecurity.com,ASSOC:GTECH,NONE,-,False,False,2295,0,0,0,0,False,https://beaglesecurity.com,,
316,0,Exacore IT Solutions Pvt Ltd,exacoreitsolutions.com,ASSOC:GTECH,NONE,-,False,False,2271,0,0,0,0,False,https://exacoreitsolutions.com,,
317,0,jkssofttech,jkssofttech.com,ASSOC:ITAAP,SOURCE_ONLY,copyright,False,False,2172,0,0,0,0,False,https://www.jkssofttech.com/,,
318,0,Bcdc cloud centers Pvt ltd,bharathcloud.com,ASSOC:HYSEA,NONE,-,False,False,2165,0,0,0,0,False,https://bharathcloud.com,,
319,0,Callaway Digital Technologies Pvt Ltd,callawaydigitech.com,ASSOC:HYSEA,NONE,-,False,False,2109,0,0,0,0,False,https://callawaydigitech.com,,
320,0,CoolMinds Technologies Pvt. Ltd.,coolmindsinc.com,ASSOC:GTECH,NONE,-,False,True,2065,0,0,0,0,False,https://coolmindsinc.com,,
321,0,MCDONALDS CAPABILITY CENTER (I) PVT LTD,mcdindia.com,ASSOC:HYSEA,SOURCE_ONLY,copyright,False,False,2044,0,0,0,0,False,https://mcdindia.com,,
322,0,INFOPEOPLE GLOBAL,infopeoplecorp.com,ASSOC:HYSEA,NONE,-,False,False,1960,0,0,0,0,False,https://www.infopeoplecorp.com/,,
323,0,Digital Equity,digitalequity.in,ASSOC:HYSEA,NONE,-,False,False,1925,0,0,0,0,False,https://www.digitalequity.in/,,
324,0,motadata,motadata.com,ASSOC:GESIA,NONE,-,False,False,1909,0,0,0,0,False,https://motadata.com,,
325,0,E-Team Informatica Pvt. Ltd.,gruppozenit.com,ASSOC:GTECH,NONE,-,False,False,1840,0,0,0,0,False,https://www.gruppozenit.com/,,
326,0,Finakon Technologies Pvt Ltd,finakon.in,ASSOC:HYSEA,NONE,-,False,False,1802,0,0,0,0,False,https://finakon.in,,
327,0,CPZ TECH Private Limited,cpztech.com,ASSOC:HYSEA,NONE,-,False,True,1742,0,0,0,0,False,https://cpztech.com,,
328,0,IDEALABS FUTURETECH VENTURES,idealabsftv.in,ASSOC:HYSEA,NONE,-,False,True,1736,0,0,0,0,False,https://www.idealabsftv.in/,,
329,0,techbium,techbium.com,ASSOC:ITAAP,NONE,-,False,False,1673,0,0,0,0,False,https://techbium.com,,
330,0,Revalsys Technologies India Private Limited,revalsys.com,ASSOC:HYSEA,NONE,-,False,True,1646,0,0,0,0,False,https://www.revalsys.com/,,
331,0,fedserv,fedserv.co.in,ASSOC:ITAAP,NONE,-,False,False,1600,0,0,0,0,False,https://fedserv.co.in,,
332,0,garudaengineering,garudaengineering.org,ASSOC:ITAAP,NONE,-,False,False,1597,0,0,0,0,False,https://www.garudaengineering.org/,,
333,0,PHOENIX INFRATECH (INDIA) PRIVATE LIMITED,phoenixindia.net,ASSOC:HYSEA,NONE,-,False,False,1583,0,0,0,0,False,https://phoenixindia.net,,
334,0,CONCEPTNXT TECHNOLOGIES LLP,conceptnxt.com,ASSOC:GTECH,NONE,-,False,False,1568,0,0,0,0,False,https://conceptnxt.com,,
335,0,seeddatasystems,seeddatasystems.com,ASSOC:GESIA,NONE,-,False,False,1442,0,0,0,0,False,https://seeddatasystems.com,,
336,0,Jiva Internet Solutions Pvt. Ltd.,jivainfotech.com,ASSOC:HYSEA,NONE,-,False,True,1315,0,0,0,0,False,https://www.jivainfotech.com/,,
337,0,Fortuler Business Solutions Private Limited,fortuler.com,ASSOC:GTECH,NONE,-,False,False,1301,0,0,0,0,False,https://www.fortuler.com/core/,,
338,0,Grid Engineering Services Pvt. Ltd.,gridengineeringservices.com,ASSOC:GTECH,SOURCE_ONLY,copyright,False,False,1240,0,0,0,0,False,https://gridengineeringservices.com,,
339,0,Millennium Infologic,millinfo.net,ASSOC:GTECH,NONE,-,False,True,1126,0,0,0,0,False,https://millinfo.net,,
340,0,DEVORKS SOLUTIONS PVT LTD,devorks.com,ASSOC:HYSEA,NONE,-,False,True,1055,0,0,0,0,False,https://devorks.com,,
341,0,RSGP Consulting Private Limited,rsgpconsult.com,ASSOC:GTECH,NONE,-,False,True,1040,0,0,0,0,False,https://rsgpconsult.com,,
342,0,MANOMAY CONSULTANCY SERVICES INDIA PRIVATE LIMITED,manomay.biz,ASSOC:HYSEA,SOURCE_ONLY,copyright,False,False,1031,0,0,0,0,False,https://www.manomay.biz/,,
343,0,indigenius,indigenius.co.in,ASSOC:ITAAP,NONE,-,False,False,925,0,0,0,0,False,http://indigenius.co.in,,
344,0,TRIBHUJA TECHNOLOGIES PRIVATE LIMITED IMAGE NOT AVAILABLE,tribhuja.in,ASSOC:ITAAP,NONE,-,False,False,925,0,0,0,0,False,http://tribhuja.in,,
345,0,anyemi,anyemi.com,ASSOC:ITAAP,SOURCE_ONLY,copyright,False,False,892,0,0,0,0,False,https://anyemi.com,,
346,0,Ontash India Technologies Pvt Ltd,ontash.net,ASSOC:GTECH,SOURCE_ONLY,copyright,False,True,841,0,0,0,0,False,https://ontash.net/in/index,,
347,0,XRG Consulting Pvt Ltd,xrg.in,ASSOC:HYSEA,NONE,-,False,True,745,0,0,0,0,False,https://www.xrg.in/,,
348,0,Infospica Consultancy Services LLP,infospica.com,ASSOC:GTECH,NONE,-,False,False,698,0,0,0,0,False,https://infospica.com,,
349,0,sgtechsolutions,sgtechsolutions.com,ASSOC:ITAAP,NONE,-,False,False,621,0,0,0,0,False,https://sgtechsolutions.com,,
350,0,claaps,claaps.com,ASSOC:ITAAP,SOURCE_ONLY,copyright,False,False,611,0,0,0,0,False,https://claaps.com,,
351,0,honeylabs,honeylabs.com,ASSOC:ITAAP,SOURCE_ONLY,copyright,False,True,541,0,0,0,0,False,https://honeylabs.com,,
352,0,Assuretech Business Solutions Pvt. Ltd.,assuretech.in,ASSOC:GTECH,NONE,-,False,False,509,0,0,0,0,False,https://www.assuretech.in/,,
353,0,NSSK Corporate Advisors Pvt Ltd,nsskca.in,ASSOC:HYSEA,NONE,-,False,False,508,0,0,0,0,False,http://nsskca.in,,
354,-5,TECHGENE SOLUTIONS PVT LTD,techgene.com,ASSOC:HYSEA,NONE,-,False,False,14647,0,0,0,0,True,https://www.techgene.com/,,
355,-10,SAAS Softpro Leaders Private Limited,saasleaders.com,ASSOC:HYSEA,SOURCE_ONLY,copyright,False,True,4724,0,0,0,0,False,https://saasleaders.com,,
