name,linkedinUrl,website,tagline,description,foundedYear,employeeCount,employeeCountRange,followerCount,companyType,industries,specialities,hqCity,hqCountry
Uniterrene Websoft Pvt. Ltd.,https://www.linkedin.com/company/uniterrene-websoft/,https://www.uniterrene.com/,Helping Agencies Scale Seamlessly | White‑Label Technology & Marketing Solutions Partner | Growth Without Extra Hiring,"🌐 Uniterrene – Scaling Software Delivery for Founders, Brands & Agencies    We help founders, e‑commerce brands, start-up's, IT companies, and agencies build and scale software — without adding internal overhead.    Most teams don’t struggle with sales. They struggle with execution, timelines, and scaling without hurting margins. That’s where Uniterrene comes in.     💪 Our Strengths :  -------------------   We specialize in the harder builds:   - Custom platforms   - SaaS products   - Full‑stack",2015,25,51-200,587,Privately Held,IT Services and IT Consulting,"Web Design Company, Web Development Company, Best SEO Company, Digital Marketing Agency, App Development Company, Mobile App Development Company, Ecommerce Website Development Company, SAAS development, Enterprise cloud application, Full Stack development agency, mern stack development, mean stack development",Kolkata,India
Digiex Web Services Pvt Ltd.,https://www.linkedin.com/company/digiexwebservices/,https://digiexweb.com/,Digital Marketing & Web Development Company | 700+ Projects | 100+ Positive Reviews ,"Our expert team comprises experienced web designers, programmers, android and iOS app developers, and SEO-friendly content creators. Our competent team develops unique ideas for each project as per the latest trends and demands of the digital world. We consult one-to-one to prepare a unique, customized, result-oriented strategy in coordination with the management, technical, marketing, and sales team. We value the importance of your digital presence and growth expectation in your business. Our s",2020,31,11-50,3150,Public Company,IT Services and IT Consulting,"Digital Marketing, SEO, Web Development, Android App Development, iOS App Development, Graphic Design, Logo Design, Social Media Marketing, Google Ads",Kolkata ,India
Ghootmee Technology,https://www.linkedin.com/company/ghootmeetechnology/,https://ghootmeetech.com/,We believe in the power of digital innovation. We are a full-service digital agency dedicated to helping your needs,"Ghootmee Technology is a rapidly growing, 30+ person web, desktop and mobile app development company in the heart of Kolkata.  We have designed number of websites and web-based applications for companies of all sizes, around the globe. Our goal is to create high quality web, desktop & mobile applications using cutting edge technologies and make it available to more people who are trying to realize their dreams.   We take good care to make sure that our clients are fully satisfied. When you w",2014,14,11-50,1165,Privately Held,IT Services and IT Consulting,"Web Design & Development, PHP, .NET, JAVA, HTML, CSS, Wordpress, Joomla, Magento, e-Commerce, Mobile Apps, Desktop Application, Custom Web Application Development, Responsive Web Design, Web promotion, SEO",Kolkata,India
NNS GROUP OF COMPANIES,https://www.linkedin.com/company/nnsgroup/,http://www.nnsgroup.in,,Welcome to NNS GROUP of Company Web Site The Fastest Growing Doorstep Service Provider in Kolkata We Provide Desktop/Laptop Service & CAR/BIKE Polishing at Your DOORSTEP,2017,1,11-50,59,Sole Proprietorship,Consumer Services,"Car Washing, Car Cleaning, Car Detailing, Bike Washing, Bike Cleaning, Bike Detailing, Desktop SERVICING, Laptop Servicing, WiFi Solutions, CCTV Solutions, Network Managment, Server Managment, Web Solutions, Customize Software Solutions",KOLKATA,India
Saminfo Technologies Pvt. Ltd.,https://www.linkedin.com/company/saminfotechnologies/,http://www.saminfo.net,Empowering Innovation through Cutting-Edge Solutions,"SamInfo Technologies Pvt Ltd is a leading provider of comprehensive IT infrastructure and system integration solutions. With a strong focus on innovation and customer satisfaction, we offer a wide range of services to meet the evolving needs of businesses across various industries.   Our goal is to empower organizations with robust and secure technology solutions that enhance efficiency, productivity, and scalability.  Our Vision is to be a trusted partner in enabling digital transformation thro",2014,14,11-50,2312,Privately Held,Information Technology & Services,"IT Infrastructure & Data Management, Business Intelligence and Data Migration, Big Data & Security, Intelligent Surveillance, Communication And Collaboration, Video & Audio Conferencing, Server Solution, Cloud & SaaS, ISP Solutions, Infrastructure & Network Security, Software Solutions",Rajarhat,IN
Ebluesoft Infotect Solution Pvt. Ltd. | IT Solutions | Web & Digital Marketing Solution,https://www.linkedin.com/company/ebluesoftservice/,https://ebluesoft.in/,Ebluesoft is a Result-Driven Software Development firm based in India.,"Ebluesoft Infotect `Solutions pvt. ltd. is a result-driven software development firm based in India. We deliver high-end web development and designing services and create exclusive and unique digital worlds for our valued clients using cutting-edge technologies and best practices. Our well-laid strategies based on experienced insights coupled with years of proven expertise ensure the success of clients that we deal with. Perhaps, this is the reason why we are trusted globally, and have completed",2012,16,11-50,84,Self Owned,IT Services and IT Consulting,"Web Development, Digital Marketing, SEO Optimization, App Development, Voice Application, Business Consulting",Kolkata,India
ORAHR,https://www.linkedin.com/company/orahr/,https://orahr.com/,Jobs for all,,,1,11-50,4,Privately Held,Human Resources Services,,,
Wise Grey Owl Ltd,https://www.linkedin.com/company/wise-grey-owl-ltd---publications/,http://www.wisegreyowl.co.uk,"Helping writers reach their readership, globally, really",An entrepreneurial company dedicated to novel and interesting ways of reaching the market and particularly interested in the helping authors and artists achieve their potential.,1998,1,2-10,12,Privately Held,Book and Periodical Publishing,,Knaresborough,UK
Annya Corporate Pvt. Ltd.,https://www.linkedin.com/company/annya-corporate-pvt-ltd/,https://annyacorporate.com/,To Ensure Project / Work Completion as per Specification and On Time.,We started in the year 2018 with a single view to provide complete IT solution and service at the most affordable price. It is our great pleasure to announce that we have fulfilled our aim and today our customers trust us for our timely delivery and high-quality work and at a very competitive and affordable rate. Our team members have strong backgrounds and experience in the field in all aspects of the administrative job and design skill. We strive not only to achieve what you have visualized bu,2022,13,51-200,96,Privately Held,IT Services and IT Consulting,,Rishra,India
BoutiqBiz,https://www.linkedin.com/company/boutiqbiz/,boutiqbiz.com,Tools for fashion businesses,,,2,2-10,126,Privately Held,Embedded Software Products,,,
Kotai Electronics Pvt. Ltd.,https://www.linkedin.com/company/kotai-electronics/,https://kotaielectronics.com,"OEM For Edge AI Computers,Ai Cameras, Radars, Lidars also provides ODM For Custom Electronics and Ai Products ","We are a custom software development company, specialized in IoT and Enterprise solutions. A global technology partner of choice that offers business IT solutions and digital transformation consulting to its clients all across the globe, backed by a strong track record of innovation; credible outlay in Digital solutions; and unwavering obligation to client success, Kotai’s comprehensive range of digital and technology services and solutions enables its clients achieve new thresholds of business ",2018,36,51-200,3562,Partnership,IT Services and IT Consulting,"Internet of things, Industrial IOT, Automation, Vending Machine, Image processing, Smart Retail, Home Automation, Embedded  Design, Firmware Development, PLC Automation, Productivity Software, Security system, Web Development, AI, ML, Mobile App Development, Machine Learning, Artificial Intelligence, ERP Development, weather station, facial recognition",Kolkata,India
AFSAC ICAO ASTC TUNISIA,https://www.linkedin.com/company/icaotrainingcenter/,www.afsac-training.com,RECONNECTING THE WORLD,"L’AFSAC, est un centre international reconnu au sein du réseau mondial de formation de l’OACI, bénéficiant d’un double positionnement : Centre Régional de Formation à la Sûreté de l’Aviation Civile (ICAO ASTC) et membre du Programme mondial OACI TRAINAIR PLUS GAT.",2008,26,11-50,5928,Privately Held,Aviation & Aerospace,"Aviation, Aviation training, ICAO Training, civil aviation, Aéroport, compagnies, sûreté, sécurité, safety, air transport, air law, aerodromes, air navigation services, aviation law, flight safety and safety management, security and facilitation, training competency development, aviation management, OACI, Formation sûreté",Tunis,Tunisia
Azure Software Pvt. Ltd.,https://www.linkedin.com/company/azuresoftware/,https://azuresys.com/,Data Acquisition & Analytics | Enterprise Mobility | Industrial Automation | IoT | ML & AI |  Fintech | Embedded System,"Azure Software Pvt. Ltd. (ISO 9001:2015 & Award Wining Company)  Over 29+ years of experience in developing & managing IoT Development, Machine Learning, Embedded Systems, Data Analytics & Dashboard, Cloud Based Applications, and ERP Development using Python, R, Java, C, C++, Spring MVC Framework, AnguarJs, node.js, XML, CSS, HTML, DHTML, JQuery, Ajax, ELK, Tableau.  KEY HIGHLIGHTS: ===========  1. Working with more than 15 The Defence Research and Development Organisation (DRDO Labs) all over I",1996,35,11-50,1627,Privately Held,IT Services and IT Consulting,"Machine Learning, Cloud Based Application Development, Data Analytics & Dashboard, Embedded System Software Development, AI, ERP Software Solution, IoT Solutions, Mobile Application Development",Kolkata,India
YottaLab India,https://www.linkedin.com/company/yottalab/,http://yottalab.in,Technology for Better Tomorrow,"YottaLab Info Services is a global Information and Data Science Services and Product Development company founded in 2018, providing solutions end-to-end with Artificial Intelligence and Automation. Our global head quarter is at Amsterdam, Netherlands. We are developing best-in-class products and services to create customized solutions to enable technology-driven sustainable growth of our clients'​ businesses.  Our process-centric methodology helps us in developing and delivering innovative solut",2018,13,2-10,161,Privately Held,IT Services and IT Consulting,"Artificial Inteligence, Natural Language Processing, Data Science, Android Application, iOS Application, Cloud Services, Web Application, Amazon Web Services, Azure, Python, NodeJS, AngularJS, ReactJS, Java, Oracle Cloud, MySQL, MangoDB, Robotic Process Automation, Data Mining, PostgreSQL, BlockChain, Chat Bot Development",Rajarhat,IN
BluWebMedia IT Services Pvt. Ltd.,https://www.linkedin.com/company/bluwebmedia-it-services-pvt-ltd/,https://www.bluwebmedia.co.in,Leveraging Next-Gen Technology to Deliver Business Growth ,"BluWebMedia IT Services Pvt. Ltd. is a subsidiary of BluWebMedia Inc., a renowned technology company operated from Malaysia.  BluWebMedia India offers 360°  digital solutions through custom designed websites, mobile apps and digital Internet marketing services for entrepreneurs/startup/enterprises to expand their digital footprint online.",2018,13,51-200,2778,Privately Held,IT Services and IT Consulting,,Kolkata,India
ALPHA BUSINESS DIGITAL,https://www.linkedin.com/company/alpha-business-digital/,https://alphabusinessdigital.co.in/,"Alpha Business Digital helps eCommerce brands scale with ROI-driven marketing, websites & automation.","Alpha Business Digital is a full-stack eCommerce growth agency empowering brands to scale smarter, faster, and more profitably.  We combine data-driven marketing, conversion-focused development, and automated systems to help businesses grow revenue and simplify operations.  Our expertise spans: 💻 Website & Mobile App Development — High-performing, sales-optimized digital experiences 📈 Performance Marketing — Google & Meta Ads engineered for maximum ROI 🔍 eCommerce SEO — Organic strategies that d",2019,3,11-50,42,Partnership,Marketing Services,"E-Commerce Website, Shopify Website, Digital Marketing, Google Ads, SEO, Social Media Optimization, Meta Ads",Kolkata,India
ForcePower Staffing,https://www.linkedin.com/company/forcepower-staffing/,https://forcepowerstaffing.com/,Connecting skilled workers to high quality companies.,Forcepower Staffing Inc is dedicated to connecting skilled workers to high quality companies in the manufacturing and construction industries.  We offer competitive pay and travel per diem when applicable.  We strive to partner with the employees and the companies we staff.,,5,2-10,270,Privately Held,Staffing and Recruiting,"staffing, construction careers, manufacturing careers",Norfolk,United States
Adzenia,https://www.linkedin.com/company/adzenia-com/,www.adzenia.in,Gaon se Bazar Tak,"ADZENIA-Adzenia.com is a multivendor B2B Agri Tech marketplace  platform where businesses sell products to other companies. Those on the buyer's side use B2B marketplaces for their own business (such as Agriculture product), or to mark up and resell through their own business ",2021,12,51-200,3628,Privately Held,IT System Custom Software Development,,Jadavpur,IN
MOON INFOTECH,https://www.linkedin.com/company/moon-infotech/,http://moonpaytm.com,,"MOON INFOTECH is an information technology and services company based out of 8/C Lalbazar|P.O Box - 139, Kolkata, West Bengal, India.",,46,201-500,27,,IT Services and IT Consulting,,Kolkata,India
Nirmaan,https://www.linkedin.com/company/nirmaan-education/,https://nirmaan.education/,"Nirmaan is an AI-native, multimodal learning stack for students. ","Nirmaan is a social impact venture. We partner with schools to deliver a Holistic education that goes beyond traditional academics that shaping students into future leaders and changemakers  We move beyond rote learning and Textbooks. We seamlessly integrate essential life skills education into the existing school curriculum, nurturing well-rounded students equipped with confidence, curiosity, strong social and analytical abilities, and vital 21st-century skills. ",2025,20,2-10,164,Partnership,Education,,Bengaluru,India
VICETECH,https://www.linkedin.com/company/vicetech-in/,http://www.vicetech.in,"VICETECH is a Management, Information Technology Consulting firm based in Asansol West Bengal.","Vicetech is a Management, Information Technology Consulting firm which focuses on advising organizations on how to use Information Technology in achieving their business objectives. Our main functional domains are as follows. 1. IT MANAGEMENT 2. VICETECH IN EDUCATION 3. RESEARCH AND DEVELOPMENT 4. ENTREPRENEURSHIP SERVICES 5. Digital Marketing 6. Business Process Oursourcing",2015,37,51-200,186,Privately Held,IT Services and IT Consulting,"IT Management Services, Training and Interships, Research and Development, Entrepreneuship Services, Digital Marketing, Business Process Outsourcing, Placements","Sector V, Saltlake",India
First Penny Software Pvt. Ltd.,https://www.linkedin.com/company/first-penny-software-private-limited/,https://thefirstpenny.tech/,Aiming Infinity,"Welcome to First Penny Software Pvt. Ltd., we combine innovation and state-of-the-art technology to provide solutions that propel company growth. We are a leading provider of IT services and provide a wide range of products and services to meet the demands of various industries. Our knowledge is divided into two primary areas: product innovations and service-based solutions. Service-Based Solutions:   Web Solutions: We build aesthetically stunning and incredibly useful websites that enthrall use",2021,13,2-10,1327,Privately Held,IT System Custom Software Development,,Kolkata,India
Properweb Technologies Pvt. Ltd,https://www.linkedin.com/company/propweb-tech/,http://properwebtechnologies.com,Web Design | WordPress Development | E-commerce Solutions | IT Consulting,"🚀 Helping Businesses Grow Through Smart Digital Solutions.  At Properweb Technologies Pvt. Ltd., we believe your website is more than just an online presence — it’s a powerful growth engine for your business.  From Web Design and WordPress Development to E-commerce Solutions and IT Consulting, we craft digital experiences that don’t just look great — they drive revenue, build trust, and scale with your business.  Why Partner With Us?  ✅ Client-Centric Approach – We focus on understanding your go",2014,28,11-50,1092,Privately Held,IT Services and IT Consulting,"Web Design, WordPress, E-commerce, IT Consulting, SEO, Branding, Digital Marketing",Kolkata,India
Infotrix Technologies Private Limited,https://www.linkedin.com/company/infotrix-technologies-private-limited/,,,"Infotrix always meet the standard and needs of each client by developing a complete pragmatic solution formulated for their evolving information systems. The focus areas are e-enabling the enterprise, industry specific software solutions, consultancy and manpower contracting. primary goal is to provide unique expertise and knowledge to match our client’s needs for their special projects and Web development.  • Software Migration/Conversion • Strategic Planning for IT Solutions • Project ",,5,11-50,188,Privately Held,IT Services and IT Consulting,,Chennai,India
Coding Objects Private Limited (COPL),https://www.linkedin.com/company/codingobjects/,https://codingobjects.in/,"Empowering Industries with Deep AI — Backed by IIT Kharagpur, Driving Smart Automation & Sustainable Innovation.","Coding Objects Private Limited is a pioneering software development and analytics company specializing in Deep AI-powered industrial automation. We deliver intelligent, data-driven software products that help industries automate complex workflows, enhance operational efficiency, and generate actionable insights.  Our solutions are designed to meet the dynamic needs of modern manufacturing and industrial ecosystems—leveraging advanced AI, machine learning, and real-time analytics to drive innovat",2021,20,11-50,2553,Privately Held,IT Services and IT Consulting,"AI, Industries",Kolkata,India
Aripro Designs,https://www.linkedin.com/company/ariprodesigns/,https://www.ariprodesigns.com/,A Web Development Agency with A Difference.,"Aripro Designs has been one of the leading business partner with a mission to lead you digitally. With a team of brilliant web designers, we at Aripro Designs aim to help to promote the business of our customers through digital means. Established in 2010, the company has already achieved many goals and is advancing in being among the digital marketing companies known globally.This company started its journey with a strong desire to compete with its experienced siblings in IT domain. Now this com",,9,11-50,169,Privately Held,IT Services and IT Consulting,,Orange Park,United States
Sova Computer,https://www.linkedin.com/company/sova-computer/,https://www.sovacomputer.com/,Your Dream We Care,"We digitally convert your concepts to reality, Using modern technologies, our skilled team of professionals creates fantastic solutions for your business and regular life.  Contact Details: Email: info@sovacomputer.com | office.sovagroup@gmail.com Call/WhatsApp- +91 9883809763 / +91 7449393221 Website: www.sovacomputer.com",2015,12,2-10,702,Privately Held,IT Services and IT Consulting,"Website Design, Website Development, MobileApp Development, Digital Marketing, SEO, Branding, Business Promotion, Logo Design, Digital Publishing",Barasat,India
CreateOn Games,https://www.linkedin.com/company/createon-games/,https://www.createon.games/,Gaming studio based in India with a team of talented gaming professionals working in some of the most renowned titles.,"Welcome to CreateOn Games - Your Gateway to Gaming Excellence!  🎮 Are you ready to embark on a thrilling journey through the realm of gaming? Look no further! CreateOn Games, based in India, is your premier destination for unparalleled gaming experiences. With a dedicated team of passionate gaming professionals and visionary game artists, we bring your gaming dreams to life.  Our Services:  🎨 Game Artistry Unleashed: Our 2D and 3D game artists are the architects of virtual worlds. Immerse yourse",2022,21,11-50,1125,Privately Held,Mobile Gaming Apps,,Kolkata,India
NextTech Soft Solution Pvt Ltd,https://www.linkedin.com/company/nexttechsoftsolution/,http://nexttechsoftsolution.com/,"IT , IT Consulting , Mobile Apps ,ERP , Billing software ,Banking ,LMS ,HRMS Software Development and Service provider","• A growing Software/IT Company specializing in project delivery, product development and technical training/support in Mobile and Web domains • We develop cutting edge Android and iPhone apps based on customer requirements and designs state-of-the-art websites for multiple platforms. •We are actively looking for domestic and international collaborations • We innovate and Implement software products to as per client requirements • We create a wide variety  of customized apps using latest technol",2014,24,11-50,322,Privately Held,Information Technology & Services,"Android ,IOS,Node Js, Phone gap,HTML5,CSS,Bootstrap, JAVA ,JSP, Angular JS, PHP , Magento, Wordpress, Joomla, MySql, Google Api, SDK, Google Map APi",Kolkata,India
TIS Labs Pvt Ltd,https://www.linkedin.com/company/tislabs/,https://www.tislabs.in/,"Smart Innovation at Work                                        
","Leading Service Provider on cutting edge technologies like Virtualization, High-Performance Computing, Public & Private Cloud, AI and ML infrastructure setup, Networking and System Integration. Established and preferred Service Partners of Dell, HPE, and Lenovo.",2010,105,51-200,12618,Privately Held,IT Services and IT Consulting,,"Kolkata,  ",India
Cogenerate Technologies,https://www.linkedin.com/company/cogeneratetech/,https://cogenerate.in,Cogenerate is an ISO/IEC 20000-1:2018 certified company,"Cogenerate Technologies is a Digital Transformation Consultant and Service Provider with its presence in Asia-Pacific region, backed by a group of enthusiast and creative technologists of industry repute. Its parent company , Welkin Group, an ISO 9001:2008 certified organisation, is a renowned Telecom and infrastructure service provider operating in India and SAARC countries since last fifteen years. Cogenerate is Welkin's ICT venture at the backdrop of the digital transformation era. With a par",2018,13,11-50,1690,Privately Held,IT Services and IT Consulting,"Cloud Advisory, Cloud Migration, Cloud Managed Services, Hybrid Cloud Management, Cloud Security, Digital Training, Smart Utility Services, Process Automation",Kolkata,India
Simpsoft Solutions,https://www.linkedin.com/company/simpsoft-solutions/,http://simpsoftsolutions.com,"Your trusted partner for digital transformation, product development, the journey to the cloud and IT services","Simpsoft Solutions is an India and USA-based information technology (IT) services, product development, and staff augmentation company.  We have been providing technology solutions and services to global clients, large and small, for 7 years. Our team of technologists has grown to 90+ over the years. We are agile, nimble, and easy to work with.  We strive to be your most trusted partner for digital transformation, product and prototype development, the journey to the cloud and IT support service",2016,89,51-200,2581,Privately Held,IT Services and IT Consulting,"Salesforce, Java, Integration, Sharepoint, Full-stack, Amazon Web Service, Microsoft Azure, Google Cloud Platform, Alibaba Cloud, Software Development, Cloud Migration, DevOps and CloudOps, Quality Assurance, Software Support, Product Management, Boomi, SAP, Web and Mobile",Sacramento,United States
Viacom18 Media Private Limited,https://www.linkedin.com/company/viacom-18-media-private-limited/,http://www.jiostar.com,,"We’ve moved! 🌟 Follow us on @JioStar for all the latest stories, updates & more.",,1465,1001-5000,528726,Privately Held,Broadcast Media Production and Distribution,"Media, Broadcasting, Entertainment",Mumbai,India
Shanvia Tech Solutions Pvt Ltd,https://www.linkedin.com/company/shanviatechsolutions/,http://www.shanviatech.com,Take A Step Into The Future,"We (M/S Shanvia Tech Solutions Pvt Ltd) house a team of experts (proficient in custom Web Application Development, Mobile Apps Development, AI Development, Software Development, and Ecommerce Development, IoT Development) to cater precise and exact solutions to our client requirements. Be it a large multinational or an SME, your troubles are all sorted when we take charge. we ventured into the global market with a very strong and enviable market presence.",2013,24,11-50,353,Privately Held,IT Services and IT Consulting,,Kolkata,India
SIBIN Group,https://www.linkedin.com/company/sibin-group/,http://www.sibingroup.com,Stay Ahead With Us,"About Us: SIBIN Ventures SIBIN Ventures consists of two entities SIBIN Group & Henosis Tech. We strive towards always providing a process driven consultative approach solution where the involvement of all stakeholders is of the utmost priority. We have a geographical presence across Sikkim, Assam, West Bengal and Tripura. SIBIN Ventures excels in innovating and re- engineering advanced technological and business solutions. Since the beginning, assurance of quality has been our underlining ethos,",1995,489,201-500,1713,Sole Proprietorship,Information Technology & Services,,Gangtok,India
Zabingo Softwares,https://www.linkedin.com/company/zabingo-software/,http://www.zabingo.com,Your Vision & Mission tied up with our visualization creates powerful solutions. ,"We specialize in web design/development, mobile app development, and digital marketing. Our team of experts delivers high-quality, customized solutions to help businesses succeed in the digital world. Let us be your partner in achieving your digital goals!",2013,11,11-50,135,Partnership,Information Technology & Services,"Mobile Applications Development, Games Development, Software Development, Websites Development",Kolkata,India
ALPHACODE,https://www.linkedin.com/company/alphacode-global/,http://www.alphacode.global,Digital Transformation Delivered,"Alpha Code Global is a strategic advisory and agentic agency built on one principle: show the work, don't just talk about it.  We lead with Web Development, Marketing & Design, then bring that same execution to Strategic Advisory, Software Development, and Product Development for a portfolio of clients that spans aerospace, defense AI, proptech, agtech, nonprofit, and local media.  Most agencies pick a niche because depth in one lane is easier to sell. We went the other way. Supporting live vent",2019,27,11-50,12382,Privately Held,Software Development,"Software Development, Marketing, Project Management, Portfolio Management, Design, Editing, Motion Graphics",Portland,United States
Hypernix,https://www.linkedin.com/company/hypernix-tech/,https://thehypernix.com/,Driving Digital Growth for Modern Brands,"Hypernix Tech is a technology-driven digital solutions company committed to helping businesses grow, scale, and innovate in a rapidly evolving digital landscape. We work with startups, SMEs, and growing enterprises to transform ideas into reliable, high-performance digital products.  Our core expertise includes web and mobile application development, custom software solutions, cloud-based systems, AI-driven technologies, and end-to-end digital transformation services. We focus on building scalab",,3,11-50,324,Privately Held,IT Services and IT Consulting,,Dubai,United Arab Emirates
Digital Indian Business Solutions Pvt. Ltd.,https://www.linkedin.com/company/digitalindian/,https://digitalindian.co.in,IT | GIS | Engineering Services | Skill India Training Partner | Govt. & Corporate Projects,"We are a professionally managed organization based in Kolkata, delivering projects for Government bodies and corporate clients across India. Our expertise spans IT services, software and application development, GIS solutions, engineering services, and consultancy, supported by skilled manpower and robust IT and engineering infrastructure.  We actively contribute to training and workforce development under the Skill India Programme, operating through a strong pan-India franchise network to build",2016,22,1001-5000,286,Privately Held,Information Technology & Services,"Sofware Development and Support,  GIS, Consultncy Services, Telecom Engineering",kolkata,India
Coders Mind Pvt. Ltd.,https://www.linkedin.com/company/codersmind-pvt-ltd/,http://thecodersmind.com/,A creative digital agency with 360-degree IT experience.,"We are a software development company based in Kolkata. We have rebranded ourselves with a new share from 2022. We are operational in IT since 2014. Coders Mind Pvt. Ltd. also has 3 other office locations in Australia, US, and Canada. We are mainly focused on customized software solution design, development, mobile APP development, SAAS, LMS, marketplace, UI analysis, and UX development jobs. We have already worked with 8+ different MVPs to launch and plan their brand & helping them to grow. Wor",2014,25,11-50,4020,Privately Held,IT Services and IT Consulting,"mobileapp, webdesign, graphicdesign, eCommerce, Laravel, Wordpress, UI/UX, Reactnative, NodeJS, ReactJS, VueJS, Shopify, Python, WordPress, SAAS, Hubspot, API, Plugin, QA",Kolkata,India
CHABRIA INFOTECH PVT. LTD,https://www.linkedin.com/company/chabria-infotech-pvt.-ltd/,http://chabria.info,End to End Software solutions,"We help businesses of All sizes to achieve their goals by by providing them with the best of breed end to end IT solutions...Chabria Infotech is committed to help you stay competitive and highly productive with the use of the appropriate software and hardware. We will be happy to provide competitive prices, quick turnaround and full technical support.",1993,54,11-50,2143,Privately Held,IT Services and IT Consulting,"Software, Antivirus, Cad, backup, infrastructure, education, apple, hardware, consulting, networking, social media, youtubevideo, internet marketing",Kolkata,India
Sarna Infocom Pvt. Ltd.,https://www.linkedin.com/company/sarna/,https://sarnainfocom.com/,Care Concern & Compliance,SARNA INFOCOM is a private limited and ISO 9001:2015 certified company established in the year 2017 with the vision of building rural infrastructure based on an information and technology platform. Currently SARNA INFOCOM is the largest Financial Inclusion service provider in Eastern India and we are gradually propagating the network to the other parts of the country.  SARNA INFOCOM became a national level Financial Inclusion CBC (Corporate Business Correspondent Organization) of Bank of Baroda ,2017,18,51-200,85,Privately Held,Financial Services,,,
Bergstrom-SEO,https://www.linkedin.com/company/bergstrom-seo/,http://www.bergstrom-seo.com,,"Search Engine Optimization has been the passion of our company founder Chris Bergstrom for the past eight years. Chris is a leader in strategic SEO and has been working in the industry even before it had a name. Back then people just called it ""getting high up on Google""​.   Over the past two years Chris has built a talented team with many decades of experience in Internet marketing. His passion and high standards resonate throughout the entire company. Bergstrom believes that successful SEO ",,12,2-10,45,Privately Held,Advertising Services,,,United States
EMDEE DIGITRONICS,https://www.linkedin.com/company/emdee-digitronics/,http://emdee.in,"Powering Digital India. Through Platforms, Products and People","Founded in 1996 and headquartered in Kolkata since 2004, we are a leading B2G partner advancing the Digital India mission across East India. With over 20 years of execution, we connect government intent to citizen delivery through system integration (IT infrastructure) and maintenance, IT services (ITeS), BPO/manpower, software development and security-surveillance solutions. We have presence across multiple states, employ thousands and impact millions.   Today, our work covers the full breadth ",2004,165,201-500,851,Privately Held,IT Services and IT Consulting,,Kolkata,India
Esvastica Technologies Private Limited,https://www.linkedin.com/company/esvastica-technologies-private-limited/,http://www.esvasticatecnologies.com,"ICT , BMS, CCTV, AI, IoT, Automation, RF, AV , PMP, FMS, Fire Detection and Safety, Civil Construction, Electrical (LT)","Service and Solution provider of Enterprise Voice, Data and Video Networking, Audio Video room Integration, Campus Networking , Wireless Networking, Building Management System, Automation , Artificial Intelligence, Electronic Surveillance and Security ",,20,11-50,758,Privately Held,IT Services and IT Consulting,,Kolkata,India
LOGARHYTHM CONSULTANCY PVT. LTD.,https://www.linkedin.com/company/logarhythm/,http://www.logarhythm.co.in,,"Logarhythm is a venture, initiated by a team of few veterans & some dynamic youths from the IT industry of Kolkata. The team is a combination of highly experienced veterans and highly energetic young stars, and that’s the USP. Being in the IT Solution business for a decade our only learning is been “Value for Relationship” & “Return on Investment”. We believe in relations and that makes us scared while selling a product. Rather we feel confident to sale the right solution which can provide justi",2013,29,11-50,308,Privately Held,Information Technology & Services,"Cloud Solutions, Data Migration, Data Security, Network Solutions, Storage Solutions",Kolkata,India
Planet Computer,https://www.linkedin.com/company/planet-computer/,www.planetcomputer.in,Certified ISO 9001:2015 Company,"Planet Computer, established in the year 2002, is a technology company. Our company explores on how technology & services can help people & companies address their problems & challenges, and realize their possibilities, aspiration & dreams. Our mission is to provide products, services & solutions of the highest quality & deliver more value to our customers that earns us their respect & loyalty.",2002,89,11-50,5,Partnership,IT Services and IT Consulting,,Kolkata,India
INFINIX-Technologies Ltd,https://www.linkedin.com/company/infinix-technologiesltd/,https://uztechservices.com/,"""Empowering Your IT Success: Your Partner for Transparent Solutions and Seamless Support - INFINIX-Technologies Ltd""","Company Profile: UZ Tech Services  UZ Tech Services, your One-Stop Shop for Global IT Solutions, is a reliable and genuine partner in the technology industry. Our company is committed to providing transparent and honest services to meet all your IT needs.  With an extensive range of services, UZ Tech Services ensures that your IT infrastructure is well-maintained and running smoothly. Our team of expert technicians specializes in break-fix support, offering professional repair services for serve",2024,8,2-10,496,Self Owned,IT Services and IT Consulting,"IT Consultant, itsupportspecialist, networkadministration, maintenance, sales, desktopsupport, desktopengineer, itsupportteam, onsitesupport, manageditsolutions, cisconetworking, ciscosolutions, installations, itsupport, onsitesupport, itengineer, developer, hardwareengineer, marketing, hardwarementanance , EUC & CNN Support",St Petersburg,United States
Booksowl Solutions Pvt Ltd,https://www.linkedin.com/company/booksowl.com/,http://booksowl.com/,"""BooksOwl.com - Your Trusted Bookkeeping Partner: Providing Sap supports, Illuminating Success""","Keeping your account books up-to-date is often a time-consuming and expensive practice for small and medium businesses with no immediate value. BooksOwl provides comprehensive Bookkeeping Services to small and medium businesses across the United States, Canada, United Kingdom, Australia, New Zealand and Singapore.  We coined the Term – ""Bookkeeping as a Service""​. BooksOwl is an industry leader in providing Remote Bookkeeping Services. BooksOwl has a qualified & and expert team working on SaaS-b",2017,11,11-50,430,Privately Held,IT Services and IT Consulting,,india,India
