company_name,domain,domain_source,city,state_region,phone,email,source,profile_url,first_seen_run,notes,reason
Talk Digital Pvt. Ltd.,talkdigital.com,listed,Kochi,Kerala,9446581090,hr@talkdigital.co.in,infopark,https://infopark.in/companies-profile/talk-digital-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Tamcherry Technologies Private Limited,tamcherry.com,listed,Kochi,Kerala,09633303943,info@tamcherry.com,infopark,https://infopark.in/companies-profile/tamcherry-technologies-private-limited,2026-08-19,,dup_domain_within_scrape
Tata Consultancy Services,tcs.com,listed,Kochi,Kerala,0484 618 7000,info@tcs.com,infopark,https://infopark.in/companies-profile/tata-consultancy-services,2026-08-19,,dup_domain_within_scrape
TECFORZ INNOVATIONS,tecforz.com,listed,Kochi,Kerala,0484 4632159,info@tecforz.com,infopark,https://infopark.in/companies-profile/tecforz-innovations,2026-08-19,,dup_domain_within_scrape
Techfriar Technologies,techfriar.com,listed,Kochi,Kerala,+91-7356899156,hr@techfriar.com,infopark,https://infopark.in/companies-profile/techfriar-technologies,2026-08-19,,dup_domain_within_scrape
Technowave ID Systems PVT.LTD.,technowavegroup.com,listed,Kochi,Kerala,8139021117,hr@technowavegroup.com,infopark,https://infopark.in/companies-profile/technowave-id-systems-pvt-ltd,2026-08-19,,dup_domain_within_scrape
TechTaliya Informatics Pvt. Ltd.,techtaliya.com,listed,Kochi,Kerala,+91 484 403 6777,info@techtaliya.com,infopark,https://infopark.in/companies-profile/techtaliya-informatics-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Techversant Infotech Pvt Ltd,techversantinfotech.com,listed,Kochi,Kerala,0484 4014666,careers@techversantinfotech.com,infopark,https://infopark.in/companies-profile/techversant-infotech-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Tecnostac Systems Private Limited,tecnostac.com,listed,Kochi,Kerala,+91 95670 63871,hr@tecnostac.com,infopark,https://infopark.in/companies-profile/tecnostac-systems-private-limited,2026-08-19,,dup_domain_within_scrape
Telious Technologies Pvt Ltd,telious.com,listed,Kochi,Kerala,+91 94956 58233,info@telious.com,infopark,https://infopark.in/companies-profile/telious-technologies-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Testing Mavens Software Pvt Ltd,testingmavens.com,listed,Kochi,Kerala,+91 8138924300,hire@testingmavens.com,infopark,https://infopark.in/companies-profile/testing-mavens-software-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Thinkpalm Technologies Pvt.Ltd,thinkpalm.com,listed,Kochi,Kerala,0484-4104100,info@thinkpalm.com,infopark,https://infopark.in/companies-profile/thinkpalm-technologies-pvt-ltd,2026-08-19,,dup_domain_within_scrape
ThoughtMinds System Pvt Ltd,thoughtminds.ai,listed,Kochi,Kerala,+91 7510303111,careers@thoughtminds.io,infopark,https://infopark.in/companies-profile/thoughtminds-system-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Thriveminds Technologies Pvt. Ltd.,thrivemindsinnovations.com,listed,Kochi,Kerala,09074535476,hr@thrivemindstechno.com,infopark,https://infopark.in/companies-profile/thriveminds-technologies-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Titan Tech Emirates Pvt Ltd,titantechemirates.com,listed,Kochi,Kerala,9591546465,hr@titantechemirates.com,infopark,https://infopark.in/companies-profile/titan-tech-emirates-pvt-ltd,2026-08-19,,dup_domain_within_scrape
TNP Consultancy Private Limited,tnpconsultants.com,listed,Kochi,Kerala,+91 8139894880,communication.india@tnpconsultants.com,infopark,https://infopark.in/companies-profile/tnp-consultancy-private-limited,2026-08-19,,dup_domain_within_scrape
Toobler Technologies Pvt. Ltd.,toobler.com,listed,Kochi,Kerala,91-484 4034359,info@toobler.com,infopark,https://infopark.in/companies-profile/toobler-technologies-pvt-ltd,2026-08-19,,dup_domain_within_scrape
TouchWorld Technology,touchworldtech.com,listed,Kochi,Kerala,0474 2970 298,info@touchworldtech.com,infopark,https://infopark.in/companies-profile/touchworld-technology,2026-08-19,,dup_domain_within_scrape
Travancore Analytics Pvt.Ltd.,travancoreanalytics.com,listed,Kochi,Kerala,9188955501,careers@travancoreanalytics.com,infopark,https://infopark.in/companies-profile/travancore-analytics-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Tukxi India Private Ltd,tukxi.in,listed,Kochi,Kerala,,support@tukxi.in,infopark,https://infopark.in/companies-profile/tukxi-india-private-ltd,2026-08-19,,dup_domain_within_scrape
Turqosoft Solutions Pvt. Ltd.,,backfill_needed,Kochi,Kerala,+91 98412 05845,info@turqosoft.com,infopark,https://infopark.in/companies-profile/turqosoft-solutions-pvt-ltd,2026-08-19,,dup_name_within_scrape
Unilaw Global Private Limited,unilawtech.com,listed,Kochi,Kerala,+91 99950 45717,info@unilawtech.com,infopark,https://infopark.in/companies-profile/unilaw-global-private-limited,2026-08-19,,dup_domain_within_scrape
US Technology International Pvt Ltd,ust-global.com,listed,Kochi,Kerala,0484-4040000,info@ust-global.com,infopark,https://infopark.in/companies-profile/us-technology-international-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Vaisesika Consulting Private Limited,vaisesikaconsulting.com,listed,Kochi,Kerala,8547432502,talentacquisition@vaisesika.in,infopark,https://infopark.in/companies-profile/vaisesika-consulting-private-limited,2026-08-19,,dup_domain_within_scrape
Varishtha Infotech Services Pvt Ltd.,varishthainfotech.com,listed,Kochi,Kerala,+971 58 5049701,vandana@varishthainfotech.com,infopark,https://infopark.in/companies-profile/varishtha-infotech-services-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Veeble SoftTech (P) Ltd.,veeble.com,listed,Kochi,Kerala,7012099465,careers@veeble.com,infopark,https://infopark.in/companies-profile/veeble-softtech-p-ltd,2026-08-19,,dup_domain_within_scrape
Verteil Technologies Private Limited,verteil.com,listed,Kochi,Kerala,+91-484-4019970,contact@verteil.com,infopark,https://infopark.in/companies-profile/verteil-technologies-private-limited,2026-08-19,,dup_domain_within_scrape
Viewy Digital P(Ltd),viewydigital.com,listed,Kochi,Kerala,00914842331101,info@viewydigital.com,infopark,https://infopark.in/companies-profile/viewy-digital-p-ltd,2026-08-19,,dup_domain_within_scrape
Violet Frames,violetframes.com,listed,Kochi,Kerala,9744403855,info@violetframes.com,infopark,https://infopark.in/companies-profile/violet-frames,2026-08-19,,dup_domain_within_scrape
VIPoint Solutions Pvt Ltd,vipointsolutions.net,listed,Kochi,Kerala,484-4050222,hr@vipointsolutions.net,infopark,https://infopark.in/companies-profile/vipoint-solutions-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Virtual Impulse Technologies,vimptech.com,listed,Kochi,Kerala,+91 9847670036,vimptech@gmail.com,infopark,https://infopark.in/companies-profile/virtual-impulse-technologies,2026-08-19,,dup_domain_within_scrape
Vivish Technologies Private Limited,mygate.com,listed,Kochi,Kerala,,hr@mygate.in,infopark,https://infopark.in/companies-profile/vivish-technologies-private-limited,2026-08-19,,dup_domain_within_scrape
Vortexen Dynamics,vortexen.com,listed,Kochi,Kerala,+918848850414,hr@vortexen.com,infopark,https://infopark.in/companies-profile/vortexen-dynamics,2026-08-19,,dup_domain_within_scrape
Voyon Technology Pvt Ltd,voyonfolks.com,listed,Kochi,Kerala,06282685797,careers@voyon.net,infopark,https://infopark.in/companies-profile/voyon-technology-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Vtrio Solutions Private Limited,vtrio.com,listed,Kochi,Kerala,91-9656600307,hr@vtrio.com,infopark,https://infopark.in/companies-profile/vtrio-solutions-private-limited,2026-08-19,,dup_domain_within_scrape
Webdura Technologies,webduratech.com,listed,Kochi,Kerala,8714746555,careers@webdura.in,infopark,https://infopark.in/companies-profile/webdura-technologies,2026-08-19,,dup_domain_within_scrape
Wipro Limited,wipro.com,listed,Kochi,Kerala,0484-4320685,jothish.s90@wipro.com,infopark,https://infopark.in/companies-profile/wipro-limited,2026-08-19,,dup_domain_within_scrape
WOC Branding Systems Pvt Ltd,wocbranding.com,listed,Kochi,Kerala,+91 9447306003,mail@wocbranding.com,infopark,https://infopark.in/companies-profile/woc-branding-systems-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Yatnam Technologies,yatnam.com,listed,Kochi,Kerala,+91484-404-9024,mail@yatnam.com,infopark,https://infopark.in/companies-profile/yatnam-technologies,2026-08-19,,dup_domain_within_scrape
Yellowfish Digital Innovations Pvt Ltd.,yellowfish.in,listed,Kochi,Kerala,,hr@yellowfish.in,infopark,https://infopark.in/companies-profile/yellowfish-digital-innovations-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Zamorins Solutions (P) Ltd,zamorinstech.com,listed,Kochi,Kerala,+91 8304004275.,info@zamorinstech.com,infopark,https://infopark.in/companies-profile/zamorins-solutions-p-ltd,2026-08-19,,dup_domain_within_scrape
Zellis HR India Pvt.Ltd.,zellis.com,listed,Kochi,Kerala,+91 484 486 5758,careers.india@zellis.com,infopark,https://infopark.in/companies-profile/zellis-hr-india-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Zoiteckh Informations Solutions,zoiteckh.com,listed,Kochi,Kerala,+91-7306892494,hrmanager@zoiteckh.com,infopark,https://infopark.in/companies-profile/zoiteckh-informations-solutions,2026-08-19,,dup_domain_within_scrape
AMIYON SOLUTIONS PVT LTD.,amiyon.com,listed,Kochi,Kerala,7012013434,hr@amiyon.com,infopark,https://infopark.in/companies-profile/amiyon-solutions-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Apro IT Solutions Pvt Ltd,aproitsolutions.com,listed,Kochi,Kerala,+91 6238683058,info@aproitsolutions.com,infopark,https://infopark.in/companies-profile/apro-it-solutions-pvt-ltd,2026-08-19,,dup_domain_within_scrape
AVENTUS INFORMATICS,aventusinformatics.com,listed,Kochi,Kerala,7907091213,hr@aventusinformatics.com,infopark,https://infopark.in/companies-profile/aventus-informatics,2026-08-19,,dup_domain_within_scrape
Braddock Infotech Pvt. Ltd.,braddockinfotech.com,listed,Kochi,Kerala,+91 9447530986,careers@braddockinfotech.com,infopark,https://infopark.in/companies-profile/braddock-infotech-pvt-ltd,2026-08-19,,dup_domain_within_scrape
CEREIV Advisory LLP,cereiv.com,listed,Kochi,Kerala,9745767949,info@cereiv.com,infopark,https://infopark.in/companies-profile/cereiv-advisory-llp,2026-08-19,,dup_domain_within_scrape
CloudHouse Technologies Pvt.Ltd,cloudhousetechnologies.com,listed,Kochi,Kerala,"0480 2737360,",info@cloudhousetechnologies.com,infopark,https://infopark.in/companies-profile/cloudhouse-technologies-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Daskalos virtual Academy pvt Limited,mytuitionapp.com,listed,Kochi,Kerala,+91- 9778968024,hiring1@90plus.in,infopark,https://infopark.in/companies-profile/daskalos-virtual-academy-pvt-limited,2026-08-19,,dup_domain_within_scrape
Dataequinox,,backfill_needed,Kochi,Kerala,+919074083251,connect@dataequinox.com,infopark,https://infopark.in/companies-profile/dataequinox,2026-08-19,,dup_name_within_scrape
ELEMMENT FAÇADE Pvt Ltd,elemmentfacade.com,listed,Kochi,Kerala,+91 8089894683,info@elemmentfacade.com,infopark,https://infopark.in/companies-profile/elemment-fa-ade-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Endeion Engineering Services Pvt.Ltd.,endeion.com,listed,Kochi,Kerala,+91 88489 06400,info@endeion.com,infopark,https://infopark.in/companies-profile/endeion-engineering-services-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Estro Tech Robotics and Innovations Pvt Ltd,estrotech.in,listed,Kochi,Kerala,+91 7306153206,contact@estrotech.in,infopark,https://infopark.in/companies-profile/estro-tech-robotics-and-innovations-pvt-ltd,2026-08-19,,dup_domain_within_scrape
EXACORE IT SOLUTIONS PRIVATE LIMITED,exacoreitsolutions.com,listed,Kochi,Kerala,+918138916160,career@exacoreitsolutions.com,infopark,https://infopark.in/companies-profile/exacore-it-solutions-private-limited,2026-08-19,,dup_domain_within_scrape
Feathersoft Info Solutions Private Ltd,,backfill_needed,Kochi,Kerala,+91 7736028401,careers_kochi@feathersoft.com,infopark,https://infopark.in/companies-profile/feathersoft-info-solutions-private-ltd,2026-08-19,,dup_name_within_scrape
Focal ME Design Solutions Pvt Ltd,focalpm.com,listed,Kochi,Kerala,04802082974,me@focalpm.com,infopark,https://infopark.in/companies-profile/focal-me-design-solutions-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Galactico Express Solutions Pvt. Ltd.,,backfill_needed,Kochi,Kerala,9446373443,info@gecs.me,infopark,https://infopark.in/companies-profile/galactico-express-solutions-pvt-ltd,2026-08-19,,dup_name_within_scrape
GALTech Technologies Pvt Ltd,galtech.org,listed,Kochi,Kerala,"04802951674, +91 6282845",hr@galtech.org,infopark,https://infopark.in/companies-profile/galtech-technologies-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Gewan Info Tech Solutions India Pvt Ltd.,gewaninfotech.com,listed,Kochi,Kerala,"+91 75109 53184, +91 751",info@gewaninfotech.com,infopark,https://infopark.in/companies-profile/gewan-info-tech-solutions-india-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Glitz IT Solutions,glitzitsolutions.com,listed,Kochi,Kerala,+91 480 2734 544,care@glitzitsolutions.com,infopark,https://infopark.in/companies-profile/glitz-it-solutions,2026-08-19,,dup_domain_within_scrape
GRAMPRO BUSINESS SERVICES PVT. LTD,gramproindia.com,listed,Kochi,Kerala,+91 8714621795,contactus@gramproindia.com,infopark,https://infopark.in/companies-profile/grampro-business-services-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Gravity Business Process Private Limited,gravity-bp.com,listed,Kochi,Kerala,+91 480 2080797,info@gravity-bp.com,infopark,https://infopark.in/companies-profile/gravity-business-process-private-limited,2026-08-19,,dup_domain_within_scrape
iKSANA Engineering & Management Consultants,iksana.tech,listed,Kochi,Kerala,+91 94000 96396,hello@iksana.tech,infopark,https://infopark.in/companies-profile/iksana-engineering-management-consultants,2026-08-19,,dup_domain_within_scrape
JK Lucent Pvt Ltd,,backfill_needed,Kochi,Kerala,+91 480 208 1883,careers@jklucent.com.au,infopark,https://infopark.in/companies-profile/jk-lucent-pvt-ltd,2026-08-19,,dup_name_within_scrape
Jobin & Jismi Pvt. Ltd.,jobinandjismi.com,listed,Kochi,Kerala,7034499822,contactus@jobinandjismi.com,infopark,https://infopark.in/companies-profile/jobin-jismi-pvt-ltd,2026-08-19,,dup_domain_within_scrape
KL Koncepts Lab Media and IT Park,konceptslab.com,listed,Kochi,Kerala,8606119333,hr@konceptslab.com,infopark,https://infopark.in/companies-profile/kl-koncepts-lab-media-and-it-park,2026-08-19,,dup_domain_within_scrape
LucidPlus Infotech Pvt Ltd,lucidplus.com,listed,Kochi,Kerala,0480 2731677,career@lucidplus.com,infopark,https://infopark.in/companies-profile/lucidplus,2026-08-19,,dup_domain_within_scrape
Luure.ai LLP,luure.ai,listed,Kochi,Kerala,0484-4867768,info@luure.ai,infopark,https://infopark.in/companies-profile/luure-ai-llp,2026-08-19,,dup_domain_within_scrape
MapleTech Space Pvt Ltd,mapletechspace.com,listed,Kochi,Kerala,7559923436,info@mapletechspace.com,infopark,https://infopark.in/companies-profile/mapletech-space-pvt-ltd,2026-08-19,,dup_domain_within_scrape
NAS Infosolutions Pvt Ltd,nasinfosolutions.com,listed,Kochi,Kerala,04802998676,Operations@nasinfosolutions.com,infopark,https://infopark.in/companies-profile/nas-infosolutions-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Pinetech IT Solutions P Ltd,pinetech.in,listed,Kochi,Kerala,8547426732,hr@pinetech.in,infopark,https://infopark.in/companies-profile/pinetech-it-solutions-p-ltd,2026-08-19,,dup_domain_within_scrape
RIOD LOGIC PRIVATE LIMITED,riod.in,listed,Kochi,Kerala,+91 8589874131,join@riodlogic.com,infopark,https://infopark.in/companies-profile/riod-logic-private-limited,2026-08-19,,dup_domain_within_scrape
Roberts Design Services,rdsind.co,listed,Kochi,Kerala,91 8139005188,jobs@rdsind.co,infopark,https://infopark.in/companies-profile/roberts-design-services,2026-08-19,,dup_domain_within_scrape
SaNDS Lab,sandslab.com,listed,Kochi,Kerala,+91 9895765626,hr@sandslab.com,infopark,https://infopark.in/companies-profile/sands-lab,2026-08-19,,dup_domain_within_scrape
SEIDOR Opentrends,opentrends.net,listed,Kochi,Kerala,+91 480 2735022,careers@opentrends.net,infopark,https://infopark.in/companies-profile/seidor-opentrends,2026-08-19,,dup_domain_within_scrape
Silverbloom Technologies,silverbloom.com,listed,Kochi,Kerala,,,infopark,https://infopark.in/companies-profile/silverbloom-technologies,2026-08-19,,dup_domain_within_scrape
Strands Energy Pvt. Ltd,strandsenergy.com,listed,Kochi,Kerala,+91 480 2731126,jobs@strandsenergy.com,infopark,https://infopark.in/companies-profile/strands-energy-pvt-ltd,2026-08-19,,dup_domain_within_scrape
ValueMentor Infosec Pvt. Ltd.,valuementor.com,listed,Kochi,Kerala,+919745037742,help@valuementor.com,infopark,https://infopark.in/companies-profile/valuementor-infosec-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Wazeefa1 Technologies Pvt. Ltd.,wazeefa.in,listed,Kochi,Kerala,"+91-487-2970765, +91-918",info@wazeefa.in,infopark,https://infopark.in/companies-profile/wazeefa1-technologies-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Webandcrafts,webandcrafts.com,listed,Kochi,Kerala,+91 480 2733999,info@webandcrafts.com,infopark,https://infopark.in/companies-profile/webandcrafts,2026-08-19,,dup_domain_within_scrape
Windfall Productions Pvt.Ltd.,windfallproductions.org,listed,Kochi,Kerala,9072312681,hr@windfallproductions.org,infopark,https://infopark.in/companies-profile/windfall-productions-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Woxro,woxro.com,listed,Kochi,Kerala,+91 480 2081730,hello@woxro.com,infopark,https://infopark.in/companies-profile/woxro,2026-08-19,,dup_domain_within_scrape
Ynot Infosolutions,ynotinfo.com,listed,Kochi,Kerala,+91 9544885558,hr@ynotinfo.com,infopark,https://infopark.in/companies-profile/ynot-infosolutions,2026-08-19,,dup_domain_within_scrape
Zapare Technologies Private Limited,zaparetech.com,listed,Kochi,Kerala,+91 811 388 55 44,HR@zaparetech.com,infopark,https://infopark.in/companies-profile/zapare-technologies-private-limited,2026-08-19,,dup_domain_within_scrape
AMIYON SOLUTIONS PVT LTD.,amiyon.com,listed,Kochi,Kerala,7012013434,hr@amiyon.com,infopark,https://infopark.in/companies-profile/amiyon-solutions-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Apro IT Solutions Pvt Ltd,aproitsolutions.com,listed,Kochi,Kerala,+91 6238683058,info@aproitsolutions.com,infopark,https://infopark.in/companies-profile/apro-it-solutions-pvt-ltd,2026-08-19,,dup_domain_within_scrape
AVENTUS INFORMATICS,aventusinformatics.com,listed,Kochi,Kerala,7907091213,hr@aventusinformatics.com,infopark,https://infopark.in/companies-profile/aventus-informatics,2026-08-19,,dup_domain_within_scrape
Braddock Infotech Pvt. Ltd.,braddockinfotech.com,listed,Kochi,Kerala,+91 9447530986,careers@braddockinfotech.com,infopark,https://infopark.in/companies-profile/braddock-infotech-pvt-ltd,2026-08-19,,dup_domain_within_scrape
CEREIV Advisory LLP,cereiv.com,listed,Kochi,Kerala,9745767949,info@cereiv.com,infopark,https://infopark.in/companies-profile/cereiv-advisory-llp,2026-08-19,,dup_domain_within_scrape
CloudHouse Technologies Pvt.Ltd,cloudhousetechnologies.com,listed,Kochi,Kerala,"0480 2737360,",info@cloudhousetechnologies.com,infopark,https://infopark.in/companies-profile/cloudhouse-technologies-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Daskalos virtual Academy pvt Limited,mytuitionapp.com,listed,Kochi,Kerala,+91- 9778968024,hiring1@90plus.in,infopark,https://infopark.in/companies-profile/daskalos-virtual-academy-pvt-limited,2026-08-19,,dup_domain_within_scrape
Dataequinox,,backfill_needed,Kochi,Kerala,+919074083251,connect@dataequinox.com,infopark,https://infopark.in/companies-profile/dataequinox,2026-08-19,,dup_name_within_scrape
ELEMMENT FAÇADE Pvt Ltd,elemmentfacade.com,listed,Kochi,Kerala,+91 8089894683,info@elemmentfacade.com,infopark,https://infopark.in/companies-profile/elemment-fa-ade-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Endeion Engineering Services Pvt.Ltd.,endeion.com,listed,Kochi,Kerala,+91 88489 06400,info@endeion.com,infopark,https://infopark.in/companies-profile/endeion-engineering-services-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Estro Tech Robotics and Innovations Pvt Ltd,estrotech.in,listed,Kochi,Kerala,+91 7306153206,contact@estrotech.in,infopark,https://infopark.in/companies-profile/estro-tech-robotics-and-innovations-pvt-ltd,2026-08-19,,dup_domain_within_scrape
EXACORE IT SOLUTIONS PRIVATE LIMITED,exacoreitsolutions.com,listed,Kochi,Kerala,+918138916160,career@exacoreitsolutions.com,infopark,https://infopark.in/companies-profile/exacore-it-solutions-private-limited,2026-08-19,,dup_domain_within_scrape
Feathersoft Info Solutions Private Ltd,,backfill_needed,Kochi,Kerala,+91 7736028401,careers_kochi@feathersoft.com,infopark,https://infopark.in/companies-profile/feathersoft-info-solutions-private-ltd,2026-08-19,,dup_name_within_scrape
Focal ME Design Solutions Pvt Ltd,focalpm.com,listed,Kochi,Kerala,04802082974,me@focalpm.com,infopark,https://infopark.in/companies-profile/focal-me-design-solutions-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Galactico Express Solutions Pvt. Ltd.,,backfill_needed,Kochi,Kerala,9446373443,info@gecs.me,infopark,https://infopark.in/companies-profile/galactico-express-solutions-pvt-ltd,2026-08-19,,dup_name_within_scrape
GALTech Technologies Pvt Ltd,galtech.org,listed,Kochi,Kerala,"04802951674, +91 6282845",hr@galtech.org,infopark,https://infopark.in/companies-profile/galtech-technologies-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Gewan Info Tech Solutions India Pvt Ltd.,gewaninfotech.com,listed,Kochi,Kerala,"+91 75109 53184, +91 751",info@gewaninfotech.com,infopark,https://infopark.in/companies-profile/gewan-info-tech-solutions-india-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Glitz IT Solutions,glitzitsolutions.com,listed,Kochi,Kerala,+91 480 2734 544,care@glitzitsolutions.com,infopark,https://infopark.in/companies-profile/glitz-it-solutions,2026-08-19,,dup_domain_within_scrape
GRAMPRO BUSINESS SERVICES PVT. LTD,gramproindia.com,listed,Kochi,Kerala,+91 8714621795,contactus@gramproindia.com,infopark,https://infopark.in/companies-profile/grampro-business-services-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Gravity Business Process Private Limited,gravity-bp.com,listed,Kochi,Kerala,+91 480 2080797,info@gravity-bp.com,infopark,https://infopark.in/companies-profile/gravity-business-process-private-limited,2026-08-19,,dup_domain_within_scrape
iKSANA Engineering & Management Consultants,iksana.tech,listed,Kochi,Kerala,+91 94000 96396,hello@iksana.tech,infopark,https://infopark.in/companies-profile/iksana-engineering-management-consultants,2026-08-19,,dup_domain_within_scrape
JK Lucent Pvt Ltd,,backfill_needed,Kochi,Kerala,+91 480 208 1883,careers@jklucent.com.au,infopark,https://infopark.in/companies-profile/jk-lucent-pvt-ltd,2026-08-19,,dup_name_within_scrape
Jobin & Jismi Pvt. Ltd.,jobinandjismi.com,listed,Kochi,Kerala,7034499822,contactus@jobinandjismi.com,infopark,https://infopark.in/companies-profile/jobin-jismi-pvt-ltd,2026-08-19,,dup_domain_within_scrape
KL Koncepts Lab Media and IT Park,konceptslab.com,listed,Kochi,Kerala,8606119333,hr@konceptslab.com,infopark,https://infopark.in/companies-profile/kl-koncepts-lab-media-and-it-park,2026-08-19,,dup_domain_within_scrape
LucidPlus Infotech Pvt Ltd,lucidplus.com,listed,Kochi,Kerala,0480 2731677,career@lucidplus.com,infopark,https://infopark.in/companies-profile/lucidplus,2026-08-19,,dup_domain_within_scrape
Luure.ai LLP,luure.ai,listed,Kochi,Kerala,0484-4867768,info@luure.ai,infopark,https://infopark.in/companies-profile/luure-ai-llp,2026-08-19,,dup_domain_within_scrape
MapleTech Space Pvt Ltd,mapletechspace.com,listed,Kochi,Kerala,7559923436,info@mapletechspace.com,infopark,https://infopark.in/companies-profile/mapletech-space-pvt-ltd,2026-08-19,,dup_domain_within_scrape
NAS Infosolutions Pvt Ltd,nasinfosolutions.com,listed,Kochi,Kerala,04802998676,Operations@nasinfosolutions.com,infopark,https://infopark.in/companies-profile/nas-infosolutions-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Pinetech IT Solutions P Ltd,pinetech.in,listed,Kochi,Kerala,8547426732,hr@pinetech.in,infopark,https://infopark.in/companies-profile/pinetech-it-solutions-p-ltd,2026-08-19,,dup_domain_within_scrape
RIOD LOGIC PRIVATE LIMITED,riod.in,listed,Kochi,Kerala,+91 8589874131,join@riodlogic.com,infopark,https://infopark.in/companies-profile/riod-logic-private-limited,2026-08-19,,dup_domain_within_scrape
Roberts Design Services,rdsind.co,listed,Kochi,Kerala,91 8139005188,jobs@rdsind.co,infopark,https://infopark.in/companies-profile/roberts-design-services,2026-08-19,,dup_domain_within_scrape
SaNDS Lab,sandslab.com,listed,Kochi,Kerala,+91 9895765626,hr@sandslab.com,infopark,https://infopark.in/companies-profile/sands-lab,2026-08-19,,dup_domain_within_scrape
SEIDOR Opentrends,opentrends.net,listed,Kochi,Kerala,+91 480 2735022,careers@opentrends.net,infopark,https://infopark.in/companies-profile/seidor-opentrends,2026-08-19,,dup_domain_within_scrape
Silverbloom Technologies,silverbloom.com,listed,Kochi,Kerala,,,infopark,https://infopark.in/companies-profile/silverbloom-technologies,2026-08-19,,dup_domain_within_scrape
Strands Energy Pvt. Ltd,strandsenergy.com,listed,Kochi,Kerala,+91 480 2731126,jobs@strandsenergy.com,infopark,https://infopark.in/companies-profile/strands-energy-pvt-ltd,2026-08-19,,dup_domain_within_scrape
ValueMentor Infosec Pvt. Ltd.,valuementor.com,listed,Kochi,Kerala,+919745037742,help@valuementor.com,infopark,https://infopark.in/companies-profile/valuementor-infosec-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Wazeefa1 Technologies Pvt. Ltd.,wazeefa.in,listed,Kochi,Kerala,"+91-487-2970765, +91-918",info@wazeefa.in,infopark,https://infopark.in/companies-profile/wazeefa1-technologies-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Webandcrafts,webandcrafts.com,listed,Kochi,Kerala,+91 480 2733999,info@webandcrafts.com,infopark,https://infopark.in/companies-profile/webandcrafts,2026-08-19,,dup_domain_within_scrape
Windfall Productions Pvt.Ltd.,windfallproductions.org,listed,Kochi,Kerala,9072312681,hr@windfallproductions.org,infopark,https://infopark.in/companies-profile/windfall-productions-pvt-ltd,2026-08-19,,dup_domain_within_scrape
Woxro,woxro.com,listed,Kochi,Kerala,+91 480 2081730,hello@woxro.com,infopark,https://infopark.in/companies-profile/woxro,2026-08-19,,dup_domain_within_scrape
Ynot Infosolutions,ynotinfo.com,listed,Kochi,Kerala,+91 9544885558,hr@ynotinfo.com,infopark,https://infopark.in/companies-profile/ynot-infosolutions,2026-08-19,,dup_domain_within_scrape
Zapare Technologies Private Limited,zaparetech.com,listed,Kochi,Kerala,+91 811 388 55 44,HR@zaparetech.com,infopark,https://infopark.in/companies-profile/zapare-technologies-private-limited,2026-08-19,,dup_domain_within_scrape
CipherPeak Private Limited,cipherpeakpvtltd.com,listed,Kochi,Kerala,"+91 90747 07573, +91 974",cipherpeak@gmail.com,infopark,https://infopark.in/companies-profile/cipherpeak-private-limited,2026-08-19,,dup_domain_within_scrape
Datum Innovation,datuminnovation.com,listed,Kochi,Kerala,0478 2554009 Mob: 996173,jobs@datuminnovation.com,infopark,https://infopark.in/companies-profile/datum-innovation,2026-08-19,,dup_domain_within_scrape
