company_name,domain,domain_source,city,state_region,phone,email,source,profile_url,first_seen_run,notes
Violet Frames,violetframes.com,listed,Kochi,Kerala,9744403855,info@violetframes.com,infopark,https://infopark.in/companies-profile/violet-frames,2026-08-19,
Virtual Impulse Technologies,vimptech.com,listed,Kochi,Kerala,+91 9847670036,vimptech@gmail.com,infopark,https://infopark.in/companies-profile/virtual-impulse-technologies,2026-08-19,
Virtual Sys Technologies,virtualsystechnologies.com,listed,Kochi,Kerala,0478-2554004,info@vstbiz.com,infopark,https://infopark.in/companies-profile/virtual-sys-technologies,2026-08-19,
Vistas Global Intellect Private Limited,vistasglobal.com,listed,Kochi,Kerala,+918138914366,careers@ariaholding.com,infopark,https://infopark.in/companies-profile/vistas-global-intellect-private-limited,2026-08-19,
Vivish Technologies Private Limited,mygate.com,listed,Kochi,Kerala,,hr@mygate.in,infopark,https://infopark.in/companies-profile/vivish-technologies-private-limited,2026-08-19,
Vortexen Dynamics,vortexen.com,listed,Kochi,Kerala,+918848850414,hr@vortexen.com,infopark,https://infopark.in/companies-profile/vortexen-dynamics,2026-08-19,
Voxtron Solutions LLP,voxtronme.com,listed,Kochi,Kerala,+91-7356218111,lavanya@voxtronme.com,infopark,https://infopark.in/companies-profile/voxtron-solutions-llp,2026-08-19,
Voyager IT Solutions Pvt Ltd,itvoyager.com,listed,Kochi,Kerala,+91 478 2553310,info@itvoyager.com,infopark,https://infopark.in/companies-profile/voyager-it-solutions-pvt-ltd,2026-08-19,
Voyon Technology Pvt Ltd,voyonfolks.com,listed,Kochi,Kerala,06282685797,careers@voyon.net,infopark,https://infopark.in/companies-profile/voyon-technology-pvt-ltd,2026-08-19,
Vtrio Solutions Private Limited,vtrio.com,listed,Kochi,Kerala,91-9656600307,hr@vtrio.com,infopark,https://infopark.in/companies-profile/vtrio-solutions-private-limited,2026-08-19,
VVDN Technologies Pvt Ltd,vvdntech.com,listed,Kochi,Kerala,+91 9778642081,info@vvdntech.com,infopark,https://infopark.in/companies-profile/vvdn-technologies-pvt-ltd,2026-08-19,
Wazeefa1 Technologies Pvt. Ltd.,wazeefa.in,listed,Kochi,Kerala,"+91-487-2970765, +91-918",info@wazeefa.in,infopark,https://infopark.in/companies-profile/wazeefa1-technologies-pvt-ltd,2026-08-19,
Webdura Technologies,webduratech.com,listed,Kochi,Kerala,8714746555,careers@webdura.in,infopark,https://infopark.in/companies-profile/webdura-technologies,2026-08-19,
White Rabbit Group,,backfill_needed,Kochi,Kerala,6282370765,careers@whiterabbit.group,infopark,https://infopark.in/companies-profile/white-rabbit-group,2026-08-19,
Windfall Productions Pvt.Ltd.,windfallproductions.org,listed,Kochi,Kerala,9072312681,hr@windfallproductions.org,infopark,https://infopark.in/companies-profile/windfall-productions-pvt-ltd,2026-08-19,
WOC Branding Systems Pvt Ltd,wocbranding.com,listed,Kochi,Kerala,+91 9447306003,mail@wocbranding.com,infopark,https://infopark.in/companies-profile/woc-branding-systems-pvt-ltd,2026-08-19,
Woxro,woxro.com,listed,Kochi,Kerala,+91 480 2081730,hello@woxro.com,infopark,https://infopark.in/companies-profile/woxro,2026-08-19,
Yatnam Technologies,yatnam.com,listed,Kochi,Kerala,+91484-404-9024,mail@yatnam.com,infopark,https://infopark.in/companies-profile/yatnam-technologies,2026-08-19,
Yavun Technologies,webcontentor.com,listed,Kochi,Kerala,9654765276,djk@webcontentor.com,infopark,https://infopark.in/companies-profile/yavun-technologies,2026-08-19,
Ynot Infosolutions,ynotinfo.com,listed,Kochi,Kerala,+91 9544885558,hr@ynotinfo.com,infopark,https://infopark.in/companies-profile/ynot-infosolutions,2026-08-19,
YOUGotaGift Pvt Ltd,,backfill_needed,Kochi,Kerala,+91 9895482001,info-ekm-in@yougotagift.com,infopark,https://infopark.in/companies-profile/yougotagift-pvt-ltd,2026-08-19,
Zamorins Solutions (P) Ltd,zamorinstech.com,listed,Kochi,Kerala,+91 8304004275.,info@zamorinstech.com,infopark,https://infopark.in/companies-profile/zamorins-solutions-p-ltd,2026-08-19,
Zapare Technologies Private Limited,zaparetech.com,listed,Kochi,Kerala,+91 811 388 55 44,HR@zaparetech.com,infopark,https://infopark.in/companies-profile/zapare-technologies-private-limited,2026-08-19,
Zealogics IT Solutions,zealogics.com,listed,Kochi,Kerala,0484 4049055,PRAVEEN@ZEALOGICS.COM,infopark,https://infopark.in/companies-profile/zealogics-it-solutions,2026-08-19,
Zellis HR India Pvt.Ltd.,zellis.com,listed,Kochi,Kerala,+91 484 486 5758,careers.india@zellis.com,infopark,https://infopark.in/companies-profile/zellis-hr-india-pvt-ltd,2026-08-19,
Zinbay India Pvt.Ltd.,zinbayindia.com,listed,Kochi,Kerala,+91 999 590 7220,office@zinbay.in,infopark,https://infopark.in/companies-profile/zinbay-india-pvt-ltd,2026-08-19,
ZineMind Technologies,,backfill_needed,Kochi,Kerala,,,infopark,https://infopark.in/companies-profile/zinemind-technologies,2026-08-19,
Zoiteckh Informations Solutions,zoiteckh.com,listed,Kochi,Kerala,+91-7306892494,hrmanager@zoiteckh.com,infopark,https://infopark.in/companies-profile/zoiteckh-informations-solutions,2026-08-19,
Technocrat Infotech Pvt. Ltd,,backfill_needed,Bhubaneswar,Odisha,9238423001,bbsr@technocratinfotech.com,itao,https://itaoodisha.org/corporate.php,2026-08-19,
Anjaneya Comtech Pvt Ltd,,backfill_needed,Bhubaneswar,Odisha,7682862894,anjaneya.bbsr@gmail.com,itao,https://itaoodisha.org/corporate.php,2026-08-19,
Digisol Systems Ltd,,backfill_needed,Bhubaneswar,Odisha,7381071723,pradipta.behera@digisol.com,itao,https://itaoodisha.org/corporate.php,2026-08-19,
Consistent Infosystems Pvt Ltd,,backfill_needed,Bhubaneswar,Odisha,9861633048,sudhansu@consistent.in,itao,https://itaoodisha.org/corporate.php,2026-08-19,
Nuevotech Industries Pvt Ltd,,backfill_needed,Bhubaneswar,Odisha,9938505462,dharmendra@nuevotechindustries.com,itao,https://itaoodisha.org/corporate.php,2026-08-19,
Daichi International,,backfill_needed,Bhubaneswar,Odisha,9937402933,Kalyan@Daichi.co.in,itao,https://itaoodisha.org/corporate.php,2026-08-19,
GGC Industries Pvt Ltd,,backfill_needed,Bhubaneswar,Odisha,9861214867,gopi.das@ggcgroup.in,itao,https://itaoodisha.org/corporate.php,2026-08-19,
Zebronics India Pvt Ltd,,backfill_needed,Bhubaneswar,Odisha,7381051314,saroj.kanta@zebronics.com,itao,https://itaoodisha.org/corporate.php,2026-08-19,
RX Infotech Pvt. Ltd,,backfill_needed,Bhubaneswar,Odisha,8260884131,santoshctc@gmail.com,itao,https://itaoodisha.org/corporate.php,2026-08-19,
Fortune Marketing Pvt Ltd,,backfill_needed,Bhubaneswar,Odisha,9337100472,sandip.m@fortune-it.com,itao,https://itaoodisha.org/corporate.php,2026-08-19,
Supertron Electronics Pvt Ltd,,backfill_needed,Bhubaneswar,Odisha,9831004462,amulya@supertronindia.com,itao,https://itaoodisha.org/corporate.php,2026-08-19,
Vedika IT Solutions,,backfill_needed,Bhubaneswar,Odisha,9338455599,vedikaitsolutionorissa@gmail.com,itao,https://itaoodisha.org/corporate.php,2026-08-19,
Teknodome India Pvt. Ltd,,backfill_needed,Bhubaneswar,Odisha,9334762356,bishwanath.jha@elistaworld.com,itao,https://itaoodisha.org/corporate.php,2026-08-19,
A T Video Networks Pvt Ltd,atnetindia.net,listed,Madurai,Tamil Nadu,+9104524392222,sales@atnetindia.net,sida,https://sidatn.org/members,2026-08-19,
Ace Labs,acelabs.in,listed,Madurai,Tamil Nadu,+919842155166,spvaradha@gmail.com,sida,https://sidatn.org/members,2026-08-19,
Aalpha Net Solutions,aalphanetsolution.com,listed,Madurai,Tamil Nadu,+919344105858,siva@aalphanet.com,sida,https://sidatn.org/members,2026-08-19,
AgamWorks Tech Solution Private Limited,agamworks.com,listed,Madurai,Tamil Nadu,+918754439288,thiru@agamworks.com,sida,https://sidatn.org/members,2026-08-19,
ANT Solution,antsolution.in,listed,Madurai,Tamil Nadu,+919843060968,saravanan_r@antsolution.in,sida,https://sidatn.org/members,2026-08-19,
Balanetra Technologies,balanetra.com,listed,Madurai,Tamil Nadu,+918870000347,ms@balanetra.com,sida,https://sidatn.org/members,2026-08-19,
Ekay Softech Solutions,ekayassociates.com,listed,Madurai,Tamil Nadu,+919500672512,venkysrilekha@outlook.com,sida,https://sidatn.org/members,2026-08-19,
Embien Technologies India Private Limited,embien.com,listed,Madurai,Tamil Nadu,+918056333955,sales@embien.com,sida,https://sidatn.org/members,2026-08-19,
Deity Technologies,deitytech.com,listed,Madurai,Tamil Nadu,+918680996597,sankar@deitytech.com,sida,https://sidatn.org/members,2026-08-19,
Fat Mac Technologies,fatmactech.com,listed,Madurai,Tamil Nadu,+919566647878,vijay@fatmactech.com,sida,https://sidatn.org/members,2026-08-19,
Galaxy Infotech,galaxyinfotech.co,listed,Madurai,Tamil Nadu,+914522970225,adm.gfs@gmail.com,sida,https://sidatn.org/members,2026-08-19,
Graspear Solutions Private Limited,graspear.com,listed,Madurai,Tamil Nadu,+918610112364,info@graspear.com,sida,https://sidatn.org/members,2026-08-19,
iCanD ( VIRUDHUNAGAR SOFTWARE ANALYSIS PRIVATE LIMITED ),icand.in,listed,Madurai,Tamil Nadu,+917094433601,sales@icand.in,sida,https://sidatn.org/members,2026-08-19,
Immaculate Data Solutions Private Limited,upwork.com,listed,Madurai,Tamil Nadu,+917708741111,veekarthi@gmail.com,sida,https://sidatn.org/members,2026-08-19,
Larch Technologies,larch.in,listed,Madurai,Tamil Nadu,+919884164415,arumugam@larch.in,sida,https://sidatn.org/members,2026-08-19,
Mastermind Consultancy Services,mastermindtechies.com,listed,Madurai,Tamil Nadu,+919940055633,subbu.p@mastermindtechies.com,sida,https://sidatn.org/members,2026-08-19,
Oyyar Consulting Service,oyyar.com,listed,Madurai,Tamil Nadu,+919791696828,yeshwanthrao@oyyar.com,sida,https://sidatn.org/members,2026-08-19,
Ramar Tech,ramartech.info,listed,Madurai,Tamil Nadu,+919843050623,prabhuram@ramartech.co.in,sida,https://sidatn.org/members,2026-08-19,
Saravana Infotech,ungal.com,listed,Madurai,Tamil Nadu,+914524243034,director@saravanainfotech.com,sida,https://sidatn.org/members,2026-08-19,
SCMAI Digital,scmaidigital.com,listed,Madurai,Tamil Nadu,+919003522205,muthukumaran@scmaidigital.com,sida,https://sidatn.org/members,2026-08-19,
SEM-N-SEO,sem-n-seo.com,listed,Madurai,Tamil Nadu,+919003098432,rathnaraj@sem-n-seo.com,sida,https://sidatn.org/members,2026-08-19,
Seyamesh Solution (Trinityedures),,backfill_needed,Madurai,Tamil Nadu,+919940892824,seyamesh91@gmail.com,sida,https://sidatn.org/members,2026-08-19,
Sri Rajalakshmi IT Solutions,,backfill_needed,Madurai,Tamil Nadu,+919894662849,saravanan@aarelit.com,sida,https://sidatn.org/members,2026-08-19,
SystimaNX IT Solutions Private Limited,,backfill_needed,Madurai,Tamil Nadu,+919840082443,lchandrakanth@systimanx.com,sida,https://sidatn.org/members,2026-08-19,
TEMPLE CITY TECHNOLOGIES PRIVATE LIMITED,templecitytech.com,listed,Madurai,Tamil Nadu,+919894662845,saravanan@templecitytech.com,sida,https://sidatn.org/members,2026-08-19,
V3 Analytics Private Limited,v3analytics.in,listed,Madurai,Tamil Nadu,+919384105631,gideon@v3analytics.in,sida,https://sidatn.org/members,2026-08-19,
V Connect Management Services,,backfill_needed,Madurai,Tamil Nadu,+917639000999,info@allvconnect.com,sida,https://sidatn.org/members,2026-08-19,
Techmango Consulting Services Private Ltd,bautomate.com,listed,Madurai,Tamil Nadu,,business@bautomate.com,sida,https://sidatn.org/members,2026-08-19,
Vinga Software Solutions Private Limited,vinga.biz,listed,Trichy,Tamil Nadu,+919943500611,business@vinga.biz,sida,https://sidatn.org/members,2026-08-19,
WAIOZ Consultancy Services,waioz.com,listed,Madurai,Tamil Nadu,+917339586637,wahab@waioz.com,sida,https://sidatn.org/members,2026-08-19,
Avgira Technologies India Private Limited,avgira.com,listed,Madurai,Tamil Nadu,+919363468092,avgiraindia@gmail.com,sida,https://sidatn.org/members,2026-08-19,
Zlendo Technologies Private Limited,zlendo.com,listed,Madurai,Tamil Nadu,+919037977475,contact@zlendo.com,sida,https://sidatn.org/members,2026-08-19,
DSS Private Limited,sisn.com,listed,Madurai,Tamil Nadu,6783802267,info@sisn.com,sida,https://sidatn.org/members,2026-08-19,
Analytics Aura Private Limited,analyticsaura.com,listed,Madurai,Tamil Nadu,+917358070050,letsconnect@analyticsaura.com,sida,https://sidatn.org/members,2026-08-19,
Meditechnos Solutions Private limited,meditechnos.com,listed,Chennai,Tamil Nadu,+919597395294,company@meditechnos.com,sida,https://sidatn.org/members,2026-08-19,
Vinga Software Solutions Private Limited,psyec.edu.in,listed,Sivagangai,Tamil Nadu,+919842102628,info@psyec.edu.in,sida,https://sidatn.org/members,2026-08-19,
Techmango IT Solutions,techmango.net,listed,Chennai,Tamil Nadu,+917418888789,business@techmango.net,sida,https://sidatn.org/members,2026-08-19,
Vijay Global Services,,backfill_needed,Madurai,Tamil Nadu,+917418888789,ats@innomaint.com,sida,https://sidatn.org/members,2026-08-19,
Wink Technologies,downloadwink.com,listed,Madurai,Tamil Nadu,,support@downloadwink.com,sida,https://sidatn.org/members,2026-08-19,
Bigdbiz Solutions Pivate Limited,bigdbiz.com,listed,Madurai,Tamil Nadu,+919884616569,contactus@bigdbiz.in,sida,https://sidatn.org/members,2026-08-19,
BlueGenie Technologies Private Limited,bluegenietech.com,listed,Madurai,Tamil Nadu,+914524393878,admin@bluegenietech.com,sida,https://sidatn.org/members,2026-08-19,
iSQUARE Business Solution Private Limited,isquarebs.com,listed,Madurai,Tamil Nadu,+918012005000,reach@isquarebs.com,sida,https://sidatn.org/members,2026-08-19,
HasoTechnology,hasotech.com,listed,Madurai,Tamil Nadu,+917010662317,info@hasotech.com,sida,https://sidatn.org/members,2026-08-19,
V S Innovations,vsindigital.com,listed,Madurai,Tamil Nadu,+919786140614,senthil@vsindigital.com,sida,https://sidatn.org/members,2026-08-19,
iTianz (Software Solution),itianz.com,listed,Madurai,Tamil Nadu,+914524393977,admin@itianz.com,sida,https://sidatn.org/members,2026-08-19,
Beavoice Infotech Private Limited,beavoiceinfotech.com,listed,Madurai,Tamil Nadu,+918939608135,beavoiceinfotech@gmail.com,sida,https://sidatn.org/members,2026-08-19,
Ravenan Technologies,ravenan.com,listed,Aruppukottai,Tamil Nadu,+918925857273,hello@ravenantech.com,sida,https://sidatn.org/members,2026-08-19,
Sai Technologies,saitechnologies.in,listed,Madurai,Tamil Nadu,+919597799994,info@saitechnologies.in,sida,https://sidatn.org/members,2026-08-19,
BS Teknology Private Limited,bsteknology.com,listed,Madurai,Tamil Nadu,+919047005822,support@bsteknology.com,sida,https://sidatn.org/members,2026-08-19,
ConsoTree,consotree.org,listed,Madurai,Tamil Nadu,+919626762999,contact@consotree.org,sida,https://sidatn.org/members,2026-08-19,
Satsang Technologies,satsangtechnologies.com,listed,Madurai,Tamil Nadu,+917200600672,admin@satsangtechnologies.com,sida,https://sidatn.org/members,2026-08-19,
Uplogic Technologies PVT LTD,uplogictech.com,listed,Madurai,Tamil Nadu,+919600695595,contact@uplogictech.com,sida,https://sidatn.org/members,2026-08-19,
UFours IT Solution Private Limited,ufours.com,listed,Madurai,Tamil Nadu,+919025257995,info@ufours.com,sida,https://sidatn.org/members,2026-08-19,
UVS Cube Infotech Private Limited,uvscube.com,listed,Madurai,Tamil Nadu,+916374576389,info@uvscube.com,sida,https://sidatn.org/members,2026-08-19,
Tech Gazebo Solutions Private Limited,techgazebos.com,listed,Madurai,Tamil Nadu,+918870673557,support@techgazebos.com,sida,https://sidatn.org/members,2026-08-19,
Dot Com Infoway,dotcominfoway.com,listed,Madurai,Tamil Nadu,+914522522257,ask@dotcominfoway.com,sida,https://sidatn.org/members,2026-08-19,
Thangamayil Limited,thangamayil.com,listed,Madurai,Tamil Nadu,+9104522565553,care@thangamayil.com,sida,https://sidatn.org/members,2026-08-19,
