source,name,city,website,domain,founded_year,size_band,band_label,headcount,headcount_unknown,whale_candidate,staffing_mix,pre2024_grade,pre2024_evidence,pre2024_confidence,dev_wording,dev_quote,qa_only,owned_ip,ownip_quote,jd_chars,repo_host_hits,review_gate_hits,cicd_hits,nongit_hits,jd_quote,extraction_verified,contact_name,contact_title,contact_linkedin,identity_status,hc_num,score,years_active,domain_age_key,lane_reason
nasscom,GEP Solutions Pvt Ltd,Navi Mumbai,http://www.gep.com,gep.com,,,,,True,False,False,EXISTED_2COR,nasscom_harvest=nasscom:PROVEN; wayback=20230601,Verified,0,,0,0,,41043,0,0,0,0,pre-2024: proven,False,Roshan Mukandlal Makhija,Whole-Time Director,,identity_name_only,,35,0,,zero signals unverified after re-crawl
nasscom,SLR Infotech Pvt Ltd,Chandigarh(CH),http://www.slrinfotech.org,slrinfotech.org,,,,,True,False,False,PROVEN_EQUIV,nasscom_harvest=nasscom:PROVEN; wayback=20230528,Verified,1,pplications and build a strong foundation in software development. Explore Our Complete Ra,0,0,,40384,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,35,0,2026-03-06,zero signals unverified after re-crawl
nasscom,Allegis Services (India) Private Limited (Actalent),Bengaluru,http://www.easi.com,easi.com,,,,,True,False,False,PROVEN_EQUIV,nasscom_harvest=nasscom:PROVEN; wayback=20210608,Verified,1,uring Engineering Sciences Services Clinical Development Services Scientific Support Servi,0,0,,33281,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,35,0,,zero signals unverified after re-crawl
nasscom,Transaction Network Services Communications India Private Limited,Noida,https://tnsi.com,tnsi.com,,,,,True,False,False,EXISTED_2COR,nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; wayback=20230603,Verified,0,,0,0,,26248,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,35,0,,zero signals unverified after re-crawl
nasscom,Sustainable Outreach and Universal Leadership Limited,Bhubaneswar,http://www.soulunileaders.com/,soulunileaders.com,,,,,True,False,False,EXISTED_2COR,rdap=2021-02-02; copyright_footer=2023; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2021,Verified,1,"mation. With expertise in IT infrastructure, software development, and business process ou",0,0,,26002,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,35,5,2021-02-02,zero signals unverified after re-crawl
nasscom,Mikro Grafeio Services Private Limited,Coimbatore,https://www.mikrografeio.com/,mikrografeio.com,,,,,True,False,False,EXISTED_2COR,rdap=2020-12-16; copyright_footer=2021; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; wayback=20230530,Verified,0,,0,0,,25102,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,35,6,2020-12-16,zero signals unverified after re-crawl
nasscom,Millowsatya Services Private Limited,Dehradun,http://www.millow.io,millow.io,,,,,True,False,False,EXISTED_2COR,nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; wayback=20230605,Verified,0,,0,0,,23887,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,35,0,,zero signals unverified after re-crawl
nasscom,Altius Strategic Consulting Private Limited,Patiala,https://www.altius.us/,altius.us,,,,,True,False,False,EXISTED_2COR,nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; wayback=20230303,Verified,0,,0,0,,20603,0,0,0,0,pre-2024: existed no sw wording | site mentions cicd,False,,,,identity_pending,,35,0,,zero signals unverified after re-crawl
nasscom,SimCorp India LLP,Gautam Buddha Nagar,https://www.simcorp.com/,simcorp.com,,,,,True,False,False,EXISTED_2COR,nasscom_harvest=nasscom:PROVEN; wayback=20230604,Verified,0,,0,0,,20250,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,35,0,,zero signals unverified after re-crawl
nasscom,Onward Technologies Ltd,Mumbai,http://www.onwardgroup.com,onwardgroup.com,,,,,True,False,False,DOMAIN_ONLY,nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING,Verified,1,sence CSR Services Digital Services Embedded Product Engineering Mechanical Product Engine,0,1,forms and systems engineering to fast-track your product deployment. Learn More --> Mechan,16508,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,35,0,,zero signals unverified after re-crawl
nasscom,Digiveda Innovations LLP,Gautam Buddha Nagar,https://digiveda.io/,digiveda.io,,,,,True,False,False,DOMAIN_ONLY,nasscom_harvest=nasscom:PROVEN,Verified,1,(MDM) Pages About Us Contact Us Our Services Product Development AI Solutions Cloud Servic,0,1,sforming Businesses with AI &amp; Cloud Home Our Products New Visitor-Management-System Ve,8429,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,35,0,,zero signals unverified after re-crawl
nasscom,Friends Color Images Private Limited,Noida,https://www.fci-ccm.com,fci-ccm.com,,,,,True,False,False,EXISTED_2COR,rdap=2015-01-20; nasscom_harvest=nasscom:PROVEN: 2023-06 snapshot adverti,Verified,0,,0,0,,906785,0,0,0,0,"tier_gold_evidence: 2023 snapshot lists Software Development, Managed IT | jd: 894k chars ",False,,,,identity_pending,,32,11,2015-01-20,zero signals unverified after re-crawl
nasscom,AugustCode Solutions Private Limited,Surat,http://www.augustinfotech.com,augustinfotech.com,,,,,True,False,False,EXISTED_2COR,rdap=2006-11-01; nasscom_harvest=nasscom:PROVEN; rdap:2006-11-01,Verified,0,,0,0,,892396,0,0,0,0,pre-2024: proven | site mentions cicd,False,,,,identity_pending,,32,20,2006-11-01,zero signals unverified after re-crawl
nasscom,Nettantra Technologies (India) Private Limited,Bhubaneswar,https://www.nettantra.com/,nettantra.com,,,,,True,False,False,EXISTED_2COR,rdap=2009-03-22; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2009-03-22,Verified,0,,0,0,,879247,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,32,17,2009-03-22,zero signals unverified after re-crawl
nasscom,Western Union Services India Private Limited,Pune,https://www.westernunion.com/in,westernunion.com,,,,,True,False,False,EXISTED_2COR,rdap=1995-10-08; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:1995-10-08,Verified,0,,0,0,,806938,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,32,31,1995-10-08,zero signals unverified after re-crawl
nasscom,Del Cap Managed Services India Private Limited,Bengaluru,https://www.deltacapita.com/,deltacapita.com,,,,,True,False,False,EXISTED_2COR,rdap=2009-11-30; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2009,Verified,0,,0,0,,639161,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,32,17,2009-11-30,zero signals unverified after re-crawl
nasscom,MetClouds Technologies Private Limited,Ernakulam,https://metclouds.com,metclouds.com,,,,,True,False,False,EXISTED_2COR,rdap=2010-01-08; nasscom_harvest=nasscom:PROVEN; rdap:2010-01-08,Verified,0,,0,0,,613890,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,32,16,2010-01-08,zero signals unverified after re-crawl
nasscom,Idox India Private Limited,Pune,http://www.idoxgroup.com,idoxgroup.com,,,,,True,False,False,EXISTED_2COR,rdap=2002-11-05; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2002-11-05,Verified,0,,0,0,,544828,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,32,24,2002-11-05,zero signals unverified after re-crawl
nasscom,Ameriprise India LLP,Gurugram,http://www.ameriprise.com,ameriprise.com,,,,,True,False,False,EXISTED_2COR,rdap=1999-12-08; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:1999,Verified,0,,0,0,,509900,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,32,27,1999-12-08,zero signals unverified after re-crawl
nasscom,Infineon Technologies India Private Limited,Bengaluru,http://www.infineon.com,infineon.com,,,,,True,False,False,EXISTED_2COR,rdap=1999-02-12; nasscom_harvest=nasscom:PROVEN; rdap:1999-02-12,Verified,0,,0,0,,200359,0,0,0,0,pre-2024: proven,False,Vinay Balkrishna Shenoy,Managing Director,,identity_name_only,,32,27,1999-02-12,zero signals unverified after re-crawl
nasscom,Stic Soft E-Solutions Private Limited,Hyderabad,https://www.sticsoftsolutions.com/,sticsoftsolutions.com,,,,,True,False,False,EXISTED_2COR,rdap=2017-03-14; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2017-03-14,Verified,1,s towards success. STIC Solutions Customized Application Development We specialize in deve,0,0,,195637,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,32,9,2017-03-14,zero signals unverified after re-crawl
nasscom,SG Analytics Private Limited,Pune,http://www.sganalytics.com,sganalytics.com,,,,,True,False,False,EXISTED_2COR,rdap=2007-03-23; nasscom_harvest=nasscom:PROVEN downgraded to +10 - the 2,Verified,1,search Circle of Experts Market Segmentation Product Development Research Consumer Behavio,0,0,,184180,0,0,0,0,Wayback 2023: 'Analytics and ESG Company ... Services Industries Case Studies' | Site: 'IS,False,,,,identity_pending,,32,19,2007-03-23,zero signals unverified after re-crawl
nasscom,YASH Technologies Pvt Ltd,Hyderabad,http://www.yash.com,yash.com,,,,,True,False,False,EXISTED_2COR,rdap=1996-08-12; nasscom_harvest=nasscom:PROVEN; rdap:1996-08-12,Verified,1,M365 Enterprise Modernization - Azure Rapid Application Development Zero Code Applications,0,0,,174340,0,0,0,0,pre-2024: proven | site mentions cicd,False,,,,identity_pending,,32,30,1996-08-12,zero signals unverified after re-crawl
nasscom,Techno Developers Group,Siliguri,https://www.technodg.com,technodg.com,,,,,True,False,False,EXISTED_2COR,rdap=2001-07-12; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2001,Verified,1,ected by 2026? The Advantages of Outsourcing Software Development : YouTube says it will t,0,0,,151739,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,32,25,2001-07-12,zero signals unverified after re-crawl
nasscom,Fragomen Immigration Services India Private Limited,New Delhi,http://www.fragomen.com,fragomen.com,,,,,True,False,False,EXISTED_2COR,rdap=1996-06-27; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:1996,Verified,0,,0,0,,137521,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,32,30,1996-06-27,zero signals unverified after re-crawl
nasscom,REAGCC Technology Services Private Limited,Gurugram,https://www.rea-group.com/,rea-group.com,,,,,True,False,False,EXISTED_2COR,rdap=2006-05-17; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2006,Verified,0,,0,0,,131049,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,32,20,2006-05-17,zero signals unverified after re-crawl
nasscom,T-Systems Information and Communication Technology India Private Limited,Pune,http://www.t-systems.com/,t-systems.com,,,,,True,False,False,EXISTED_2COR,rdap=1996-11-19; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:1996,Verified,0,,0,0,,128471,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,32,30,1996-11-19,zero signals unverified after re-crawl
nasscom,Researchwire Knowledge Solutions Private Limited,Navi Mumbai,https://www.researchwire.in/,researchwire.in,,,resolved:157,157,False,False,False,EXISTED_2COR,rdap=2010-12-04; nasscom_harvest=nasscom:PROVEN downgraded to +10 - the 2,Verified,1,actively involved in advising clients on new product development strategies and technology,0,0,,127880,0,0,0,0,Wayback 2023: 'Patent Portfolio Management ... Patent Search | Litigation Support' | Site:,False,,,,identity_pending,157,32,16,2010-12-04,zero signals unverified after re-crawl
nasscom,Nationwide Global Services Center Private Limited,Hyderabad,https://www.nationwide.com,nationwide.com,,,,,True,False,False,EXISTED_2COR,rdap=1994-03-04; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:1994-03-04,Verified,0,,0,0,,126215,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,32,32,1994-03-04,zero signals unverified after re-crawl
nasscom,Protiviti India Member Private Limited,Gurugram,https://www.protiviti.com/in-en,protiviti.com,,,,,True,False,False,EXISTED_2COR,rdap=2002-01-22; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2002-01-22,Verified,0,,0,0,,126155,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,32,24,2002-01-22,zero signals unverified after re-crawl
nasscom,Black Box Limited,Mumbai,https://www.blackbox.com,blackbox.com,,,,,True,False,False,EXISTED_2COR,rdap=1994-08-24; nasscom_harvest=nasscom:UNKNOWN,Verified,1,ners Services Overview Professional Services Application Development &amp; Integration Fie,0,0,,123442,0,0,0,0,pre-2024: unknown | site mentions cicd,False,,,,identity_pending,,32,32,1994-08-24,zero signals unverified after re-crawl
nasscom,Johnson Controls (India) Private Limited,Bengaluru,https://www.johnsoncontrols.com,johnsoncontrols.com,,,,,True,False,False,EXISTED_2COR,rdap=1995-10-23; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:1995-10-23,Verified,0,,0,0,,122717,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,32,31,1995-10-23,zero signals unverified after re-crawl
nasscom,Novartis Development IT (A Div. of Novartis Healthcare Pvt Ltd),Hyderabad,http://www.novartis.com,novartis.com,,,,,True,False,False,EXISTED_2COR,rdap=1996-04-02; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:1996,Verified,0,,0,0,,122478,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,32,30,1996-04-02,zero signals unverified after re-crawl
nasscom,Workday India Private Limited,Pune,https://www.workday.com/,workday.com,,,,,True,False,False,EXISTED_2COR,rdap=2001-09-13; nasscom_harvest=nasscom:PROVEN; rdap:2001-09-13,Verified,0,,0,0,,122393,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,32,25,2001-09-13,zero signals unverified after re-crawl
nasscom,Epicor Software India Private Limited,Bengaluru,http://www.epicor.com,epicor.com,,,,,True,False,False,EXISTED_2COR,rdap=1999-01-11; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:1999-01-11,Verified,0,,0,0,,122204,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,32,27,1999-01-11,zero signals unverified after re-crawl
nasscom,Shivamtech Engineering Design Private Limited,Pune,http://www.shivamtech.com,shivamtech.com,,,,,True,False,False,EXISTED_2COR,"rdap=2004-03-01; nasscom_harvest=nasscom:PROVEN - 20220601 snapshot, but ",Verified,1,l Engineering Domain Experitise Capabilities Product Engineering Domain Experitise Capabil,0,0,,122109,0,0,0,0,JD 'bitbucket'/'jenkins'/'git' hits are FontAwesome CSS class names | Site: 'Leaders in Pr,False,,,,identity_pending,,32,22,2004-03-01,zero signals unverified after re-crawl
nasscom,Softdel Systems Private Limited,Pune,http://www.softdel.com,softdel.com,,,,,True,False,False,EXISTED_2COR,rdap=1999-10-28; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:1999-10-28,Verified,1,Over IP Simulation System Buy Boss Services Product Engineering Device Engineering IoT Sol,0,0,,121266,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,32,27,1999-10-28,zero signals unverified after re-crawl
nasscom,Nagarro Software Pvt Ltd,Gurugram,http://www.nagarro.com,nagarro.com,,,,,True,False,False,EXISTED_2COR,rdap=1999-04-16; nasscom_harvest=nasscom:PROVEN; rdap:1999-04-16,Verified,1,"ness outcomes at scale. Intelligent products Build products that learn, adapt, anticipate,",0,0,,121021,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,32,27,1999-04-16,zero signals unverified after re-crawl
nasscom,Kongsberg Digital Software And Services Pvt Ltd,Bengaluru,http://www.kongsberg.com,kongsberg.com,,,,,True,False,False,EXISTED_2COR,rdap=1996-11-17; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:1996,Verified,0,,0,0,,120996,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,32,30,1996-11-17,zero signals unverified after re-crawl
nasscom,Cloudflare Capability Center (India) Private Limited,Bengaluru,https://www.cloudflare.com,cloudflare.com,,,,,True,False,False,EXISTED_2COR,rdap=2009-02-17; nasscom_harvest=nasscom:PROVEN,Verified,0,,0,0,,120589,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,32,17,2009-02-17,zero signals unverified after re-crawl
nasscom,Sesame Group India Private Limited,Gurugram,http://www.sbg.co.uk,sbg.co.uk,,,,,True,False,False,EXISTED_2COR,rdap=2003-12-17; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2003,Verified,0,,0,0,,118409,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,32,23,2003-12-17,zero signals unverified after re-crawl
nasscom,Walsons Services Pvt Ltd,Gurugram,http://www.securitas.in,securitas.in,,,,,True,False,False,EXISTED_2COR,rdap=2006-01-30; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2006,Verified,0,,0,0,,113161,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,32,20,2006-01-30,zero signals unverified after re-crawl
nasscom,KRO Brandpeck Private Limited,Bhubaneswar,https://thetechnovate.com/,thetechnovate.com,,,,,True,False,False,EXISTED_2COR,rdap=2018-10-18; nasscom_harvest=nasscom:PROVEN; rdap:2018-10-18,Verified,1,Technovate - Leading Software Development Company In India Solutions Technologies Indu,0,0,,112914,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,32,8,2018-10-18,zero signals unverified after re-crawl
nasscom,Berkadia Services India Pvt Ltd,Hyderabad,http://www.berkadia.com,berkadia.com,,,,,True,False,False,EXISTED_2COR,rdap=2009-09-02; nasscom_harvest=nasscom:PROVEN; rdap:2009-09-02,Verified,0,,0,0,,97665,0,0,0,0,pre-2024: proven,False,Sudipto Mukherjee,Country Head and Managing Director,,identity_name_only,,32,17,2009-09-02,zero signals unverified after re-crawl
nasscom,Vegazva Technologies Private Limited,Gurugram,http://www.vegazva.com,vegazva.com,,,,,True,False,False,EXISTED_2COR,rdap=2013-07-24; nasscom_harvest=nasscom:PROVEN; rdap:2013-07-24,Verified,1,ering Services Pods Plant Design Engineering Product Engineering Structural Steel Design &,0,0,,97640,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,32,13,2013-07-24,zero signals unverified after re-crawl
nasscom,Delaware Digital Private Limited,New Delhi,https://www.delaware.pro/en-in,delaware.pro,,,,,True,False,False,EXISTED_2COR,rdap=2012-05-04; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2012,Verified,1,"and every day. Whether you’re interested in software development, business processes or da",0,0,,96655,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,32,14,2012-05-04,zero signals unverified after re-crawl
nasscom,Gujarat Narmada Valley Fertilizers & Chemicals Ltd,Gandhinagar,http://www.gnfc.in,gnfc.in,,,,,True,False,False,EXISTED_2COR,rdap=2005-02-16; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING: 2023-06-0,Verified,0,,0,0,,95927,0,0,0,0,"Site: fertilizer and chemicals complex, ISO 14001/45001/50001 plant certs | 96k chars of J",False,,,,identity_pending,,32,21,2005-02-16,zero signals unverified after re-crawl
nasscom,IDS Infotech Ltd,Mohali,http://www.idsil.com,idsil.com,,,,,True,False,False,EXISTED_2COR,rdap=1997-08-19; nasscom_harvest=nasscom:PROVEN; rdap:1997-08-19,Verified,0,,0,0,,95491,0,0,0,0,pre-2024: proven,False,Partap Krishan Aggarwal,"Founder, Chief Executive Officer, and Managing Director",,identity_name_only,,32,29,1997-08-19,zero signals unverified after re-crawl
nasscom,Russell Reynolds Associates India Private Limited,Gurugram,http://www.russellreynolds.com,russellreynolds.com,,,,,True,False,False,EXISTED_2COR,rdap=1997-11-18; nasscom_harvest=nasscom:PROVEN; rdap:1997-11-18,Verified,0,,0,0,,92040,0,0,0,0,pre-2024: proven | site mentions cicd,False,,,,identity_pending,,32,29,1997-11-18,zero signals unverified after re-crawl
nasscom,Aress Software & Education Technologies Private Limited,Nasik,http://www.aress.com,aress.com,,,,,True,False,False,EXISTED_2COR,rdap=2011-09-05; nasscom_harvest=nasscom:PROVEN - 2022-06 snapshot advert,Verified,1,"--> Aress | Managed IT Services & Software Development Company , before CSS links --> --> ",0,0,,92037,0,0,0,0,"Site: 'ISO, CMMi Level 3 Processes' and 'ISO 27001:2022' own certifications | Site: 'How w",False,Rahul Malhotra,Founder and CEO,,identity_name_only,,32,15,2011-09-05,zero signals unverified after re-crawl
nasscom,Axiro Semiconductor Private Limited,Bengaluru,https://www.axiro.com/en,axiro.com,,,,,True,False,False,EXISTED_2COR,rdap=2017-11-24; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2017-11-24,Verified,0,,0,0,,91975,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,32,9,2017-11-24,zero signals unverified after re-crawl
nasscom,Manhattan Associates (India) Development Centre Pvt Ltd,Bengaluru,http://www.manh.com,manh.com,,,,,True,False,False,EXISTED_2COR,rdap=1998-07-23; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:1998,Verified,0,,0,0,,88197,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,32,28,1998-07-23,zero signals unverified after re-crawl
nasscom,HTC Global Services (India) Pvt Ltd,Chennai,http://www.htcinc.com,htcinc.com,,,,,True,False,False,EXISTED_2COR,rdap=1996-12-09; nasscom_harvest=nasscom:UNKNOWN,Verified,1,"Agentic AI, Digital Transformation &amp; Software Development Services | HTC Global Servic",0,0,,87626,0,0,0,0,pre-2024: unknown,False,,,,identity_pending,,32,30,1996-12-09,zero signals unverified after re-crawl
nasscom,Compunnel Technology India Pvt Ltd,Noida,http://www.infoprolearning.com,infoprolearning.com,,,,,True,False,False,EXISTED_2COR,rdap=2006-09-05; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2006-09-05,Verified,0,,0,0,,85695,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,32,20,2006-09-05,zero signals unverified after re-crawl
nasscom,Progress Software Development Pvt Ltd,Hyderabad,https://www.progress.com,progress.com,,,,,True,False,False,EXISTED_2COR,rdap=1990-07-19; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:1990,Verified,0,,0,0,,84216,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,32,36,1990-07-19,zero signals unverified after re-crawl
nasscom,Smith & Nephew GBS Private Limited,Pune,https://www.smith-nephew.com/,smith-nephew.com,,,,,True,False,False,EXISTED_2COR,rdap=1995-10-02; nasscom_harvest=nasscom:PROVEN; rdap:1995-10-02,Verified,0,,0,0,,76470,0,0,0,0,pre-2024: proven | site mentions cicd,False,,,,identity_pending,,32,31,1995-10-02,zero signals unverified after re-crawl
nasscom,Hoonar Tekwurks Private Limited,Pune,https://hoonartek.com,hoonartek.com,,,,,True,False,False,EXISTED_2COR,rdap=2010-02-23; nasscom_harvest=nasscom:PROVEN; rdap:2010-02-23,Verified,0,,0,0,,75492,0,0,0,0,pre-2024: proven | site mentions cicd,False,,,,identity_pending,,32,16,2010-02-23,zero signals unverified after re-crawl
nasscom,Epicenter Technologies Pvt Ltd,Mumbai,http://epicentertechnology.com,epicentertechnology.com,,,,,True,False,False,EXISTED_2COR,rdap=2000-07-31; nasscom_harvest=nasscom:DOMAIN_ONLY: domain registered 2,Verified,1,lutions AI &amp; Digital Services Enterprise Application Development Staff Augmentation Kn,0,0,,73329,0,0,0,0,"Site: 'one of the pioneering BPOs in India' — BPO core | Site: ISO 9001, 22301, 27001, PCI",False,,,,identity_pending,,32,26,2000-07-31,zero signals unverified after re-crawl
nasscom,Tietoevry India Private Limited,Pune,http://www.tieto.in,tieto.in,,,,,True,False,False,EXISTED_2COR,rdap=2007-08-22; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:2007,Verified,1,s Software Engineer Job Area Application and Product Development Function Tieto Banktech T,0,0,,72434,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,32,19,2007-08-22,zero signals unverified after re-crawl
nasscom,Magneto IT Solutions Private Limited,Pune,https://magnetoitsolutions.com/,magnetoitsolutions.com,,,,,True,False,False,EXISTED_2COR,rdap=2011-08-16; nasscom_harvest=nasscom:PROVEN; rdap:2011-08-16,Verified,1,Data Management (MDM) eCommerce Development Software Development Mobile Application Develo,0,0,,72318,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,32,15,2011-08-16,zero signals unverified after re-crawl
nasscom,Ascentt AITek Private Limited,Indore,https://ascentt.com/,ascentt.com,,,resolved:211,211,False,True,False,EXISTED_2COR,rdap=2004-08-04; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2004-08-04,Verified,0,,0,0,,71475,0,0,0,0,pre-2024: domain only | site mentions cicd,False,,,,identity_pending,211,32,22,2004-08-04,zero signals unverified after re-crawl
nasscom,Version 1 Services Private Limited,Bengaluru,https://www.version1.com,version1.com,,,,,True,False,False,EXISTED_2COR,rdap=1997-11-03; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:1997,Verified,0,,0,0,,70078,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,32,29,1997-11-03,zero signals unverified after re-crawl
nasscom,Strategic Research Insights LLP,Chennai,https://srinsights.com,srinsights.com,,,,,True,False,False,EXISTED_2COR,rdap=2006-12-11; nasscom_harvest=nasscom:UNKNOWN,Verified,0,,0,0,,69650,0,0,0,0,pre-2024: unknown | site mentions cicd,False,,,,identity_pending,,32,20,2006-12-11,zero signals unverified after re-crawl
nasscom,CGI Information Systems and Management Consultants Pvt Ltd,Bengaluru,http://www.cgi.com,cgi.com,,,,,True,False,False,EXISTED_2COR,rdap=1987-01-19; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:1987-01-19,Verified,0,,0,0,,69454,0,0,0,0,pre-2024: domain only,False,,,,identity_pending,,32,39,1987-01-19,zero signals unverified after re-crawl
nasscom,ROSTAN Technologies Private Limited,Gurugram,http://www.rostantechnologies.com,rostantechnologies.com,,,,,True,False,False,EXISTED_2COR,rdap=2018-05-16; nasscom_harvest=nasscom:DOMAIN_ONLY; rdap:2018-05-16,Verified,1,tform Build Enterprise Apps 20x Faster Rapid Application Development with Oracle APEX Rapi,0,0,,63741,0,0,0,0,pre-2024: domain only | site mentions cicd,False,,,,identity_pending,,32,8,2018-05-16,zero signals unverified after re-crawl
nasscom,Dev Accelerator Limited,Ahmedabad,https://www.devx.work,devx.work,,,,,True,False,False,EXISTED_2COR,rdap=2018-01-16; nasscom_harvest=nasscom:PROVEN; rdap:2018-01-16,Verified,0,,0,0,,63095,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,32,8,2018-01-16,zero signals unverified after re-crawl
nasscom,Macquarie Global Services Private Limited,Gurugram,https://www.macquarie.com/in/corporate,macquarie.com,,,,,True,False,False,EXISTED_2COR,rdap=1998-09-19; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:1998,Verified,0,,0,0,,61457,0,0,0,0,pre-2024: existed no sw wording | site mentions cicd,False,,,,identity_pending,,32,28,1998-09-19,zero signals unverified after re-crawl
nasscom,Nisum Consulting Private Limited,Hyderabad,http://www.nisum.com,nisum.com,,,,,True,False,False,EXISTED_2COR,rdap=2000-01-03; nasscom_harvest=nasscom:PROVEN; rdap:2000-01-03,Verified,1,"tion, and support—combining tech consulting, software development, and business expertise ",0,0,,59538,0,0,0,0,pre-2024: proven,False,,,,identity_pending,,32,26,2000-01-03,zero signals unverified after re-crawl
nasscom,Apollo India Services LLP,Mumbai,http://www.apollo.com,apollo.com,,,,,True,False,False,EXISTED_2COR,rdap=1997-01-30; nasscom_harvest=nasscom:EXISTED_NO_SW_WORDING; rdap:1997,Verified,0,,0,0,,57720,0,0,0,0,pre-2024: existed no sw wording,False,,,,identity_pending,,32,29,1997-01-30,zero signals unverified after re-crawl
