company,domain,cin,founder_name,din,title,linkedin_url,source_1_url,source_1_quote,source_2_url,confidence,identity_status
Heureux Software Solutions (P) Ltd.,heureuxsoftware.com,U72501DL2015PTC280658,Latika Vig,,Director,,https://www.quickcompany.in/company/heureux-software-private-limited,"Follow Latika Vig · Anal Chhibber 2 Directors Company Information CIN ""> Status Activ",,medium,name_only
Nenosystems Consulting Services Ltd,nenosystems.com,U72200MP2007PTC019895,Sunil Sahu,,Director,,https://www.quickcompany.in/company/nenosystems-consulting-services-ltd-private-limited,"Follow Sunil Sahu · Rekha Sahu 2 Directors Company Information CIN ""> Status Activ",,medium,name_only
NSS Private Limited,nssplindia.com,U74999UP2016PTC085546,Puspandra Kumar,,Director,,https://www.quickcompany.in/company/nss-private-limited-private-limited,"Follow Puspandra Kumar · Priyanka Kumari 4 Directors Company Information CIN ""> Status Activ",,medium,name_only
Solis Technology Private Limited,solistechnology.in,U72900DL2018PTC339313,Yogender Sen Manchanda,,Director,,https://www.quickcompany.in/company/solis-technology-private-limited-private-limited,"Follow Yogender Sen Manchanda · Neeraj Thakur 3 Directors Company Information CIN ""> Status Activ",,medium,name_only
Codewave,codewave.com,U62099MP2023PTC066169,Pradeep Haldar,,Director,,https://www.quickcompany.in/company/codewave-private-limited,"Follow Pradeep Haldar · Sanjay Das 2 Directors Company Information CIN ""> Status Activ",,medium,name_only
Naapbooks Limited,naapbooks.com,U72900GJ2017PTC096975,Siddharth Chandrakant Soni,,Director,,https://www.quickcompany.in/company/naapbooks-limited-private-limited,"Follow Siddharth Chandrakant Soni · Abhishek... 7 Directors Company Information CIN ""> Status Activ",,medium,name_only
Yugasa Software Labs Private Limited,yugasa.com,U72900KA2019PTC125835,Ganesh Murthy Narayana,,Director,,https://www.quickcompany.in/company/yugasa-software-private-limited,"Follow Ganesh Murthy Narayana · Chetan Sulta... 4 Directors Company Information CIN ""> Status Activ",,medium,name_only
Taasha Tech,taasha.tech,U72900GJ2019PTC108141,Khushru Farookh Doctor,,Director,,https://www.quickcompany.in/company/taasha-tech,"Follow Khushru Farookh Doctor · Pervin Khush... 2 Directors Company Information CIN ""> Status Activ",,medium,name_only
Xmplar Management Solutions,xmplar.in,U80211DL2013PTC247847,Rajumohan Ramasamy,,Director,,https://www.quickcompany.in/company/xmplar-management-solutions-private-limited,"Follow Rajumohan Ramasamy · Amit Kumar Banerji 2 Directors Company Information CIN ""> Status Activ",,medium,name_only
Csquaretech,csquaretech.com,U72900DL2013PTC256536,Gunjan Mishra,,Director,,https://www.quickcompany.in/company/csquaretech-private-limited,"Follow Gunjan Mishra · Gunjan Bansal 3 Directors Company Information CIN ""> Status Strik",,medium,name_only
Nivida,nivida.in,U51909MP2020PTC052580,Priyanka Sharma,,Director,,https://www.quickcompany.in/company/nivida-private-limited,"Follow Priyanka Sharma · Sandeep Sharma 3 Directors Company Information CIN ""> Status Activ",,medium,name_only
Ceredox Technologies Pvt Ltd,ceredox.com,U72200TG2007PTC053095,Leelavathi Saribala,,Director,,https://www.quickcompany.in/company/ceredox-technologies-pvt-ltd-private-limited,"Follow Leelavathi Saribala · Suresh Saribala 4 Directors Company Information CIN ""> Status Activ",,medium,name_only
Supersourcing,supersourcing.com,,Prakaash Palaniswamy,,Director,,https://www.quickcompany.in/company/supersourcing,"Follow Prakaash Palaniswamy · Pavithrra Pala... 2 Directors Company Information CIN ""> Status Activ",,medium,name_only
SISGAIN,sisgain.com,U72900DL2007PTC167396,Satya Kinkar Barik,,Director,,https://www.quickcompany.in/company/sisgain-private-limited,"Follow Satya Kinkar Barik 1 Directors Company Information CIN ""> Status Conve",,medium,name_only
Netclues,netclues.ca,U74999MH2008PTC180253,Neela Nikhil Mehta,,Director,,https://www.quickcompany.in/company/netclues-private-limited,"Follow Neela Nikhil Mehta · Nikhil Rajnikant... 2 Directors Company Information CIN ""> Status Strik",,medium,name_only
Inextrix Technologies Pvt Ltd,inextrix.com,U72300GJ2013PTC077945,Samir Ashokbhai Doshi,,Director,,https://www.quickcompany.in/company/inextrix-technologies-pvt-ltd-private-limited,"Follow Samir Ashokbhai Doshi · Arpit Rajeshk... 4 Directors Company Information CIN ""> Status Activ",,medium,name_only
eSparkBiz Technologies Pvt. Ltd,esparkinfo.com,U72900GJ2013PTC073284,Harikrishna Chandubhai Kundariya,,Director,,https://www.quickcompany.in/company/esparkbiz-technologies-pvt-ltd-private-limited,"Follow Harikrishna Chandubhai Kundariya · Ch... 3 Directors Company Information CIN ""> Status Activ",,medium,name_only
Logzero Technologies Pvt. Ltd,logzerotechnologies.com,U72900DL2011PTC212259,Shakti Kumar,,Director,,https://www.quickcompany.in/company/logzero-technologies-pvt-ltd-private-limited,"Follow Shakti Kumar · . Ashutosh 2 Directors Company Information CIN ""> Status Activ",,medium,name_only
Peerbits,peerbits.com,U72900GJ2012PTC069282,Mohd Ubed Mohanif Pisuwala,,Director,,https://www.quickcompany.in/company/peerbits-private-limited,"Follow Mohd Ubed Mohanif Pisuwala 1 Directors Company Information CIN ""> Status Activ",,medium,name_only
Tangle Solutions Pvt. Ltd.,tanglesolutions.com,U74999UP2017PTC093580,Neeraj Kumar Patel,,Director,,https://www.quickcompany.in/company/tangle-solutions-pvt-ltd-private-limited,"Follow Neeraj Kumar Patel · Rashmi Patel 2 Directors Company Information CIN ""> Status Activ",,medium,name_only
Innotical Solutions Pvt. Ltd.,innotical.com,U72200DL2014PTC271218,Amritansh Alok,,Director,,https://www.quickcompany.in/company/innotical-solutions-pvt-ltd-private-limited,"Follow Amritansh Alok · Prateek Tayal 2 Directors Company Information CIN ""> Status Activ",,medium,name_only
Zoyo Technology,zoyotechnology.com,U74999RJ2017PTC058850,Ashwini Kumar Soni,,Director,,https://www.quickcompany.in/company/zoyo-technology-private-limited,"Follow Ashwini Kumar Soni · Varsha Soni 2 Directors Company Information CIN ""> Status Under",,medium,name_only
Beyond Root Technology,beyondroot.com,U72900PB2022PTC055850,Upma Sharma,,Director,,https://www.quickcompany.in/company/beyond-root-technology-private-limited,"Follow Upma Sharma · Rakesh Sharma 4 Directors Company Information CIN ""> Status Activ",,medium,name_only
Habilelabs Private Limited,habilelabs.io,U72900RJ2016PTC055203,Ankit Dhir,,Director,,https://www.quickcompany.in/company/habilelabs-private-limited-private-limited,"Follow Ankit Dhir · Shankar Lal Morwal 2 Directors Company Information CIN ""> Status Activ",,medium,name_only
Simption Tech Pvt Ltd,simption.com,U72900MP2016PTC041268,Devendra Agarwal,,Director,,https://www.quickcompany.in/company/simption-tech-pvt-ltd-private-limited,"Follow Devendra Agarwal · Rahul Agarwal 2 Directors Company Information CIN ""> Status Activ",,medium,name_only
Techbit Solution Pvt ltd,techbitsolution.com,U72900PB2016PTC045271,Gaurav Rai,,Director,,https://www.quickcompany.in/company/techbit-solution-pvt-ltd-private-limited,"Follow Gaurav Rai · Raman Behl 2 Directors Company Information CIN ""> Status Activ",,medium,name_only
Aryush Infotech India Private Limited,aryushinfotech.com,U74999MP2017PTC042206,Surendra Kumar Sahu,,Director,,https://www.quickcompany.in/company/aryush-infotech-india-private-limited-private-limited,"Follow Surendra Kumar Sahu · Khushboo Pal 2 Directors Company Information CIN ""> Status Activ",,medium,name_only
Cserve Technologies India,cservetech.com,U72200DL2013PTC252175,Vineet Kumar Dwivedi,,Director,,https://www.quickcompany.in/company/cserve-technologies-private-limited,"Follow Vineet Kumar Dwivedi · Pooja Devi 2 Directors Company Information CIN ""> Status Activ",,medium,name_only
Tru Agency,tru.agency,U74999PB2018PTC047517,Rajni Garg,,Director,,https://www.quickcompany.in/company/tru-agency,"Follow Rajni Garg · Anita Rani 3 Directors Company Information CIN ""> Status Activ",,medium,name_only
Mrmmbs Vision,mrmmbsvision.com,U72900RJ2019PTC063729,Shiv Ram Sharma,,Director,,https://www.quickcompany.in/company/mrmmbs-vision-private-limited,"Follow Shiv Ram Sharma · Madhur Sharma 2 Directors Company Information CIN ""> Status Activ",,medium,name_only
Sky Productivity,skyproductivity.com,U72900GJ2008PTC053724,Smitaben Ajaykumar Patel,,Director,,https://www.quickcompany.in/company/sky-productivity-private-limited,"Follow Smitaben Ajaykumar Patel 1 Directors Company Information CIN ""> Status Activ",,medium,name_only
Launchship Technology Solutions Pvt Ltd,launchship.com,U72300TG2011PTC073980,Mruthyunjaya Rao Shetty,,Director,,https://www.quickcompany.in/company/launchship-technology-solutions-pvt-ltd-private-limited,"Follow Mruthyunjaya Rao Shetty · Prameela Mo... 2 Directors Company Information CIN ""> Status Activ",,medium,name_only
Cariva Technologies,carivatechnologies.com,U72300WB2013PTC190784,Mohammad Azharuddin Azam,,Director,,https://www.quickcompany.in/company/cariva-technologies-private-limited,"Follow Mohammad Azharuddin Azam · Athar Ali ... 2 Directors Company Information CIN ""> Status Activ",,medium,name_only
Vistaura,vistaura.com,U72200KA2012PTC062834,Mahesh Mandya Nanjundiah,,Director,,https://www.quickcompany.in/company/vistaura-private-limited,"Follow Mahesh Mandya Nanjundiah · Arun Agasa... 2 Directors Company Information CIN ""> Status Strik",,medium,name_only
Venkanna Software Services Private Limited,amplelogic.com,U72400TG2009PTC065845,Venkanna Choudhary Manne,,Director,,https://www.quickcompany.in/company/venkanna-software-services-private-limited-private-limited,"Follow Venkanna Choudhary Manne · Chandu Pra... 2 Directors Company Information CIN ""> Status Activ",,medium,name_only
Webcraft IT,webcraftit.com,U72300UP2015PTC071559,Prabhat Yadav,,Director,,https://www.quickcompany.in/company/webcraft-it-private-limited,"Follow Prabhat Yadav · Udai Raj Yadav 2 Directors Company Information CIN ""> Status Activ",,medium,name_only
Xebia IT Architects India Private Limited,xebia.com,U72200DL2006PTC146928,Anurag Shrivastava,,Director,,https://www.quickcompany.in/company/xebia-it-architects-india-private-limited-private-limited,"Follow Anurag Shrivastava · Daniel Jacob Ern... 5 Directors Company Information CIN ""> Status Activ",,medium,name_only
Mahiruho Consulting Services Pvt. Ltd.,mahiruho.com,U93000WB2013PTC198782,Tanmoy Mukherjee,,Director,,https://www.quickcompany.in/company/mahiruho-consulting-services-pvt-ltd-private-limited,"Follow Tanmoy Mukherjee · Tapan Kumar Mukherjee 3 Directors Company Information CIN ""> Status Activ",,medium,name_only
Abacus Consultancy Services (I) Pvt Ltd,itsabacus.com,U74140WB1997PTC084917,Gopal Krishna Agarwal,,Director,,https://www.quickcompany.in/company/abacus-consultancy-private-limited,"Follow Gopal Krishna Agarwal · Shreekrishna ... 2 Directors Company Information CIN ""> Status Activ",,medium,name_only
srushty Global Inc,srushty.com,U74120TN2009PTC071629,Maruthachala Mandiram Ponnambalam,,Director,,https://www.quickcompany.in/company/srushty-global-private-limited,"Follow Maruthachala Mandiram Ponnambalam · S... 2 Directors Company Information CIN ""> Status Activ",,medium,name_only
Concinnity Media,concinnitymedia.com,U62013MH2024PTC424482,Saurabh Singh,,Director,,https://www.quickcompany.in/company/concinnity-media-private-limited,"Follow Saurabh Singh · Mariia Kazunina 2 Directors Company Information CIN ""> Status Activ",,medium,name_only
Techcronus Business Solutions,techcronus.com,U65910GJ1992PTC017529,Nitinkumar Chandulal Shah,,Director,,https://www.quickcompany.in/company/techcronus-business-solutions-private-limited,"Follow Nitinkumar Chandulal Shah · Shalin Ni... 3 Directors Company Information CIN ""> Status Activ",,medium,name_only
LinkedIn Technology Information Private Limited,in.linkedin.com,U72900DL2009PTC197503,Keith Ranger Dolliver,,Director,,https://www.quickcompany.in/company/linkedin-technology-information-private-limited-private-limited,"Follow Keith Ranger Dolliver · Benjamin Owen... 6 Directors Company Information CIN ""> Status Activ",,medium,name_only
Asenext (India) Private Limited,asentechllc.com,U72900PN2016FTC166081,Anil H Bhaskar,,Director,,https://www.quickcompany.in/company/asenext-india-private-limited-private-limited,"Follow Anil H Bhaskar · Rashmi Kapil Arora 3 Directors Company Information CIN ""> Status Activ",,medium,name_only
Infinit Solutions - Custom Software & Digital,infinitsolutions.in,U80301RJ2002PTC017880,Upinder Pal Singh,,Director,,https://www.quickcompany.in/company/infinit-solutions-private-limited,"Follow Upinder Pal Singh · Prateek Jain 2 Directors Company Information CIN ""> Status Activ",,medium,name_only
QR Solutions (India) Private Limited,qrsolutions.in,U72900TN2016PTC110859,Salem Visvanathan Venkataramani,,Director,,https://www.quickcompany.in/company/qr-solutions-india-private-limited-private-limited,"Follow Salem Visvanathan Venkataramani · Sug... 6 Directors Company Information CIN ""> Status Activ",,medium,name_only
Techspawn Solutions,techspawn.com,U72200PN2015PTC153650,Sayali Siddharth Bhujbal,,Director,,https://www.quickcompany.in/company/techspawn-solutions-private-limited,"Follow Sayali Siddharth Bhujbal · Sunanda Ra... 3 Directors Company Information CIN ""> Status Activ",,medium,name_only
Adaps IT Private Limited,adaps.com,U72900GJ2017PTC096944,Gita Subhash Hathi,,Director,,https://www.quickcompany.in/company/adaps-it-private-limited-private-limited,"Follow Gita Subhash Hathi · Subhash Mahashan... 4 Directors Company Information CIN ""> Status Activ",,medium,name_only
Techpapa,techpapa.in,U72900UP2017PTC090657,Alok Pati Upadhyay,,Director,,https://www.quickcompany.in/company/techpapa-private-limited,"Follow Alok Pati Upadhyay · Kamalapati Upadhyay 2 Directors Company Information CIN ""> Status Activ",,medium,name_only
Kasadara Technology Solutions Pvt Ltd,kasadara.com,U72900TZ2019PTC031710,Kaarthiga Nachimuthu Palanisamy,,Director,,https://www.quickcompany.in/company/kasadara-technology-solutions-pvt-ltd-private-limited,"Follow Kaarthiga Nachimuthu Palanisamy · Dei... 2 Directors Company Information CIN ""> Status Activ",,medium,name_only
BestPeers Infosystem Private Limited,bestpeers.com,U72200MP2017PTC043283,Prema Kumar Doddamitta,,Director,,https://www.quickcompany.in/company/bestpeers-infosystem-private-limited-private-limited,"Follow Prema Kumar Doddamitta · Akshay Babar 8 Directors Company Information CIN ""> Status Activ",,medium,name_only
Infomerica (INDIA) Private Limited,infomericainc.com,U72200TG1999PTC031978,Surender Venkannagari Rao,,Director,,https://www.quickcompany.in/company/infomerica-india-private-limited-private-limited,"Follow Surender Venkannagari Rao · Shailaja ... 2 Directors Company Information CIN ""> Status Activ",,medium,name_only
PTS Systems & Solutions Pvt. Ltd.,ptssystems.co.in,U74999MH2015PTC265901,Sachin Vijayrao Dhane,,Director,,https://www.quickcompany.in/company/pts-systems-solutions-pvt-ltd-private-limited,"Follow Sachin Vijayrao Dhane · Trupti Sachin... 2 Directors Company Information CIN ""> Status Activ",,medium,name_only
Minivet System LLP,minivetsystem.com,,Pravin Kumar,,Director,,https://www.quickcompany.in/company/minivet-system-llp,"Follow Pravin Kumar · Sonu Kumar Jha 2 Directors Company Information CIN ""> Status Activ",,medium,name_only
Rlogical Techsoft pvt ltd.,rlogical.com,U72900GJ2010PTC060273,Rahulkumar Pravinbhai Panchal,,Director,,https://www.quickcompany.in/company/rlogical-techsoft-pvt-ltd-private-limited,"Follow Rahulkumar Pravinbhai Panchal · Jatin... 2 Directors Company Information CIN ""> Status Activ",,medium,name_only
SiamComputing,siamcomputing.com,,Sridhar Rajanna,,Director,,https://www.quickcompany.in/company/siamcomputing,"Follow Sridhar Rajanna · Padma Rajanna 2 Directors Company Information CIN ""> Status Activ",,medium,name_only
Samyak Infotech Pvt.Ltd,samyak.com,U72200GJ1998PTC034764,Gopeshkumar Arvindkumar Sanghvi,,Director,,https://www.quickcompany.in/company/samyak-infotech-pvt-ltd-private-limited,"Follow Gopeshkumar Arvindkumar Sanghvi · Rak... 2 Directors Company Information CIN ""> Status Activ",,medium,name_only
Manektech,manektech.com,U72900GJ2022PTC134718,Devubha Kanaiyabha Manek,,Director,,https://www.quickcompany.in/company/manektech-private-limited,"Follow Devubha Kanaiyabha Manek · Ramsinh Ka... 3 Directors Company Information CIN ""> Status Activ",,medium,name_only
ASM Technologies Ltd,asmltd.com,U72200KA2015PTC078550,Mohammed Shadab Alam,,Director,,https://www.quickcompany.in/company/asm-technologies-ltd-private-limited,"Follow Mohammed Shadab Alam · Govindaraj Pra... 2 Directors Company Information CIN ""> Status Activ",,medium,name_only
Tenup Software Services,tenupsoft.com,,Motibhai Amarsinhbhai Prajapati,,Director,,https://www.quickcompany.in/company/tenup-software-services,"Follow Motibhai Amarsinhbhai Prajapati · Kau... 3 Directors Company Information CIN ""> Status Activ",,medium,name_only
Alphonic Network Solutions Pvt. Ltd.,alphonic.in,U72900RJ2013PTC044633,Tapesh Bhargava,,Director,,https://www.quickcompany.in/company/alphonic-network-solutions-pvt-ltd-private-limited,"Follow Tapesh Bhargava · Tushar Bhargava 3 Directors Company Information CIN ""> Status Activ",,medium,name_only
Webvio Technologies Private Limited,webviotechnologies.com,U72900WB2020PTC238117,Wasif Saleheen,,Director,,https://www.quickcompany.in/company/webvio-technologies-private-limited-private-limited,"Follow Wasif Saleheen · Mohammed Kashif Furquan 2 Directors Company Information CIN ""> Status Activ",,medium,name_only
VerveLogic,vervelogic.com,U93000UP2013PTC061567,Gagnish Arora,,Director,,https://www.quickcompany.in/company/vervelogic-private-limited,"Follow Gagnish Arora · Sonia Arora 2 Directors Company Information CIN ""> Status Activ",,medium,name_only
