rank,band,score,confidence,name,city,domain,website,headcount,already_in_hubspot,contact_known,GOLD_pts,TierA_pts,TierB_pts,TierC_pts,raw_before_caps,caps_applied,pre2024_basis,private_repo_host_hits,review_gate_hits,cicd_hits,jd_chars,evidence,graded_by,why_this_rank
509,Skip,25,Inferred,Marsh Mclennan (India) Private Limited,Gurugram,mercer.co.in,https://www.mercer.com/en-in/,,,,25,0,0,0,25,training/education core cap 30,PROVEN,0,0,0,95073,pre-2024: proven | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
510,Skip,25,Inferred,MediaTek India Technology Pvt Ltd,Gautam Buddha Nagar,mediatek.com,https://www.mediatek.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
511,Skip,25,Inferred,Metafic,Bengaluru,metafic.co,https://metafic.co/,,,,25,0,0,0,25,,PROVEN,0,0,0,0,pre-2024: proven | site mentions cicd,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
512,Skip,25,Inferred,MetClouds Technologies Private Limited,Ernakulam,metclouds.com,https://metclouds.com,,,,25,0,0,0,25,,PROVEN,0,0,0,613890,pre-2024: proven,computed,
513,Skip,25,Inferred,Metlife Global Operations Support Centre Pvt Ltd,Noida,metlife.com,https://www.metlife.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,4844,pre-2024: proven,computed,
514,Skip,25,Inferred,Metrixlab Research India LLP,Hyderabad,markettools.com,https://tolunacorporate.com/,,,,25,0,0,0,25,generalist-agency cap 30,PROVEN,0,0,0,88603,pre-2024: proven | site mentions cicd | site mentions compliance,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
515,Skip,25,Inferred,MHFA India Private Limited,Chennai,mhfaindia.com,https://www.mhfaindia.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,4285,pre-2024: proven,computed,
516,Skip,25,Inferred,MIH Internet India Private Limited,Delhi,prosus.com,https://www.prosus.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,0,pre-2024: proven | site mentions cicd,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
517,Skip,25,Inferred,Mindspace Business Parks REIT,Mumbai,mindspacereit.com,https://www.mindspacereit.com/home,,,,25,0,0,0,25,,PROVEN,0,0,0,12844,pre-2024: proven,computed,
518,Skip,25,Inferred,Mindtrack Technologies Private Limited,Bhubaneswar,mindtrack.tech,https://mindtrack.tech/,,,,25,0,0,0,25,generalist-agency cap 30,PROVEN,0,0,0,3002,pre-2024: proven | site mentions compliance,computed,
519,Skip,25,Inferred,Minerva Infotech,Kolkata,minervainfotech.com,https://www.minervainfotech.com/,,,,25,0,0,0,25,generalist-agency cap 30,PROVEN,0,0,0,86924,pre-2024: proven,computed,
520,Skip,25,Inferred,Minutus Computing Private Limited,Pune,minutuscomputing.com,https://minutuscomputing.com,,,,25,0,0,0,25,,PROVEN,0,0,0,1805,pre-2024: proven,computed,
521,Skip,25,Inferred,Mobisy Technologies Pvt Ltd,Bengaluru,mobisy.com,https://bizom.com/,,,,25,0,0,0,25,training/education core cap 30,PROVEN,0,0,0,10631,pre-2024: proven,computed,
522,Skip,25,Inferred,mokSa Technologies India Pvt Ltd,Gurugram,moksatechnologies.com,https://www.moksatechnologies.com/,,,,25,0,0,0,25,training/education core cap 30,PROVEN,0,0,0,6617,pre-2024: proven,computed,
523,Skip,25,Inferred,Montran Corporation (India) Private Limited,Mumbai,montran.in,https://www.montran.in/,,,,25,0,0,0,25,,PROVEN,0,0,0,73276,pre-2024: proven,computed,
524,Skip,25,Inferred,MPM Infosoft Private Limited,Chennai,mpminfosoft.com,https://www.mpminfosoft.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,1404,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
525,Skip,25,Inferred,mTouch Labs Private Limited,Hyderabad,mtouchlabs.com,https://www.mtouchlabs.com/,,,,25,0,0,0,25,generalist-agency cap 30,PROVEN,0,0,0,89764,pre-2024: proven | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
526,Skip,25,Inferred,Mudunuru Limited,Visakhapatnam,mudunuru.com,https://mudunuru.ai/,,,,25,0,0,0,25,,PROVEN,0,0,0,26667,pre-2024: proven,computed,
527,Skip,25,Inferred,MUFG Pension & Market Services India Private Limited,Mumbai,mpms.mufg.com,https://www.mpms.mufg.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,39114,pre-2024: proven,computed,
528,Skip,25,Inferred,Mylan Pharmaceuticals Private Limited,Hyderabad,viatris.in,https://www.viatris.in/,,,,25,0,0,0,25,,PROVEN,0,0,0,33337,pre-2024: proven,computed,
529,Skip,25,Inferred,Nagarro Software Pvt Ltd,Gurugram,nagarro.com,https://www.nagarro.com/en/,,,,25,0,0,0,25,,PROVEN,0,0,0,121021,pre-2024: proven,computed,
530,Skip,25,Inferred,Naico Information Technology Services Private Limited,Kochi,naicoits.com,http://naicoits.com/,124,yes,Naazim Abdulla (Chairman),25,0,0,0,25,,PROVEN,0,0,0,21272,pre-2024: proven,computed,
531,Skip,25,Inferred,Narwal Technologies Private Limited,Hyderabad,narwalinc.com,https://narwal.ai/,,,,25,0,0,0,25,,PROVEN,0,0,0,36606,pre-2024: proven | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
532,Skip,25,Inferred,Nasdaq Corporate Solutions (India) Private Limited,Bengaluru,nasdaq.com,https://www.nasdaq.com,,,,25,0,0,0,25,training/education core cap 30,PROVEN,0,0,0,40411,pre-2024: proven,computed,
533,Skip,25,Inferred,NatWest Digital Services India Private Limited,Bengaluru,natwestgroup.com,https://www.natwestgroup.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,8697,pre-2024: proven,computed,
534,Skip,25,Inferred,Navya Care Network Private Limited,Bengaluru,navya.care,https://navya.care/,,,,25,0,0,0,25,,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
535,Skip,25,Inferred,NCR Corporation India Pvt Ltd,Hyderabad,ncr.com,https://www.ncr.com:443/,,,,25,0,0,0,25,,PROVEN,0,0,0,26420,pre-2024: proven,computed,
536,Skip,25,Inferred,NCS Soft Solutions Private Limited,Chennai,ncssoft.in,https://ncssoft.in,,,,25,0,0,0,25,,PROVEN,0,0,0,81328,pre-2024: proven,computed,
537,Skip,25,Inferred,NdimensionZ Solutions Pvt Ltd,Kochi,ndimensionz.com,https://www.ndimensionz.com/,,,,25,0,0,0,25,generalist-agency cap 30; training/education core cap 30,PROVEN,0,0,0,17813,pre-2024: proven,computed,
538,Skip,25,Inferred,Nerve Cells AI Private Limited,Chandigarh(PB),nervecells.ai,https://www.nervecells.ai/,,,,25,0,0,0,25,,Wayback 2023-06-01 advertises Solidity/Angular/Node/React blockchain build work; site blog byline dated 18 May 2023 corroborates. Full +25.,0,0,1,19241,"Wayback 2023-06: Solidity, Angular, Node, React stack advertised (tier_gold_evidence) | Site blog post dated 18 May 2023 on ES6 (site_quotes) | Sole CI/CD hit is blockchain-audit marketing blob naming Jenkins (jd.quotes) | Careers openings: Business Development Executive, Digital Marketing Intern (site_quotes)",agent,"Pre-2024 software work is solid, but no engineering JD exists: the careers page advertises only sales and marketing roles, and the single CI/CD hit is a garbled blockchain-audit sales blob (CertiK, Hacken, Jenkins), not a description of how their engineers work. Withheld Tier B on that quote. Their GitHub mention scores zero by design. Tier C withheld for want of Tier A/B corroboration despite real owned products (RC Remote V1) and a product-engineering line. DQ_support and DQ_template flags are classifier false positives (embedded/firmware copy, a blog post) and were not treated as caps."
539,Skip,25,Inferred,Net Solutions India Private Limited,Chandigarh(CH),nss1.org,https://www.nss1.org/,,,,25,0,0,0,25,training/education core cap 30,PROVEN,0,0,0,56689,pre-2024: proven,computed,
540,Skip,25,Inferred,NetCracker Technology Solutions (India) Pvt Ltd,Hyderabad,netcracker.com,https://www.netcracker.com,,,,25,0,0,0,25,,PROVEN,0,0,0,28412,pre-2024: proven | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
541,Skip,25,Inferred,Netstager Technologies Pvt Ltd,Calicut,netstager.com,https://www.netstager.com/,,,,25,0,0,0,25,generalist-agency cap 30; no careers AND no blog AND no team cap 40,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
542,Skip,25,Inferred,Nielseniq (India) Private Limited,Chennai,nielseniq.com,https://nielseniq.com/global/en/,,,,25,0,0,0,25,,PROVEN,0,0,0,93170,pre-2024: proven,computed,
543,Skip,25,Inferred,Nisum Consulting Private Limited,Hyderabad,nisum.com,https://www.nisum.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,59538,pre-2024: proven,computed,
544,Skip,25,Inferred,Novo Nordisk Service Center India Pvt Ltd,Bengaluru,novonordisk.com,https://www.novonordisk.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,33031,pre-2024: proven | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
545,Skip,25,Inferred,NVIDIA Graphics Pvt Ltd,Bengaluru,nvidia.in,https://www.nvidia.com/en-in/,,,,25,0,0,0,25,,PROVEN,0,0,0,129617,pre-2024: proven,computed,
546,Skip,25,Inferred,Object Technology Solutions India Private Limited,Hyderabad,otsi.co.in,https://otsi-global.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,885187,pre-2024: proven | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
547,Skip,25,Inferred,OCM India GCC Private Limited,Hyderabad,oaktreecapital.com,https://www.oaktreecapital.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,10237,pre-2024: proven,computed,
548,Skip,25,Inferred,Odyssey Technologies Ltd,Chennai,odysseytec.com,https://www.odysseytec.com,,,,25,0,0,0,25,no careers AND no blog AND no team cap 40,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
549,Skip,25,Inferred,Olive Technology Limited,Hyderabad,olivetech.com,https://olivetech.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,15334,pre-2024: proven,computed,
550,Skip,25,Low,One Kosmos Technology Private Limited,Mumbai,1kosmos.com,https://www.1kosmos.com,,,,25,0,0,0,25,"REJECT - multinational captive arm of US 1Kosmos Inc; cap 40 - no careers page, blog or team (non-binding)","PROVEN - 2023-06-01 snapshot shows an identity-management product with case studies, datasheets and solution briefs",0,0,0,0,"Wayback 2023: 'Identity Management ... Case Studies Datasheets ... Solution Briefs' | Scored site is 1kosmos.com, the US parent's product marketing | Site: 'Native GDPR, data residency' is product copy, not certification | Homepage only reached; no careers, blog or team page",agent,"Rejected as the Indian captive of a US identity-product vendor. Everything scored belongs to the parent's product site, so none of it evidences an Indian-built codebase that could be acquired."
551,Skip,25,Inferred,OneGlobe Systems LLP,Chennai,oneglobesystems.com,https://www.oneglobesystems.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,9857,pre-2024: proven,computed,
552,Skip,25,Inferred,OneShield India Pvt Ltd,Gurugram,oneshield.com,https://www.oneshield.com/,,,,25,0,0,0,25,"multinational captive / offshore arm -> reject, band Skip","Wayback 20230601 shows the platform's resource library (case studies, datasheets, webinars)",0,0,0,3457,"Site address '62 Forest St.' — US parent OneShield Software | Site 'version control' quote is an insurance product feature | Site: 'no third-party integrators... between you and the people building' | 3457 JD chars, 1 page: no repo host or review gate",agent,"REJECT: OneShield India is the India development arm of the US insurance-software parent OneShield Software, i.e. a multinational captive, so Skip regardless of score. Separately, the single pr_practice hit ('version control for any third-party entity') is a product feature, not engineering practice."
553,Skip,25,Inferred,Opiant Technologies Private Limited,New Delhi,opiant.in,https://opiant.in/,,,,25,0,0,0,25,,PROVEN,0,0,0,13437,pre-2024: proven,computed,
554,Skip,25,Inferred,Orange Business Services India Network Pvt Ltd,Gurugram,orange-business.com,https://www.orange-business.com/en,,,,25,0,0,0,25,REJECT: multinational telecom's India arm - band forced to Skip,PROVEN: 2022-06 snapshot advertising digital-workplace delivery,0,0,0,115052,"name and domain: India network entity of French telecom group Orange | jd: 115,052 chars read, no VCS or review terms | site_quotes.owns_product: global connectivity and data platform | site_quotes.sdlc: 'agile' used as marketing adjective throughout",agent,"Rejected under the multinational/captive rule: this is the India network arm of Orange, a French telecom group, so it is out of scope regardless of the +25 pre-2024 evidence."
555,Skip,25,Inferred,Orell Software Solutions Private Limited,Cochin,orell.com,https://orell.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,10211,pre-2024: proven,computed,
556,Skip,25,Inferred,Oremus Corporate Services Private Limited,Hyderabad,oremuscorp.com,https://www.oremuscorp.com/,,,,25,0,0,0,25,no careers AND no blog AND no team cap 40,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
557,Skip,25,Inferred,Orimark Technologies Private Limited,Bhubaneswar,orimarktechnologies.com,https://orimarktechnologies.com/,,,,25,0,0,0,25,generalist-agency cap 30,PROVEN,0,0,0,13460,pre-2024: proven | site mentions compliance,computed,
558,Skip,25,Inferred,Osmosys Software Solutions Private Limited,Hyderabad,osmosys.co,https://osmosys.co/,,,,25,0,0,0,25,,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
559,Skip,25,Inferred,P I Softek Limited,Gautam Buddha Nagar,pisoftek.com,https://www.pisoftek.com/,,,,25,0,0,0,25,generalist-agency cap 30; no careers AND no blog AND no team cap 40,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
560,Skip,25,Inferred,ParaBlu Systems Pvt Ltd,Bengaluru,parablu.com,https://www.crashplan.com/,160,,Dan Beer (Chief Executive Officer and Board Member),25,0,0,0,25,,PROVEN,0,0,0,18508,pre-2024: proven,computed,
561,Skip,25,Inferred,Parameter Softwares Private Limited,Bhubaneswar,pspl.ind.in,http://pspl.ind.in/,,,,25,0,0,0,25,no careers AND no blog AND no team cap 40,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
562,Skip,25,Inferred,ParamNetwork India Private Limited,Bengaluru,param.network,https://www.param.network/,,,,25,0,0,0,25,no careers AND no blog AND no team cap 40,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
563,Skip,25,Inferred,Peoplefy InfoSolutions Private Limited,Pune,peoplefy.com,https://www.peoplefy.com,,,,25,0,0,0,25,training/education core cap 30,PROVEN,0,0,0,1443,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
564,Skip,25,Inferred,PepsiCo India Capability Center LLP,Hyderabad,pepsico.com,https://www.pepsico.com/,150282,,"David Flavell (Executive Vice President, General Counsel and Corporate Secretary)",25,0,0,0,25,,PROVEN,0,0,0,6509,pre-2024: proven,computed,
565,Skip,25,Inferred,Persistent Systems Ltd,Pune,persistent.com,"https://validate.perfdrive.com/?ssa=d6d40efe-a50e-47be-a321-9a92552c0ed6&ssb=90915282137&ssc=https%3A%2F%2Fwww.persistent.com%2F&ssi=2206ea5e-d452-4b30-bebf-59aa975010aa&ssk=botmanager_support@radware.com&ssm=33399305644677634105634257088784&ssn=ab68e2569a8c5adca2c1362cf23c619dfd563991bf1b-1b26-4466-ad442b&sso=19ae3290-894072a7cbd5312c9eddfbac30faa925c3557477eb6789bc&ssp=42529038211786530500178657580379200&ssq=79185123050905601235930509311739294421978&ssr=MTQuMTk1LjEwLjI1NA==&sst=Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/126.0%20Safari/537.36&ssu=&ssv=&ssw=&ssx=eyJfX3V6bWYiOiI3ZjkwMDAzOTkxYmYxYi0xYjI2LTQ0NjYtYTI5MC04OTQwNzJhN2NiZDUxLTE3ODY1MzA1MDkyNTEwLTAwNGQ1ODZjY2Y0YTcyY2NmNTQxMCJ9",,,,25,0,0,0,25,no careers AND no blog AND no team cap 40,PROVEN,0,0,0,104,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
566,Skip,25,Inferred,Pingaksho Technologies Inc,Mohali,pingakshotechnologies.com,http://www.pingakshotechnologies.com,,,,25,0,0,0,25,generalist-agency cap 30,PROVEN,0,0,0,17647,pre-2024: proven,computed,
567,Skip,25,Inferred,Pipra Solutions Private Limited,Secunderabad,pipra.solutions,https://www.pipra.solutions/,37,,Ajit Kumar (CEO & Founder),25,0,0,0,25,,PROVEN,0,0,0,31492,pre-2024: proven,computed,
568,Skip,25,Inferred,Plutomen Technologies Private Limited,Ahmedabad,pluto-men.com,https://pluto-men.com,31,,Keyur Bhalavat (Founder & CEO),25,0,0,0,25,,PROVEN: 2023-06 snapshot advertising the Frontline Operations Platform,0,0,0,62200,"jd: 62,200 chars over 11 pages, no VCS or review terms | headcount_known: 31, below the 50-600 target band | site_quotes.owns_product: AR frontline platform with no-code editor | site_quotes.compliance: only GDPR cookie-consent boilerplate",agent,"Eleven career pages and 62k characters of job text produced no repository host and no review gate — an unusually well-covered crawl, so this is tested absence rather than a gap. With no Tier A/B point to corroborate them, the product and enterprise positioning signals cannot fire, leaving only the pre-2024 evidence. At 31 people it is also below the target size band."
569,Skip,25,Inferred,Pluxee India Private Limited,Mumbai,pluxee.in,https://www.pluxee.in/,,,,25,0,0,0,25,generalist-agency cap 30,PROVEN,0,0,0,2178,pre-2024: proven,computed,
570,Skip,25,Inferred,Pragma Edge Software Services Private Limited,Hyderabad,pragmaedge.com,https://pragmaedge.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
571,Skip,25,Inferred,Precise Consultancy Services LLP,Coimbatore,precisesoftware.in,https://precisesoftware.in/,,,,25,0,0,0,25,generalist-agency cap 30,PROVEN,0,0,0,10962,pre-2024: proven,computed,
572,Skip,25,Inferred,Precision Infomatic (Madras) Pvt Ltd,Chennai,precisionit.co.in,https://www.precisionit.co.in/,,,,25,0,0,0,25,,PROVEN,0,0,0,6301,pre-2024: proven,computed,
573,Skip,25,Inferred,Predictive Analytics Solutions Private Limited,Bengaluru,predictiveanalytics.in,https://www.predictiveanalytics.in/,,,,25,0,0,0,25,no careers AND no blog AND no team cap 40,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
574,Skip,25,Inferred,Privafy Technologies India Private Limited,Bengaluru,privafy.com,https://www.privafy.com,,,,25,0,0,0,25,,PROVEN,0,0,0,5575,pre-2024: proven,computed,
575,Skip,25,Inferred,Promact Infotech Private Limited,Vadodara,promactinfo.com,https://promactinfo.com/,,,,25,0,0,0,25,no careers AND no blog AND no team cap 40,PROVEN,0,0,0,18575,pre-2024: proven | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
576,Skip,25,Inferred,PromptTech Global Private Limited,Trivandrum,prompttechsolutions.com,https://prompttechsolutions.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,38599,pre-2024: proven,computed,
577,Skip,25,Inferred,Provis Technologies Private Limited,Jaipur,provistechnologies.com,https://provistechnologies.com,,,,25,0,0,0,25,generalist-agency cap 30,PROVEN,0,0,0,31695,pre-2024: proven,computed,
578,Skip,25,Low,PSPTech Hub Services Private Limited,Hyderabad,psptechhub.com,https://psptechhub.com/,,,,25,0,0,0,25,no careers page AND no blog AND no team page -> cap 40 (non-binding),Wayback 20230601 advertises digitalizing the production floor and supply chain pre-2024,0,0,0,0,"Site: 'Codebeamer version control' — a PTC product they implement | Site stack is Windchill, ThingWorx, Tulip, Ignition, KepServerEx | Site: FDA-regulated pharma and manufacturing clients | Two pages reached; jd_chars 0; no careers, blog or team",agent,"Tier A withheld deliberately: the only version-control mention is Codebeamer, a PTC ALM tool they resell and implement, so it is product marketing, not their own repo discipline. They integrate licensed vendor platforms rather than write client software."
579,Skip,25,Inferred,PTC Circle IT Services Private Limited,Rohtak,ptccircle.com,https://www.ptccircle.com,,,,25,0,0,0,25,generalist-agency cap 30,PROVEN,0,0,0,4454,pre-2024: proven,computed,
580,Skip,25,Inferred,PTC Software (India) Pvt Ltd,Pune,ptc.com,https://www.ptc.com/en,8223,,Neil Barua (Chief Executive Officer),25,0,0,0,25,,PROVEN,0,0,0,106255,pre-2024: proven | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
581,Skip,25,Inferred,QAAgility Technologies Private Limited,Mumbai,qaagility.com,https://qaagility.com/,15,yes,Aditya Garg (Chief Executive Officer),25,0,0,0,25,,PROVEN,0,0,0,0,pre-2024: proven | site mentions cicd,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
582,Skip,25,Inferred,Qbotica Artificial Intelligence Services Private Limited,Chennai,qbotica.com,https://www.qbotica.com,198,,Mahesh Vinayagam (CEO & Founder),25,0,0,0,25,,PROVEN,0,0,0,8810,pre-2024: proven | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
583,Skip,25,Inferred,Qruize Technologies Private Limited,Chennai,qruize.com,https://www.qruize.com/,59,yes,Viswanath Kamanuru (Chief Executive Officer),25,0,0,0,25,,PROVEN,0,0,0,70524,pre-2024: proven,computed,
584,Skip,25,Inferred,Qualitykiosk Technologies Private Limited,Navi Mumbai,qualitykiosk.com,https://qualitykiosk.com/,4382,yes,Maneesh Jhawar (Founder and CEO),25,0,0,0,25,training/education core cap 30,PROVEN,0,0,0,129857,pre-2024: proven | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
585,Skip,25,Inferred,Qualtech Consultants Pvt Ltd,Noida,qualtechedge.com,https://www.qualtechedge.ai/,,,,25,0,0,0,25,,PROVEN,0,0,0,110275,pre-2024: proven,computed,
586,Skip,25,Inferred,Quarks Technosoft Private Limited,Gautam Buddha Nagar,qtsolv.com,https://www.qtsolv.com/,727,yes,Vipin Vindal (Founder),25,0,0,0,25,,PROVEN,0,0,0,80110,pre-2024: proven | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
587,Skip,25,Inferred,Quocent Private Limited,Bhubaneswar,quocent.com,https://quocent.com/,47,yes,Saswat Kumar Panda (CEO),25,0,0,0,25,,PROVEN,0,0,0,31142,pre-2024: proven,computed,
588,Skip,25,Inferred,R S Software (India) Ltd,Kolkata,rssoftware.com,https://www.rssoftware.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,38379,pre-2024: proven,computed,
589,Skip,25,Inferred,R Systems International Ltd,Gautam Buddha Nagar,rsystems.com,https://www.rsystems.com/,,,,25,0,0,0,25,generalist-agency cap 30; training/education core cap 30,PROVEN,0,0,0,39501,pre-2024: proven | site mentions cicd | site mentions compliance,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
590,Skip,25,Inferred,Rabbit and Tortoise Technology Solutions Private Limited,Pune,rabbitandtortoise.com,http://www.rabbitandtortoise.com/,,,,25,0,0,0,25,no careers AND no blog AND no team cap 40,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
591,Skip,25,Inferred,Rackbank Datacenters Pvt Ltd,Indore,rackbank.com,https://www.rackbank.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,11367,pre-2024: proven | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
592,Skip,25,Inferred,Rajalakshmi Engineering College,Chennai,rajalakshmi.org,https://www.rajalakshmi.org/,,,,25,0,0,0,25,no careers AND no blog AND no team cap 40,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
593,Skip,25,Inferred,RAMTeCH Software Solutions Pvt Ltd,Noida,ramtech-corp.com,https://www.ramtech-corp.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,0,pre-2024: proven | site mentions cicd,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
594,Skip,25,Inferred,Rasacode Technologies Private Limited,Kolkata,rasacode.in,https://rasacode.in/,,,,25,0,0,0,25,generalist-agency cap 30; training/education core cap 30; no careers AND no blog AND no team cap 40,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
595,Skip,25,Inferred,RealPage India Pvt Ltd,Hyderabad,realpage.com,https://www.realpage.com/,,,,25,0,0,0,25,multinational captive/GCC arm - rejected regardless of score,"PROVEN - 2022 snapshot with case studies, eBooks and analytics blog",0,4,0,145189,"Site: US property-management product suite, 'Our Products' portfolio | JD review-gate hits are Investment Management marketing copy | Site: acquisition-driven growth of a global product organisation | No repo host, CI/CD or review wording in 145K chars",agent,"Captive India arm of RealPage Inc, a US multinational software vendor - rejected on ownership, band Skip. The four review-gate hits are a mis-tagged product marketing sentence repeated verbatim, so no engineering-practice evidence exists in the bundle at all."
596,Skip,25,Inferred,Reckitt Benckiser Healthcare India Private Limited,Hyderabad,reckitt.com,https://www.reckitt.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,41950,pre-2024: proven,computed,
597,Skip,25,Inferred,Reckonsys Tech Labs Private Limited,Bengaluru,reckonsys.com,https://www.reckonsys.com/,,,,25,0,0,0,25,,PROVEN,0,0,0,6825,pre-2024: proven | site mentions cicd,computed,"Site mentions CI/CD or code review but no job description corroborates it, so Tier C is void under the corroboration rule."
598,Skip,25,Inferred,Refinitiv India Shared Services Private Limited,Bengaluru,refinitiv.com,https://www.lseg.com/en/data-analytics,,,,25,0,0,0,25,training/education core cap 30,PROVEN,0,0,0,44275,pre-2024: proven,computed,
599,Skip,25,Inferred,Relevance Lab Technologies Private Limited,Ahmedabad,relevancelab.com,https://www.relevancelab.com/,8,,Rajeev Srivastava (Managing Partner),25,0,0,0,25,,PROVEN,0,0,0,22604,pre-2024: proven,computed,
600,Skip,25,Inferred,Reltio India Private Limited,Bengaluru,reltio.com,https://www.reltio.com,675,,Manish Sood (Chief Executive Officer),25,0,0,0,25,,PROVEN,0,0,0,28512,pre-2024: proven,computed,
601,Skip,25,Inferred,Repute Network Private Limited,Bengaluru,repute.net,https://repute.net/,,,,25,0,0,0,25,,PROVEN,0,0,0,0,pre-2024: proven,computed,"Verified pre-2024 software firm, but no careers/JD text could be read, so no engineering-process evidence exists either way."
602,Skip,25,Inferred,Rio Tinto India Private Limited,Gurugram,riotinto.com,https://www.riotinto.com,,,,25,0,0,0,25,,PROVEN,0,0,0,125679,pre-2024: proven,computed,
