rank,name,city,city_tier,website,domain,RELEVANT? (Yes/No/Maybe),does proper software dev?,product or service?,NOTES
1213,MTAP Technologies Pvt Ltd,Chennai,1,http://www.mtap.in,mtap.in,,,,
1214,mTouch Labs Private Limited,Hyderabad,1,https://www.mtouchlabs.com/,mtouchlabs.com,,,,
1215,MUFG Bank Ltd,Mumbai,1,https://www.bk.mufg.jp/global/,bk.mufg.jp,,,,
1216,MUFG Pension & Market Services India Private Limited,Mumbai,1,https://www.mpms.mufg.com/,mpms.mufg.com,,,,
1217,Mundrisoft Solutions Private Limited,Pune,1,https://mundrisoft.com/,mundrisoft.com,,,,
1218,Murata Vios Private Limited,Bengaluru,1,http://www.viosmedical.com,viosmedical.com,,,,
1219,MVG Digital Consulting Private Limited,Chennai,1,https://mvgdigital.com/,mvgdigital.com,,,,
1220,Mylan Pharmaceuticals Private Limited,Hyderabad,1,https://www.viatris.in/,viatris.in,,,,
1221,Mynd Solutions Pvt Ltd,Gurugram,1,https://www.m1xchange.com/,m1xchange.com,,,,
1222,Naatscorp Private Limited,Coimbatore,1,https://www.naatscorp.com/,naatscorp.com,,,,
1223,NAB Global Innovation Centre India Private Limited,New Delhi,1,http://www.nab.com.au,nab.com.au,,,,
1224,Nagarro Software Pvt Ltd,Gurugram,1,http://www.nagarro.com,nagarro.com,,,,
1225,Nanosecond Technologies Private Limited,Bengaluru,1,http://www.pice.one,pice.one,,,,
1226,Narwal Technologies Private Limited,Hyderabad,1,https://www.narwalinc.com/,narwalinc.com,,,,
1227,Nasdaq Corporate Solutions (India) Private Limited,Bengaluru,1,https://www.nasdaq.com,nasdaq.com,,,,
1228,National Institute For Smart Government,Delhi,1,http://www.nisg.org,nisg.org,,,,
1229,National IT Industry Promotion Agency,Bengaluru,1,http://www.nipa.kr,nipa.kr,,,,
1230,National Payments Corporation of India,Mumbai,1,http://www.npci.org.in,npci.org.in,,,,
1231,Nationwide Global Services Center Private Limited,Hyderabad,1,https://www.nationwide.com,nationwide.com,,,,
1232,NatWest Digital Services India Private Limited,Bengaluru,1,http://www.natwestgroup.com,natwestgroup.com,,,,
1233,Navicent Solutions Private Limited,Mumbai,1,http://www.navicentsolutions.com,navicentsolutions.com,,,,
1234,Navigators Software Pvt Ltd,Kolkata,1,http://www.navsoft.in,navsoft.in,,,,
1235,Navis Software India Private Limited,Chennai,1,http://www.navis.com,navis.com,,,,
1236,Navya Care Network Private Limited,Bengaluru,1,https://navya.care/,navya.care,,,,
1237,NCR Corporation India Pvt Ltd,Hyderabad,1,http://www.ncr.com,ncr.com,,,,
1238,NCS Soft Solutions Private Limited,Chennai,1,https://ncssoft.in,ncssoft.in,,,,
1239,NCSI Technologies (India) Private Limited,Pune,1,https://www.ncs.co/en-in/,ncs.co,,,,
1240,NEC Software Solutions (India) Private Limited,Mumbai,1,http://www.rave-tech.com,rave-tech.com,,,,
1241,Neenopal Intelligent Solutions Private Limited,Bengaluru,1,https://www.neenopal.com/,neenopal.com,,,,
1242,Neilsoft Limited,Pune,1,http://www.neilsoft.com,neilsoft.com,,,,
1243,Nelito Systems Private Limited,Navi Mumbai,1,https://www.nelito.com,nelito.com,,,,
1244,Nemetschek India Private Limited,Hyderabad,1,http://www.nemetschek.com,nemetschek.com,,,,
1245,Net Access India Limited,Chennai,1,http://www.netaccess-india.com,netaccess-india.com,,,,
1246,Net Connect Private Limited,Bengaluru,1,https://www.netconnectglobal.com/,netconnectglobal.com,,,,
1247,NetApp India Pvt Ltd,Bengaluru,1,http://www.netapp.com,netapp.com,,,,
1248,NetCracker Technology Solutions (India) Pvt Ltd,Hyderabad,1,http://www.netcracker.com,netcracker.com,,,,
1249,NetEdge Computing Global Services Pvt Ltd,Noida,1,http://www.netedgecomputing.com,netedgecomputing.com,,,,
1250,Netflix Entertainment Services India LLP,Mumbai,1,https://about.netflix.com/en,about.netflix.com,,,,
1251,NetMonastery Network Security Pvt Ltd,Mumbai,1,https://dnif.it/,dnif.it,,,,
1252,NetScout Systems Software India Pvt Ltd,Bengaluru,1,http://www.netscout.com,netscout.com,,,,
1253,Netsourcing (A division of Abundance Investment Advisors LLP),Mumbai,1,https://netsourcing.co.in/,netsourcing.co.in,,,,
1254,Neurealm Private Limited,Chennai,1,https://www.neurealm.com/,neurealm.com,,,,
1255,New Relic One India Private Limited,Bengaluru,1,https://newrelic.com/,newrelic.com,,,,
1256,Newgen Software Technologies Ltd,New Delhi,1,http://www.newgensoft.com,newgensoft.com,,,,
1257,Newmark CRE Services Private Limited,Hyderabad,1,https://www.nmrk.com/,nmrk.com,,,,
1258,NextBigBox Private Limited,Delhi,1,http://www.nextbigbox.in,nextbigbox.in,,,,
1259,Nexteer Automotive India Private Limited,Bengaluru,1,http://www.nexteer.com,nexteer.com,,,,
1260,Nextwealth Entrepreneurs Private Limited,Bengaluru,1,https://www.nextwealth.in/,nextwealth.in,,,,
1261,Nexval Infotech Private Limited,Kolkata,1,http://www.nexval.com,nexval.com,,,,
1262,Nichi-In Software Solutions Pvt Ltd,Bengaluru,1,http://www.nichi.com,nichi.com,,,,
1263,Nielseniq (India) Private Limited,Chennai,1,https://nielseniq.com/global/en/,nielseniq.com,,,,
1264,Nihilent Limited,Pune,1,http://www.nihilent.com,nihilent.com,,,,
1265,NIIT Limited,Gurugram,1,http://www.niit.com,niit.com,,,,
1266,Nike India Technology Center Private Limited,Bengaluru,1,https://about.nike.com/,about.nike.com,,,,
1267,NimbleLogik Private Limited,Pune,1,https://www.freightfox.ai/,freightfox.ai,,,,
1268,Nishith Desai Associates,Mumbai,1,http://www.nishithdesai.com,nishithdesai.com,,,,
1269,Nisum Consulting Private Limited,Hyderabad,1,http://www.nisum.com,nisum.com,,,,
1270,Nivaata Systems Private Limited,Bengaluru,1,https://routematic.com/,routematic.com,,,,
1271,NMSWorks Software Pvt Ltd,Chennai,1,http://www.nmsworks.co.in,nmsworks.co.in,,,,
1272,NMT Security Innovations Private Limited,Noida,1,https://www.nmtsecurity.com/,nmtsecurity.com,,,,
1273,NobleServe Systems Private Limited,Coimbatore,1,https://www.nobleserve.com,nobleserve.com,,,,
1274,Nomura Research Institute Consulting and Solutions India Private Limited,Gurugram,1,https://india.nri.com/,india.nri.com,,,,
1275,Nomura Research Institute Financial Technologies India Pvt Ltd,Kolkata,1,http://www.nrifintech.com,nrifintech.com,,,,
1276,Nomura Services India Pvt Ltd,Mumbai,1,http://www.nomura.com,nomura.com,,,,
1277,Nordia Infotech Private Limited,Coimbatore,1,https://www.nordia.in/,nordia.in,,,,
1278,North Shore Technologies Pvt Ltd,Noida,1,http://www.svam.com,svam.com,,,,
1279,Northern Operating Services Pvt Ltd,Bengaluru,1,http://www.northerntrust.com,northerntrust.com,,,,
1280,Northern Tool & Equipment India LLP,Hyderabad,1,https://www.northerntool.com/,northerntool.com,,,,
1281,NotionMindz Technology LLP,Noida,1,https://www.notionmindz.com,notionmindz.com,,,,
1282,Notiva Private Limited,Kolkata,1,http://www.nasscom.in/www.3rd.life,nasscom.in,,,,
1283,Novac Technology Solutions Private Limited,Chennai,1,https://novactech.in/index.html,novactech.in,,,,
1284,Novartis Development IT (A Div. of Novartis Healthcare Pvt Ltd),Hyderabad,1,http://www.novartis.com,novartis.com,,,,
1285,Noventiq Global AI Solutions Private Limited,Bengaluru,1,http://www.g7cr.com,g7cr.com,,,,
1286,Novo Elixir INC,Mohali,1,http://www.novoelixir.com,novoelixir.com,,,,
1287,Novo Nordisk Service Center India Pvt Ltd,Bengaluru,1,http://www.novonordisk.com,novonordisk.com,,,,
1288,NRConsulting Services Private Limited,Greater Noida,1,https://nrconsulting.com/,nrconsulting.com,,,,
1289,NSM Services Private Limited,Chennai,1,https://www.mrcooper.com/,mrcooper.com,,,,
1290,NSQTech Private Limited,Chennai,1,https://www.mploychek.com/,mploychek.com,,,,
1291,NTT Data Business Solutions Private Limited,Hyderabad,1,http://www.itelligencegroup.com,itelligencegroup.com,,,,
1292,NTT DATA Information Processing Services Private Limited,Bengaluru,1,https://www.nttdata.com/global/en/about-us,nttdata.com,,,,
1293,Nura Analytics Private Limited,Chennai,1,https://datacrew.ai/,datacrew.ai,,,,
1294,NuSummit Technologies Private Limited,Mumbai,1,https://www.nusummit.com/,nusummit.com,,,,
1295,Nutanix Technologies India Private Limited,Bengaluru,1,https://www.nutanix.com,nutanix.com,,,,
1296,Nuvepro Technologies Private Limited,Bengaluru,1,http://www.nuvepro.com,nuvepro.com,,,,
1297,NVIDIA Graphics Pvt Ltd,Bengaluru,1,http://www.nvidia.in,nvidia.in,,,,
1298,OakNorth Global Private Limited,Gurugram,1,https://oaknorth.co.uk,oaknorth.co.uk,,,,
1299,Oasys Cybernetics Private Limited,Chennai,1,http://www.oasys.co,oasys.co,,,,
1300,Oberoi Contact Centre (A Div. of EIH Ltd),New Delhi,1,http://www.oberoihotels.com,oberoihotels.com,,,,
1301,Object Technology Solutions India Private Limited,Hyderabad,1,http://www.otsi.co.in,otsi.co.in,,,,
1302,Oceaneering International Services Limited,Pune,1,http://www.oceaneering.com,oceaneering.com,,,,
1303,OCM India GCC Private Limited,Hyderabad,1,https://www.oaktreecapital.com/,oaktreecapital.com,,,,
1304,Octagona India Private Limited,New Delhi,1,http://www.octagona.co,octagona.co,,,,
1305,Octave Capability Center India Private Limited,Hyderabad,1,https://www.octave.com/,octave.com,,,,
1306,Odyssey Technologies Ltd,Chennai,1,http://www.odysseytec.com,odysseytec.com,,,,
1307,OEC India Services Private Limited,Chennai,1,https://oeconnection.com,oeconnection.com,,,,
1308,Ogive Technology LLP,Hyderabad,1,http://www.ogivetechnology.com/,ogivetechnology.com,,,,
1309,OIP Robotics Private Limited,Hyderabad,1,https://www.oipinsurtech.com/,oipinsurtech.com,,,,
1310,Olive Technology Limited,Hyderabad,1,http://www.olivetech.com,olivetech.com,,,,
1311,Omega Healthcare Management Services Private Limited,Chennai,1,http://www.omegahms.com,omegahms.com,,,,
1312,One Kosmos Technology Private Limited,Mumbai,1,http://www.1kosmos.com,1kosmos.com,,,,
1313,One Oath Educational Research and Technologies Private Limited,Kolkata,1,https://www.assessli.com/,assessli.com,,,,
1314,one.com India Private Limited,Gurugram,1,https://www.one.com,one.com,,,,
1315,OneAdvanced India Private Limited,Bengaluru,1,https://www.oneadvanced.com/,oneadvanced.com,,,,
1316,OneGlobe Systems LLP,Chennai,1,http://www.oneglobesystems.com,oneglobesystems.com,,,,
1317,OneMagnify India Private Limited,Chennai,1,https://onemagnify.com/,onemagnify.com,,,,
1318,OneShield India Pvt Ltd,Gurugram,1,http://www.oneshield.com,oneshield.com,,,,
1319,Online PSB Loans Limited,Ahmedabad,1,https://www.onlinepsbloans.com/,onlinepsbloans.com,,,,
1320,Onward Technologies Ltd,Mumbai,1,http://www.onwardgroup.com,onwardgroup.com,,,,
1321,Opcito Technologies Private Limited,Pune,1,http://www.opcito.com,opcito.com,,,,
1322,Opengov India Private Limited,Pune,1,https://opengov.com/,opengov.com,,,,
1323,Operforce Technologies Private Limited,Pune,1,https://operforce.ai,operforce.ai,,,,
1324,OpexWorks Solutions Private Limited,Pune,1,http://www.opexworks.com,opexworks.com,,,,
1325,Opiant Technologies Private Limited,New Delhi,1,https://opiant.in/,opiant.in,,,,
1326,Optimum Infosystem Private Limited,Chennai,1,https://theoptimum.net/,theoptimum.net,,,,
1327,Optum Global Solutions (India) Private Limited,Gurugram,1,http://www.uhgis.com,uhgis.com,,,,
1328,Orange Business Services India Network Pvt Ltd,Gurugram,1,http://www.orange-business.com,orange-business.com,,,,
1329,Orange Data Tech Private Limited,Indore,1,https://orangedatatech.com/,orangedatatech.com,,,,
1330,Orange Technolab Pvt Ltd,Ahmedabad,1,http://www.orangewebtech.com,orangewebtech.com,,,,
1331,OrangeScape Technologies Private Limited,Chennai,1,http://www.OrangeScape.com,orangescape.com,,,,
1332,Orbia India Global Capability Center Private Limited,Pune,1,https://www.orbia.com/,orbia.com,,,,
1333,Orbitsys Technologies Private Limited,Gurugram,1,http://www.orbitsys.in,orbitsys.in,,,,
1334,Orcalex Technologies LLP,Hyderabad,1,https://orcalex.ai/,orcalex.ai,,,,
1335,Orchid Technical Consultancy Pvt Ltd,Kolkata,1,http://www.orchidtech.in,orchidtech.in,,,,
1336,Oremus Corporate Services Private Limited,Hyderabad,1,http://www.oremuscorp.com,oremuscorp.com,,,,
1337,Orion eSolutions Private Limited,Mohali,1,https://www.orionesolutions.com,orionesolutions.com,,,,
1338,Orisenc Technologies Private Limited,Chennai,1,https://www.orisenc.com,orisenc.com,,,,
1339,OroSoft Solutions Private Limited,Mumbai,1,http://www.orosoft.com,orosoft.com,,,,
1340,OSB India Private Limited,Bengaluru,1,http://www.easiprocess.com,easiprocess.com,,,,
1341,Osmosys Software Solutions Private Limited,Hyderabad,1,www.osmosys.co,osmosys.co,,,,
1342,Ossisto Technologies Private Limited,Bengaluru,1,https://www.ossisto.com/,ossisto.com,,,,
1343,Osttra India Services Private Limited,Gurugram,1,https://osttra.com/,osttra.com,,,,
1344,Outbooks Outsourcing Private Limited,Gurugram,1,http://outbooks.com,outbooks.com,,,,
1345,Outscalepartners India Private Limited,Gurugram,1,https://outscalepartners.com/,outscalepartners.com,,,,
1346,OutSystems India Private Limited,Bengaluru,1,https://www.outsystems.com/,outsystems.com,,,,
1347,Ozonetel Communications Private Limited,Hyderabad,1,http://www.ozonetel.com,ozonetel.com,,,,
1348,P B Tech Impact Solutions Private Limited,New Delhi,1,https://www.outsourcinghubindia.com,outsourcinghubindia.com,,,,
1349,Pairee Infotech Private Limited,Bengaluru,1,https://www.pairee.com,pairee.com,,,,
1350,Palle Technologies,Bengaluru,1,https://www.techpalle.com,techpalle.com,,,,
1351,Palni India Private Limited,Hyderabad,1,https://palni.com/,palni.com,,,,
1352,Paltech Consulting Private Limited,Hyderabad,1,https://pal.tech/,pal.tech,,,,
1353,Pan Business Lists Pvt Ltd,Noida,1,http://www.panbusiness.de,panbusiness.de,,,,
1354,Panacea Infosec Private Limited,New Delhi,1,https://panaceainfosec.com/,panaceainfosec.com,,,,
1355,ParaBlu Systems Pvt Ltd,Bengaluru,1,http://www.parablu.com,parablu.com,,,,
1356,ParamNetwork India Private Limited,Bengaluru,1,https://www.param.network/,param.network,,,,
1357,Park Hospitals,Kolkata,1,http://www.neotiahospital.com,neotiahospital.com,,,,
1358,PAS Digital Private Limited,New Delhi,1,https://www.caleedo.com,caleedo.com,,,,
1359,Patanjali Associates and Kanti Mohan Rustagi-IRP,New Delhi,1,https://www.patanjaliassociates.com,patanjaliassociates.com,,,,
1360,Paychex IT Solutions India Private Limited,Bengaluru,1,https://www.paychexcareers.in/,paychexcareers.in,,,,
1361,PayPal India Private Limited,Chennai,1,https://www.paypal.com/in/home,paypal.com,,,,
1362,PayU Payments Private Limited,Mumbai,1,https://payu.in/,payu.in,,,,
1363,PB Fintech Limited,Gurugram,1,https://www.pbfintech.in/,pbfintech.in,,,,
1364,PC Island Services,Kolkata,1,https://computersonhire.com,computersonhire.com,,,,
1365,PDS Infotech Pvt Ltd,Kolkata,1,http://www.pdsinfotech.com,pdsinfotech.com,,,,
1366,Peak XV Partners Advisors India LLP,New Delhi,1,https://www.sequoiacap.com/india/,sequoiacap.com,,,,
1367,Pegasystems Worldwide India Pvt Ltd,Hyderabad,1,http://www.pega.com,pega.com,,,,
1368,PENA4 Tech Solutions India Private Limited,Hyderabad,1,https://www.pena4.com/,pena4.com,,,,
1369,Pennant Technologies Pvt Ltd,Hyderabad,1,http://www.pennanttech.com,pennanttech.com,,,,
1370,Pennywise Solutions Pvt Ltd,Hyderabad,1,http://www.pennywisesolutions.com,pennywisesolutions.com,,,,
1371,Peoplefy InfoSolutions Private Limited,Pune,1,https://www.peoplefy.com,peoplefy.com,,,,
1372,PepsiCo India Capability Center LLP,Hyderabad,1,https://www.pepsico.com/,pepsico.com,,,,
1373,Perficient India Private Limited,Chennai,1,https://www.perficient.com/,perficient.com,,,,
1374,Perigeon Software Private Limited,Ahmedabad,1,https://perigeon.com,perigeon.com,,,,
1375,Persistent Systems Ltd,Pune,1,http://www.persistent.com,persistent.com,,,,
1376,Pietos Solutions Private Limited,Delhi,1,http://www.pietos.com,pietos.com,,,,
1377,Pine Labs Limited,Noida,1,https://www.pinelabs.com/,pinelabs.com,,,,
1378,PineQ Technology Labs Private Limited,Noida,1,https://www.pineqlab.com,pineqlab.com,,,,
1379,Pingaksho Technologies Inc,Mohali,1,http://www.pingakshotechnologies.com,pingakshotechnologies.com,,,,
1380,Pinnacle Infotech Solutions,Kolkata,1,http://www.pinnaclecad.com,pinnaclecad.com,,,,
1381,Pioneer Design And Engineering Private Limited,Hyderabad,1,https://www.pioneerdesign.in/,pioneerdesign.in,,,,
1382,PiTangent Analytics And Technology Solutions Private Limited,Kolkata,1,http://pitangent.com,pitangent.com,,,,
1383,Pixel Solutionz,Kolkata,1,https://www.pixelsolutionz.com/,pixelsolutionz.com,,,,
1384,Plutomen Technologies Private Limited,Ahmedabad,1,https://pluto-men.com,pluto-men.com,,,,
1385,Pluxee India Private Limited,Mumbai,1,https://www.pluxee.in/,pluxee.in,,,,
1386,PMaps HR Consultants Private Limited,Mumbai,1,https://www.pmapstest.com,pmapstest.com,,,,
1387,Polaris India Private Limited,Bengaluru,1,https://www.indiapolaris.com/,indiapolaris.com,,,,
1388,Polestar Solutions and Services India Private Limited,Noida,1,http://www.polestarllp.com,polestarllp.com,,,,
1389,Polo Queen Industrial and Fintech Ltd,Mumbai,1,http://www.poloqueen.com,poloqueen.com,,,,
1390,Pomeroy Technologies India Private Limited,Chennai,1,https://pomeroy.com,pomeroy.com,,,,
1391,Posidex Technologies Pvt Ltd,Hyderabad,1,http://www.posidex.com,posidex.com,,,,
1392,Position2 Marketing Pvt Ltd,Bengaluru,1,http://www.position2.com,position2.com,,,,
1393,Pragma Edge Software Services Private Limited,Hyderabad,1,http://www.pragmaedge.com,pragmaedge.com,,,,
1394,Prakat Solutions Private Limited,Bengaluru,1,http://www.prakat.com,prakat.com,,,,
1395,Prasarnet Consulting Services Private Limited,Kolkata,1,https://www.prasarnet.in/,prasarnet.in,,,,
1396,Prateek Natekar,Mohali,1,https://www.linkedin.com/in/prateek-natekar-4500786,linkedin.com,,,,
1397,Precise Consultancy Services LLP,Coimbatore,1,http://precisesoftware.in,precisesoftware.in,,,,
1398,Precise Testing Solution Private Limited,Noida,1,https://precisetestingsolution.com/,precisetestingsolution.com,,,,
1399,Precision Infomatic (Madras) Pvt Ltd,Chennai,1,http://www.precisionit.co.in,precisionit.co.in,,,,
1400,Predictive Analytics Solutions Private Limited,Bengaluru,1,https://predictiveanalytics.in/,predictiveanalytics.in,,,,
1401,Premier Consultancy And Investigation Private Limited,Delhi,1,https://premier-consultancy.com/,premier-consultancy.com,,,,
1402,Prescience Decision Solutions Private Limited,Bengaluru,1,http://www.prescienceds.com,prescienceds.com,,,,
1403,Presidio Solutions Private Limited,Chennai,1,https://presidio.com,presidio.com,,,,
1404,Prevaj Consultants Private Limited,Chennai,1,https://www.prevajconsultants.com/,prevajconsultants.com,,,,
1405,PRGX India Private Limited,Pune,1,http://www.prgx.com,prgx.com,,,,
1406,PricewaterhouseCoopers Pvt Ltd,Mumbai,1,http://www.pwc.com,pwc.com,,,,
1407,Prilities Technologies Private Limited,Bengaluru,1,https://verifynow.in/,verifynow.in,,,,
1408,Prime Infoserv Private Limited,Kolkata,1,http://www.primeinfoserv.com,primeinfoserv.com,,,,
1409,Principal Global Services Pvt Ltd,Pune,1,http://www.principal.com,principal.com,,,,
1410,Prismatic Softwares Private Limited,Pune,1,https://prissoft.net,prissoft.net,,,,
1411,Pristine InfoSolutions Private Limited,Mumbai,1,https://pristineinfo.com/,pristineinfo.com,,,,
1412,Pristine Pro Tech Private Limited,Pune,1,https://www.pristineprotech.com/,pristineprotech.com,,,,
1413,Privafy Technologies India Private Limited,Bengaluru,1,https://www.privafy.com,privafy.com,,,,
1414,ProcDNA Analytics Private Limited,Gurugram,1,https://www.procdna.com/,procdna.com,,,,
1415,ProcesIQ Influx Private Limited,Delhi,1,https://procesiq.com,procesiq.com,,,,
1416,Prochant India Private Limited,Chennai,1,https://www.prochant.com/india,prochant.com,,,,
1417,ProductDossier Solutions (India) Private Limited,Pune,1,http://www.productdossier.com,productdossier.com,,,,
1418,Profilelens Services Private Limited,Hyderabad,1,https://www.profilelens.co.in,profilelens.co.in,,,,
1419,Profolo Platforms Private Limited,Hyderabad,1,https://profolo.com,profolo.com,,,,
1420,Progience Technologies Private Limited,Hyderabad,1,http://www.progience.com,progience.com,,,,
1421,Prognostics In-Med Private Limited,Pune,1,http://in-medprognostics.com/neuroshield,in-medprognostics.com,,,,
1422,Progress Software Development Pvt Ltd,Hyderabad,1,https://www.progress.com,progress.com,,,,
1423,Progressive Video Private Limited,Bengaluru,1,https://curatal.com/,curatal.com,,,,
1424,Prohance India Private Limited,Bengaluru,1,https://www.prohance.net/,prohance.net,,,,
1425,Prologic Consulting Private Limited,Mohali,1,https://www.prologic-technologies.com/,prologic-technologies.com,,,,
1426,Prologic First India Pvt Ltd,Gurugram,1,http://www.prologicfirst.com,prologicfirst.com,,,,
1427,Proquest Consultancy Services Pvt Ltd,Hyderabad,1,http://www.proquestcs.com,proquestcs.com,,,,
1428,Prorigo Software Pvt Ltd,Pune,1,http://www.prorigosoftware.com,prorigosoftware.com,,,,
1429,Prostarm Info Systems Limited,Navi Mumbai,1,https://prostarm.com/,prostarm.com,,,,
1430,Protiviti India Member Private Limited,Gurugram,1,https://www.protiviti.com/in-en,protiviti.com,,,,
1431,Provalidate Services Private Limited,Hyderabad,1,https://www.provalidate.in,provalidate.in,,,,
1432,Providence Global Center LLP,Hyderabad,1,https://www.providence.org/,providence.org,,,,
1433,Proxiio Global Solutions Private Limited,Gurugram,1,https://www.proxiio.com,proxiio.com,,,,
1434,Proximal Cloud Private Limited,New Delhi,1,https://www.proximal.cloud,proximal.cloud,,,,
1435,Proximity Labs Private Limited,Mumbai,1,https://www.Proximity.tech,proximity.tech,,,,
1436,PRT Software Solutions LLP,Hyderabad,1,https://prtsoftwaresolutions.com/,prtsoftwaresolutions.com,,,,
1437,Prudent Globaltech Solutions Private Limited,Hyderabad,1,https://www.prudentconsulting.com,prudentconsulting.com,,,,
1438,PSPTech Hub Services Private Limited,Hyderabad,1,https://psptechhub.com/,psptechhub.com,,,,
1439,PTC Software (India) Pvt Ltd,Pune,1,http://www.ptc.com,ptc.com,,,,
1440,Pure Storage India Private Limited,Bengaluru,1,https://www.purestorage.com/,purestorage.com,,,,
1441,PurpleLabs Search Private Limited,Bengaluru,1,https://purplequarter.com/,purplequarter.com,,,,
1442,PurpleTalk India Pvt Ltd,Hyderabad,1,http://www.purpletalk.com,purpletalk.com,,,,
1443,PVH Services India Private Limited,Bengaluru,1,https://www.pvh.com/,pvh.com,,,,
1444,PXP Services Private Limited,Hyderabad,1,https://www.pxpfinancial.com/,pxpfinancial.com,,,,
1445,QA Masters Private Limited,Hyderabad,1,http://www.surensinffotek.com,surensinffotek.com,,,,
1446,QAAgility Technologies Private Limited,Mumbai,1,https://qaagility.com/,qaagility.com,,,,
1447,Qaig Private Limited,Hyderabad,1,https://thequantum.ai,thequantum.ai,,,,
1448,Qbotica Artificial Intelligence Services Private Limited,Chennai,1,https://www.qbotica.com,qbotica.com,,,,
1449,Qentelli Solutions Private Limited,Hyderabad,1,https://www.qentelli.com/,qentelli.com,,,,
1450,Qruize Technologies Private Limited,Chennai,1,https://www.qruize.com/,qruize.com,,,,
1451,Qt India Technology Private Limited,Bengaluru,1,http://www.qt.io,qt.io,,,,
1452,Quad One Technologies Private Limited,Hyderabad,1,http://www.quadone.com,quadone.com,,,,
1453,Qualifyde Technologies Private Limited,Hyderabad,1,https://qualifyde.com/,qualifyde.com,,,,
1454,Qualitykiosk Technologies Private Limited,Navi Mumbai,1,http://www.qualitykiosk.com,qualitykiosk.com,,,,
1455,Qualizeal Technologies India Private Limited,Hyderabad,1,https://qualizeal.com/,qualizeal.com,,,,
1456,Qualtech Consultants Pvt Ltd,Noida,1,http://www.qualtechedge.com,qualtechedge.com,,,,
1457,Quant Art Market Solutions Private Limited,Kolkata,1,https://www.quantartmarket.com/,quantartmarket.com,,,,
1458,Quantafic Business Solutions Private Limited,Mumbai,1,http://quantafic.com/,quantafic.com,,,,
1459,Quantascend Consulting Global Private Limited,Chennai,1,https://www.quantascend.com,quantascend.com,,,,
1460,Quantile Analytics Private Limited,Indore,1,https://www.quantileanalytics.co/,quantileanalytics.co,,,,
1461,Quantium Analytics Pvt Ltd,Hyderabad,1,http://www.quantium.com,quantium.com,,,,
1462,Quantrello Digital Private Limited,Kolkata,1,https://www.qlikchain.com,qlikchain.com,,,,
1463,Quantum Leap Consulting Private Limited,Chennai,1,http://www.teamwaresolutions.net,teamwaresolutions.net,,,,
1464,Quatrro Global Services Pvt Ltd,Gurugram,1,http://www.quatrro.com,quatrro.com,,,,
1465,Quest Diagnostics HTAS India Private Limited,Hyderabad,1,http://www.QuestDiagnostics.com,questdiagnostics.com,,,,
1466,QuEST Global Engineering Services Private Limited,Bengaluru,1,http://engineering.quest-global.com,engineering.quest-global.com,,,,
1467,Quetzal Verify Private Limited,Mumbai,1,https://www.qverify.com/,qverify.com,,,,
1468,QuickPlay Media Pvt Ltd,Chennai,1,http://www.quickplay.com,quickplay.com,,,,
1469,Quiddity Software Solutions Private Limited,Hyderabad,1,http://www.Quiddityit.com,quiddityit.com,,,,
1470,Quinji,Mohali,1,https://quinji.com,quinji.com,,,,
1471,Quinnox Consultancy Services Ltd,Mumbai,1,http://www.quinnox.com,quinnox.com,,,,
1472,Quinpro Info Services Private Limited,Bengaluru,1,https://www.factsuite.com/,factsuite.com,,,,
1473,Quintes Global Private Limited,New Delhi,1,http://www.quintesglobal.com,quintesglobal.com,,,,
1474,QuNu Labs Private Limited,Bengaluru,1,http://qunulabs.in/,qunulabs.in,,,,
1475,QX Global Services Private Limited,Ahmedabad,1,http://www.qxltd.com,qxltd.com,,,,
1476,Qylis Cloud Data & Cyber Security Services Private Limited,Hyderabad,1,https://qylis.com/,qylis.com,,,,
1477,R S Software (India) Ltd,Kolkata,1,http://www.rssoftware.com,rssoftware.com,,,,
1478,R1 RCM Global Private Limited,Gurugram,1,http://www.accretivehealth.com,accretivehealth.com,,,,
1479,Rabbit and Tortoise Technology Solutions Private Limited,Pune,1,http://www.rabbitandtortoise.com/,rabbitandtortoise.com,,,,
1480,Rackbank Datacenters Pvt Ltd,Indore,1,http://www.rackbank.com,rackbank.com,,,,
1481,Radush Technologies Private Limited,Chennai,1,https://www.radush.io,radush.io,,,,
1482,Rage Communications Pvt Ltd,Chennai,1,http://www.whatarage.com,whatarage.com,,,,
1483,Rainforest Golden Basket Private Limited,Chennai,1,http://rfgbpl.com,rfgbpl.com,,,,
1484,Rajalakshmi Engineering College,Chennai,1,http://www.rajalakshmi.org,rajalakshmi.org,,,,
1485,Ramboll India Private Limited,Chennai,1,http://www.mea.ramboll.com,mea.ramboll.com,,,,
1486,Ramco Systems Limited,Chennai,1,http://www.ramco.com,ramco.com,,,,
1487,RAMTeCH Software Solutions Pvt Ltd,Noida,1,http://www.ramtech-corp.com,ramtech-corp.com,,,,
1488,Randstad India Private Limited,Bengaluru,1,http://www.randstad.in/,randstad.in,,,,
1489,Rasacode Technologies Private Limited,Kolkata,1,https://rasacode.in/,rasacode.in,,,,
1490,Raspberry Infosystems Private Limited,Chennai,1,https://www.raspberry.systems,raspberry.systems,,,,
1491,Ravity Software Solutions Private Limited,Bengaluru,1,https://www.ravity.io,ravity.io,,,,
1492,RAVSoft Solutions India Private Limited,Chennai,1,http://www.ravsoftsolutions.com,ravsoftsolutions.com,,,,
