distress,engage_score,ops_fit,company,campaign_email,campaign_email_type,domain,employees,founded,age_years,city,state,sector,business_model,stage,website_status,revenue_usd,net_profit_usd,funding_usd,key_people,key_people_emails,company_emails,company_phones,key_people_profiles,linkedin,website,tracxn_url
10.0,100,53.4,Tatvacare,manoj.balaji@tatvacare.in,person (Tracxn),tatvacare.in,286,2020,6,Bengaluru,Karnataka,HealthTech,Healthcare IT > Provider > Hospital Information Systems > PM & EHR Platforms > Generic,Unfunded,200,1562053,,,"Gouri Gore; Co-Founder
 Manoj Balaji; CEO; manoj.balaji@tatvacare.in; CEO-TatvaCare | Ex-MediBuddy | S.P.Jain Center of Management MBA 2008",manoj.balaji@tatvacare.in,support@tatvacare.in,-9974042272,https://linkedin.com/in/manoj-balaji-8415136,https://linkedin.com/company/tatvacare-in/about,https://www.tatvacare.in/,https://platform.tracxn.com/companies/j3f6cAKKVgXazAi2KY__iOSBwGRp4mEToNM1xb5vau4/tatvacare.in
10.0,100,45.1,UniCreds,amit@unicreds.com,person (Tracxn),unicreds.com,224,2021,5,Mumbai,Maharashtra,FinTech,Alternative Lending > Online Lenders > Consumer Loans > Education Financing > Loans > International Student Loans > Mark,Unfunded,200,9904585,,,"Amit Singh; Co-Founder; amit@unicreds.com; Founder UniAcco, Adventum Offshore, ex-Standard Chartered Asset Management, Aditya Birla Sun Life Mutual Fund .",amit@unicreds.com,contact@unicreds.com,-18001217570,"linkedin.com/in/amituniacco/?originalSubdomain=in,
 linkedin.com/in/amituniacco/?originalSubdomain=in",https://linkedin.com/company/unicreds,https://unicreds.com,https://platform.tracxn.com/companies/IStHj3dFaqiAd7RGS1cJ4vjUnZOkT5zHDKhJVXO3FX8/unicreds.com
10.0,90,65.8,Workafella,vinod.babu@workafella.com,person (Tracxn),workafella.com,247,2016,10,Chennai,Tamil Nadu,Real Estate and Construction Tech,Commercial Real Estate Tech > CoWorking > Managed,Unfunded,200,14143154,,,"Gurbinder Rattha; Co-Founder & Managing Director; Founder Workenstein, Roverco, Rattha Group, Estra Real Estate, Somerset Greenways.
 Vinod Babu; Co-Founder & CEO; vinod.babu@workafella.com; Ex- Regus Business Centres, Inox Leisure, Apeejay surrendra park hotels. University of Madras BBA",vinod.babu@workafella.com,info@workafella.com,,"https://linkedin.com/in/gurbinder-rattha-33785860,
 http://linkedin.com/in/vinodbabu",https://linkedin.com/company/workafella-india,https://www.workafella.com/,https://platform.tracxn.com/companies/GZGB5evCKSi9N11quznEj7p5uKvrrZSFmMOKQnN6LlQ/workafella.com
10.0,90,65.7,Amber,madhur@amberstudent.com,person (Tracxn),getamber.com,219,2015,11,Mumbai,Maharashtra,Consumer,"Auto E-Commerce & Content > Insurance > Extended Warranty,
 Auto Retail & Aftersales > Financial Services > Finance > In",Unfunded,200,24637257,,,"Madhur Gujar; Co-Founder & CBO; madhur@amberstudent.com; Ex-Founder Doubtbox. IIT Kharagpur 2015
 Saurabh Goel; Co-Founder & CEO; saurabh@getamber.com; Housing.com, Lets Venture. IIT-KGP 2014","madhur@amberstudent.com,
 saurabh@getamber.com",hello@getamber.com,,"https://linkedin.com/in/madhurgujar,
 http://linkedin.com/pub/saurabh-goel/2a/271/526,
 https://www.linkedin.com/in/saurabh-goel-5262712a",https://linkedin.com/company/amberstudent,https://www.getamber.com/,https://platform.tracxn.com/companies/xSwQdQDqDJoaxXOy99Cv966pCfjI1KxQVNbPKLRB5mE/getamber.com
10.0,90,63.5,Daryaganj,amit@daryaganj.com,person (Tracxn),daryaganj.com,313,2017,9,Delhi,Delhi,Food and Agriculture,"Food Service Chains > Restaurants > Limited Service > Asian > Indian,
 Shark Tank - India > Season 2 > Food and Beverage",Seed,200,6144589,,4260439,"Raghav Jaggi; Co-Founder; EXL, ex-KPMG. St. Stephen's College Delhi 2001
 Amit Bagga; Co-Founder & CEO; amit@daryaganj.com; Ex-Co-Founder Eyetalk Media Ventures, Faarsi, Maquina. Delhi University BCom",amit@daryaganj.com,contactus@daryaganj.com,-9718201856,"https://linkedin.com/in/raghav-jaggi-6b22932,
 https://linkedin.com/in/amit-bagga",https://linkedin.com/company/daryaganj-hospitality-pvt-ltd,https://www.daryaganj.com/,https://platform.tracxn.com/companies/eFGlqkSbqSOwbbX8_3Z2EDQiUNrefYd5jdb_XXt9lMw/daryaganj.com
10.0,90,62.1,Nothing Before Coffee,anand@nothingbeforecoffee.com,person (Tracxn),nothingbeforecoffee.com,298,2017,9,Jaipur,Rajasthan,Food and Agriculture,Food & Beverage Products > Beverages > Multi-category > Internet First Brand,Seed,200,2787350,,2612900,"Anand Jain; Co-Founder; anand@nothingbeforecoffee.com
 Ankesh Jain; Co-Founder & CEO; ankesh@nothingbeforecoffee.com; Jain shah. Suresh Gyan Vihar University
 Shubham Bhandari; Co-Founder; shubham@nothingbeforecoffee.com; Co-Founder Urban Choola. St. Anselm's Pink City Sr Sec School BCom 2016","anand@nothingbeforecoffee.com,
 ankesh@nothingbeforecoffee.com,
 shubham@nothingbeforecoffee.com",info@nothingbeforecoffee.com,-9251652895,"https://linkedin.com/in/anand-jain-98369897,
 https://linkedin.com/in/ankesh-jain-1ab95041,
 https://linkedin.com/in/shubham-bhandari-ba0b15a2",https://linkedin.com/company/nothing-before-coffee/about,https://nothingbeforecoffee.com,https://platform.tracxn.com/companies/HTNcf0dC-QrBTB7OwkOgYps_XxLc1_zQzT9OxXYQdBo/nothingbeforecoffee.com
10.0,90,61.0,Theater,sarthak@theater.xyz,person (Tracxn),theater.xyz,393,2021,5,Chandigarh,Union Territory Of Chandigarh,Consumer,Fashion Tech > B2C Commerce > Multi Category > Internet First Brand > Conventional Fabrics > Men & Women,Seed,200,3959236,,1500000,"Vikram Jain; Co-Founder; Theater, ex-Hsbc, ex-Politicl, Indian School of Business, 2014
 Sarthak Aggarwal; Co-Founder; sarthak@theater.xyz; Co-founder and CEO-Theater,AllThatGrows,AllThatGrows | Ex-Cue Blocks Technologies","sarthak@theater.xyz
 aggarwals@theater.xyz",hello@theater.xyz,-6280662237,https://linkedin.com/in/vikramjain911,https://linkedin.com/company/theater-xyz/about,https://theater.xyz,https://platform.tracxn.com/companies/GljAWVcWCDErncr007cu0wg918WqW-FcbaGxup6snm8/theater.xyz
10.0,90,55.3,Heph,saurabh.gupta@heph.in,person (Tracxn),heph.in,295,2022,4,Gurugram,Haryana,FinTech,Insurance IT > Insurance as a Service,Unfunded,200,27195201,,,"Saurabh Gupta; Co-Founder & CTO; saurabh.gupta@heph.in; Co-Founder & CTO-Heph | M.B.M. Engineering College, Jodhpur BE 2011
 Ish Babbar; Co-Founder
 Ankit Agrawal; Co-Founder & CEO",saurabh.gupta@heph.in,contact@heph.in,,https://www.linkedin.com/in/saurabhgupta22/,https://linkedin.com/company/hephapi/about,https://heph.in,https://platform.tracxn.com/companies/DXL5dff916N2G36TcLfkJezsnsoFBeq_QeJWvTPN04E/heph.in
10.0,90,54.3,EPRLoop,abhishek@recykal.com,person (Tracxn),eprloop.com,359,2020,6,Hyderabad,Telangana,Environment Tech,Solid Waste Management Tech > Collection > Marketplaces,Unfunded,200,116525579,,,"Vikram Prabakar; Co-Founder & CPO; Co-Founder & CPO-Recykal | Ex-HighRadius,Payswiff Solutions,Oracle USA | Osmania University BCom 1996
 Sujan Parthasaradhi; Co-Founder & Chief Innovation Officer; Co-Founder & CIO-Recykal | Ex-HID Global | West Virginia University MSc 2003
 Ekta Narain; Co-Founder & Chief Business Officer; Co-Founder & CBO-Recykal | Ex-Ravi Foods,IBM,GENPACT | Osmania University, Hyderabad BSc 1995,Kakatiya University MSc 1999
 Anirudha Jalan; Co-Founder & CSO; Co-Founder & CSO-Recykal | Ex-Ambee,Calcutta Angels Network,Hasimara Industries | University of Illinois Urbana-Champaign BSc 2008,Indian School of Business MBA 2017
 Abhishek Deshpande; Co-Founder & COO; abhishek@recykal.com; Co-Founder & COO-Recykal | Ex-Accor,Radisson | Osmania University 2008
 Abhay Deshpande; Co-Founder & CEO; abhishek.deshpande@recykal.com; Founder Recykal, ex-Founder & CEO Martjack, Malamall.com. S.G.G.S College of Engineering and Technology Nanded BE 1994","abhishek@recykal.com,
 abhishek.deshpande@recykal.com",,-7799996164,"https://linkedin.com/in/vikram-prabakar,
 https://www.linkedin.com/in/sujan-parthasaradhi-47645018/,
 https://linkedin.com/in/ektanarain,
 https://linkedin.com/in/anirudha-jalan-69a7ab138,
 https://linkedin.com/in/abhishek-deshpande-cofounderrecykal,
 https://www.linkedin.com/in/abhay--deshpande/",https://linkedin.com/company/recykaldotcom,https://eprloop.com,https://platform.tracxn.com/companies/xswF0glIsdzTCkPIZLfIxJ1cH6kmVXymcnTNssjMN6I/eprloop.com
10.0,90,48.7,Codeyoung,rupika@codeyoung.com,person (Tracxn),codeyoung.com,209,2019,7,Bengaluru,Karnataka,EdTech,K-12 EdTech > B2C Learning Solutions > Diversified > Online Tutoring,Series A,200,5589214,,3746396,"Rupika Taneja; Co-Founder & COO; rupika@codeyoung.com; Co-Founder-Codeyoung | Ex-Flipkart | Indian Institute of Technology Delhi BS 2018
 Shailendra Dhakad; Co-Founder & CEO; shailendra@codeyoung.com; Ex-Travello App, Enactus. IIT Delhi BTech 2018","rupika@codeyoung.com,
 shailendra@codeyoung.com",support@codeyoung.com,-8884459886,"https://linkedin.com/in/rupikataneja,
 https://linkedin.com/in/shailendra-dhakad-71b301199,
 linkedin.com/in/shailendra-dhakad-71b301199/,
 linkedin.com/in/shailendra-dhakad-71b301199/,
 https://www.linkedin.com/in/shailendra-dhakad-71b301199/?originalSubdomain=in",https://linkedin.com/company/smaowl9,https://www.codeyoung.com,https://platform.tracxn.com/companies/l46jQJm_OgHlGGYPO2PFezVoJwqVIB_mfoeDZVs4zqU/codeyoung.com
10.0,90,43.0,GameTheory,sudeep@gametheory.in,person (Tracxn),gametheory.in,276,2019,7,Bengaluru,Karnataka,Consumer,Sports Tech > Booking Platforms > Sports Courts > Multi Sports,Seed,200,1961320,,3134603,"Sudeep Kulkarni; Founder & CEO; sudeep@gametheory.in; Founder-Game Theory | Ex-The Tribe Fitness Club,Bharat Electronics,The Shiamak Group | M S Ramaiah Institute of Technology BE 2009",sudeep@gametheory.in,hello@gametheory.in,-9513253268,https://linkedin.com/in/sudeep-kulkarni-12025538,https://linkedin.com/company/gametheoryindia,https://www.gametheory.in/,https://platform.tracxn.com/companies/gdjM-VDWkJurk8cWFdztioXMYVksmLOz0WzbIrnu__o/gametheory.in
10.0,80,87.2,Insight Media City,info@insightmediacity.com,company generic,insightmediacity.com,396,2013,13,Kochi,Kerala,Media & Entertainment,"TV Networks > Education,
 Edutainment > Educational Media > TV Channels",Unfunded,200,16974106,,,Vidhya Vinod; CEO; info@insightmediacity.com,info@insightmediacity.com,info@insightmediacity.com,-4842203453,,https://linkedin.com/company/flowers-tv,https://insightmediacity.com,https://platform.tracxn.com/companies/5331lQOc9_JxpfUSY0tDP0tg892N9HmOydltMaJvQXw/insightmediacity.com
10.0,80,76.2,Pilgrim,anurag@discoverpilgrim.com,person (Tracxn),discoverpilgrim.com,438,2019,7,Mumbai,Maharashtra,Consumer Goods,"Beauty Tech > Ecommerce > Multi Category > Organic > Internet First Brand,
 Beauty & Personal Care Products > Multi Cate",Series B,200,49413944,,50000000,"Gagandeep Makker; Co-Founder; Ex-Co-Founder EzExam Technologies, Barclays, Fractal Analytics. IIT Bombay BTech 2013
 Anurag Kedia; Co-Founder & CEO; anurag@discoverpilgrim.com; Ex-Richfeel Health & Beauty, NuAyurveda Clinics, Four Fountains De-Stress, KPMG. IIT Bombay BTech 2001, IIM Ahmedabad PGDM 2004",anurag@discoverpilgrim.com,hello@discoverpilgrim.com,-7400097883,"https://linkedin.com/in/gaganmakker,
 https://linkedin.com/in/anuragkedia",https://linkedin.com/company/discover-pilgrim,https://discoverpilgrim.com,https://platform.tracxn.com/companies/e9kEt1Eh2FRyPOpzDW5RU2JW6bUKlOX5brUAmPe24ZM/discoverpilgrim.com
10.0,80,76.0,Hearzap,selvaraj@hearzap.com,person (Tracxn),hearzap.com,473,2018,8,Hyderabad,Telangana,HealthTech,Healthcare Booking Platforms > Pharmacies > Medical Devices > Hearing Aids,Series A,200,9978119,,7165690,"Rajapandian Selvaraj; Founder; selvaraj@hearzap.com; Founder Hearzap India, Hearing Solutions India | All India Institute of Speech and Hearing, Manasagangothri,Mysore MS 2006",selvaraj@hearzap.com,support@hearzap.com,-9659455364,"https://linkedin.com/in/rajapandian-selvaraj,
 https://www.linkedin.com/in/rajapandian-selvaraj/",https://linkedin.com/company/hearzap-india/about,https://www.hearzap.com/,https://platform.tracxn.com/companies/P_2GSaaMoce9hgBRel5BNLs1mM-z0yWN0v9ZW_xVYpw/hearzap.com
10.0,80,75.7,KisanKonnect,vivek.nirmal@kisankonnect.in,person (Tracxn),kisankonnect.in,459,2020,6,Ahmednagar,Maharashtra,Food and Agriculture Tech,"Crop Tech > ECommerce > Farm Produce > B2C > Fruits and Vegetables > Farm to Home,
 Online Grocery > B2C Ecommerce > Fru",Series A,200,27505299,,25355613,"Vivek Nirmal; Co-Founder & CEO; vivek.nirmal@kisankonnect.in; D V E M School BCom
 Nidhi Nirmal; Co-Founder & Business Head; nidhi.nirmal@kisankonnect.in; Kisankonnect","vivek.nirmal@kisankonnect.in,
 nidhi.nirmal@kisankonnect.in",customercare@kisankonnect.in,-7583888908,"https://linkedin.com/in/vivek-nirmal-52656424a,
 https://linkedin.com/in/nidhi-nirmal-a55680248",https://linkedin.com/company/kisankonnect,https://www.kisankonnect.in,https://platform.tracxn.com/companies/THvL-tJWVPmgCw6Bg8KJ9aeqeNu8COyrDUk80mBGBhQ/kisankonnect.in
10.0,80,74.2,Agrim,avi@agrim.app,person (Tracxn),agrim.app,443,2020,6,Gurugram,Haryana,Retail,"B2B E-Commerce > Agriculture > Marketplace,
 Crop Tech > ECommerce > Farm Inputs > Multi Category > Marketplace > For Re",Series B,200,48224672,,33120616,"Avi Jain; Co-Founder; avi@agrim.app; Ex-Co-Founder Taazu, Nomura. IIT Kharagpur BTech 2009, IIM Calcutta 2011
 Mukul Garg; Co-Founder; mukul@agrim.app; Ex-Co-Founder & CEO Tripigator, BlackBuck, HSBC, Accenture. IIT Kharagpur BTech 2009","avi@agrim.app,
 mukul@agrim.app",contact@agrim.app,-8130502095,"https://linkedin.com/in/avi-jain-5aa32515,
 https://linkedin.com/in/mukulgarg",https://linkedin.com/company/agrimindia,https://agrim.app,https://platform.tracxn.com/companies/InrJPnpeRhSFtzN_scUQEq74eyMyo3eq3FhuFqC0NJI/agrim.app
10.0,80,74.0,Vilcart,prasanna@vilcart.in,person (Tracxn),vilcart.in,388,2018,8,Bengaluru,Karnataka,Retail,"B2B E-Commerce > Horizontal > Marketplace > Rural Commerce,
 Rural Ecommerce > B2B Ecommerce > Marketplace,
 Online Groc",Series A,200,132762521,,31382777,"Rajasekhar Gowd; Co-Founder; Co-Founder-Vilcart
 Mahesh Bhat; Co-Founder & Head-Analytics, Accounts & Finance; Vilcart, ex-Ibm, ex-Novo Nordisk, The Institute of Company Secretaries of India, 2013
 Amith Mali; Co-Founder & CMO; Vilcart Bridge To Rural Kirana, ex-Neorays Software Solutions, ex-Neo Rays Software Solutions, Visvesvaraya Technological University, 2009
 Prasanna Kumar C; Co-Founder & CEO; prasanna@vilcart.in; Ex-CPK & Co, CPEAK CONSULTANCY SERVICES. University of Mysore BBM 2005, ICAI CA 2009",prasanna@vilcart.in,vilcare@vilcart.in,-6366827736,"https://www.linkedin.com/in/rajasekhar-gowd-215140255/,
 https://linkedin.com/in/mahesh-bhat-7b756016,
 https://linkedin.com/in/amith-s-mali-29299574,
 https://linkedin.com/in/prasanna-kumar-c-cpk-33711330",https://linkedin.com/company/vilcart,https://vilcart.in,https://platform.tracxn.com/companies/sN4ktOYvoooNk3ADgQ13Oupntw_rCGNRr_kCci_xm8s/vilcart.in
10.0,80,73.0,Samosa Party,diksha@samosaparty.co.in,person (Tracxn),samosaparty.in,415,2017,9,Bengaluru,Karnataka,Food and Agriculture,Food Service Chains > Restaurants > Limited Service > Asian > Indian,Series A,200,6922059,,15102397,"Diksha Pande; Co-Founder; diksha@samosaparty.co.in; Co-Founder-Samosa Party | Ex-CoWrks,Chai Point,Yum! Restaurants International
 Amit Nanwani; Co-Founder; Co-Founder-Samosa Party | Ex-EY,Intel,SapientNitro | Maulana Azad National Institute of Technology BTech 2012",diksha@samosaparty.co.in,help@samosaparty.co.in,-8884499797,"https://linkedin.com/in/dikshapande,
 https://linkedin.com/in/amitnanwani",https://linkedin.com/company/samosapartyfoods/about,https://samosaparty.in,https://platform.tracxn.com/companies/AqhBcHzdlQb6wWYrYDjxuc7vIEfqp5GsjUU57PmEK_8/samosaparty.in
10.0,80,69.3,OTO Capital,sumit@otocapital.in,person (Tracxn),otocapital.in,402,2018,8,Mumbai,Maharashtra,Consumer,"Alternative Lending > Online Lenders > Consumer Loans > Auto Loans > Marketplace > Two Wheeler,
 Auto E-Commerce & Conte",Series A,200,4788944,,29784759,"Sumit Chhazed; Co-Founder & CEO; sumit@otocapital.in; Ex-Co-Founder CredR & Coursewave Eduventures & Enelek Power. IIT Bombay BTech 2012
 Harsh Saruparia; Co-Founder; harsh@otocapital.in; Ex- FlexiLoans, CredR, Housing, Fractal Analytics. IIT Bombay BTech 2012","sumit@otocapital.in,
 harsh@otocapital.in",support@otocapital.in,-9372081040,"http://linkedin.com/in/sumitchhazed,
 https://linkedin.com/in/harsh-saruparia-36901b32",https://linkedin.com/company/oto-capital,https://www.otocapital.in/,https://platform.tracxn.com/companies/tnzJcnIHXjgE0cx6UWeTaoJfvD7bJSAjuAAKTIcYoKY/otocapital.in
10.0,80,67.7,BASIC Home Loan,atul@basichomeloan.com,person (Tracxn),basichomeloan.com,438,2020,6,Gurugram,Haryana,FinTech,Alternative Lending > Online Lenders > Mortgages > Residential > Marketplace,Series B,200,8070748,,19300000,"Atul Monga; Co-Founder & CEO; atul@basichomeloan.com; Co-Founder & CEO-Basic Home Loan | Ex-PolicyBazaar.com,Rubique,Credit Suisse | Indian Institute of Technology, Delhi BTech 2009
 Kalyan Josyula; Founder - COO & Head of Technology; Basic Home Loan, ex-Awok Com, ex-Rocket Internet, IBS Hyderabad, 2005",atul@basichomeloan.com,hello@basichomeloan.com,-7270068917,"https://linkedin.com/in/atul-monga-3323037,
 https://linkedin.com/in/kalyan-josyula",https://linkedin.com/company/basichomeloan,https://www.basichomeloan.com/,https://platform.tracxn.com/companies/QVO7BYYBZDbIk35lKTVnvhElbsDMb4kc7ey0fIrxm1I/basichomeloan.com
10.0,80,65.0,Apnaklub,gourav@apnaklub.com,person (Tracxn),apnaklub.com,319,2019,7,Bengaluru,Karnataka,Retail,"B2B E-Commerce > Horizontal > E-Distributor > Rural Commerce,
 Rural Ecommerce > B2B Ecommerce > E-Distributor,
 Online ",Series A,200,75080190,,31505087,"Ashutosh Kumar; Co-Founder and Head of Growth @ ApnaKlub; Apnaklub Com, ex-Supr Daily, ex-Shadowfax, Institute of Hotel Management. Pusa (New Delhi), 2010
 Shruti; Co-Founder & CEO; Ex-Impact Investing. Indian Institute of Technology, Delhi BTech 2012, Harvard Business School MBA 2019
 Gourav Das; Co-Founder & CTO & CPO; gourav@apnaklub.com; Chief Technology Officer - ApnaKlub",gourav@apnaklub.com,info@apnaklub.com,-8929185264,"https://linkedin.com/in/ashutosh-kumar-9a4987b1,
 https://linkedin.com/in/shrutipy,
 https://linkedin.com/in/gouravdas",https://linkedin.com/company/apnaklub,https://www.apnaklub.com/,https://platform.tracxn.com/companies/LpwZ4I0G1SpMBzIYsLN69-yHYu5jpyjmUko07tAH7wU/apnaklub.com
10.0,80,64.3,DPD Zero,ranjith@dpdzero.com,person (Tracxn),dpdzero.com,455,2022,4,Bengaluru,Karnataka,FinTech,"Alternative Lending > Business Debt Management > Debt Collection,
 Banking Tech > Loan Life Cycle Management > Loan Serv",Series A,200,2837935,,10839620,"Ananth Shroff; Co-Founder & CEO; Co-Founder & CEO-DPDzero | Ex-Setu,Unbxd,Exotel Techcom | PES University BS 2014
 Ranjith B R; Co-Founder & CTO; ranjith@dpdzero.com; Co-Founder & CTO-DPDzero | Ex-Setu,Mammoth Analytics,Deloitte US-India |",ranjith@dpdzero.com,support@dpdzero.co,-8046810880,"https://linkedin.com/in/ananth-shroff-71631a61,
 https://linkedin.com/in/ranjith19",https://linkedin.com/company/dpdzero/about,https://dpdzero.com,https://platform.tracxn.com/companies/lZVmdhAFCA9OlWwjbrI2CW1va4AGsS7ugjgWkIL4Mko/dpdzero.com
10.0,80,64.0,Hepo India,prashant_khandelwal@hepoindia.com,person (Tracxn),hepoindia.com,201,2015,11,Mumbai,Maharashtra,Real Estate and Construction,"B2B E-Commerce > Home Construction & Improvement > Building Supplies > Diversified > E-Distributor,
 Building Materials ",Unfunded,200,12851114,,,Prashant Khandelwal; CEO; prashant_khandelwal@hepoindia.com,prashant_khandelwal@hepoindia.com,customer_services@hepoindia.com,-2226743198,,https://linkedin.com/company/hepoindia/about,https://hepoindia.com,https://platform.tracxn.com/companies/mw3uOuSp-E2YMP8eHEkKpEZXjm7n8H5JaN16Js12HXA/hepoindia.com
10.0,80,62.7,GreenLine,madhur.taneja@greenline.in,person (Tracxn),greenline.in,347,2021,5,Mumbai,Maharashtra,Environment Tech,"Logistics Tech > Freight > Trucking > Heavy Cargo > Marketplace > Liquid > Fuel,
 Air Pollution Management Tech > Emissi",Series A,200,38589293,,32018500,"Madhur Taneja; CEO; madhur.taneja@greenline.in; Ex-Nayara Energy, Essar, Airtel. Department of Management Sciences (PUMBA), Savitribai Phule Pune University MBA 1991",madhur.taneja@greenline.in,info@greenline.in,-7045191020,https://www.linkedin.com/in/taneja-madhur/,https://linkedin.com/company/green-line-in,https://greenline.in,https://platform.tracxn.com/companies/k383kyIXIFfa-4_-vyLZzZTS_CYPvhqfP9hwqhJTZOM/greenline.in
10.0,80,60.9,TravClan,arun@travclan.com,person (Tracxn),travclan.com,312,2018,8,Delhi,Delhi,Consumer,Online Travel > Technology Enablers > Travel Agency IT > Suite,Seed,200,3998956,,5700000,"Arun Bagaria; Co-Founder & CEO; arun@travclan.com; Ex-CARS24, TravelTriangle. H.R. College Of Commerce & Economics BCom 2011, IIM Bangalore MBA 2014
 Chirag Agarwal; Co-Founder; chirag@travclan.com; Ex-TravelTriangle, Monitor Deloitte, Deloitte Consulting India. IIT Roorkee BTech 2010, IIM Ahmedabad MBA 2013
 Ashish Thapliyal; Co-Founder/CTO; Travclan, ex-Cars24, ex-Fabfurnish Com, Diploma in Advance Computing ( CDAC), 1999","arun@travclan.com,
 chirag@travclan.com",wecare@travclan.com,-9513392409,"https://linkedin.com/in/arunbagaria,
 https://linkedin.com/in/chirag-agrawal-899ab214,
 https://linkedin.com/in/thapliyaldotin",https://linkedin.com/company/travclanb2b,https://travclan.com,https://platform.tracxn.com/companies/fuEDtwKdOl-2cO63reX3cLn6p_yyvLAhpHrCERtcMDA/travclan.com
10.0,80,60.5,Apnamart,chetan@apnamart.in,person (Tracxn),apnamart.in,351,2022,4,Bengaluru,Karnataka,Retail,Retail Chains > Horizontal > Supermarkets,Series B,200,22540730,,38035930,"Abhishek Singh; Co-Founder & CEO; Co-Founder-ApnaMart | Ex-Edureka,CarWale,Aspiring Minds | IIT Kanpur Bachelor’s Degree 2015
 Chetan Kumar Garg; Co-Founder & COO; chetan@apnamart.in; Co-Founder-ApnaMart | Ex-Longwalks,Times Internet,Housing.com | IIT Kanpur BTech 2015",chetan@apnamart.in,support@apnamart.in,-7004793241,"https://www.linkedin.com/in/abhishek-singh-apnamart/,
 https://linkedin.com/in/chetankgarg",https://linkedin.com/company/apnamart-hq/about,https://apnamart.in,https://platform.tracxn.com/companies/IPU_PI_8_Y0Nfz2nyihk4nAx7Dl6xo2Lg0pCFSzF0Io/apnamart.in
10.0,80,60.3,4baseCare,hitesh@4basecare.com,person (Tracxn),4basecare.com,306,2018,8,Bengaluru,Karnataka,Life Sciences,"Healthcare IT > Provider > Clinical Operations > Decision Support > Suite Solutions > Oncology > Precision Med,
 Oncolog",Series B,200,1689204,,22284491,"Hitesh Goswami; Co-Founder & CEO; hitesh@4basecare.com; Co-Founder & CEO-4baseCare | Ex-Co-Founder Bionivid Technology,Genotypic Technology,Nicholas Piramal India | Sophia College, Mumbai 2005
 Kshitij Rishi; Co-Founder & COO; kshitij@4basecare.com; Co-Founder & COO-4baseCare | Ex-GE Healthcare,Green Leaf Energy,Deloitte Consulting | Panjab University BE 2006","hitesh@4basecare.com,
 kshitij@4basecare.com",info@4basecare.com,-6366843324,"https://linkedin.com/in/hitesh-goswami-b8b0528,
 https://linkedin.com/in/kshitij-rishi-080ab817",https://linkedin.com/company/4basecare,https://www.4basecare.com/,https://platform.tracxn.com/companies/r6x8poFU8CFiToqlWhn8mwPjUtXrzM1mIL8JiWHRGy0/4basecare.com
10.0,80,60.1,Propmart Advisory,sharad.bhanushali@propmart.co,person (Tracxn),propmart.co,304,2018,8,Thane,Maharashtra,Consumer,Residential Real Estate Tech > Listings,Unfunded,200,1537546,,,"Sharad Bhanushali; Founder & Managing Director; sharad.bhanushali@propmart.co; Ex-propEDGE Advisory, Square Yards, Suraj Events & Entertainment.",sharad.bhanushali@propmart.co,,,https://linkedin.com/in/sharad-bhanushali-ba176038,https://linkedin.com/company/propmart-advisory,https://www.propmart.co/,https://platform.tracxn.com/companies/0uDd52U8ytSo2shYZ0thm6VyA3GP4wJd4wcYGR1OQpY/propmart.co
10.0,80,59.4,Popclub,bhargav@popclub.co,person (Tracxn),popclub.co,467,2022,4,Bengaluru,Karnataka,FinTech,Payments > Consumer Payments > Payment Cards > Credit Cards > General Purpose,Series A,200,557607,,35938643,"Bhargav Errangi; Founder; bhargav@popclub.co; Founder-POP | Ex-Flipkart,Spoyl | Georgia Institute of Technology PhD 2011",bhargav@popclub.co,support@popclub.co,-9019384371,https://linkedin.com/in/berrangi,https://linkedin.com/company/getpopclub,https://popclub.co,https://platform.tracxn.com/companies/SH7PdMUBTW4jeWNGBMtCW9JJJtmHlkHrIcrnOaErquE/popclub.co
10.0,80,58.3,Indigrid Technology,rp@indigridtechnology.com,person (Tracxn),indigridtechnology.com,194,2017,9,Gurugram,Haryana,Energy Tech,"Electric Vehicles > Components > Batteries > Two Wheelers,
 Energy Storage Tech > Battery > Secondary Battery > Lithium ",Series A,200,12960522,,13914536,"Rishab Puri; Co-Founder & Director of Operations; rp@indigridtechnology.com; Ex- Stellar Ocean Transport, Dole Fresh Fruit International. City St George’s, University of London MS 2011
 Sameer Narang; Co-Founder, Director Finance & Sales; Indigrid Technology, ex-Medeor Hospitals",rp@indigridtechnology.com,info@indigridtechnology.com,-9999833152,"https://linkedin.com/in/rishab-puri-b5077a1a,
 https://linkedin.com/in/sameer-narang-b61291194",https://linkedin.com/company/indigrid-technology-pvt-ltd,https://indigridtechnology.com,https://platform.tracxn.com/companies/N2vVAfUDAssxnQNFSP3qfHMuBG_lODizv6FkWrc166E/indigridtechnology.com
